vwg_id,pprice_qm2007,pprice_qm_se2007,pcv2007,pprice_qm2008,pprice_qm_se2008,pcv2008,pprice_qm2009,pprice_qm_se2009,pcv2009,pprice_qm2010,pprice_qm_se2010,pcv2010,pprice_qm2011,pprice_qm_se2011,pcv2011,pprice_qm2012,pprice_qm_se2012,pcv2012,pprice_qm2013,pprice_qm_se2013,pcv2013,pprice_qm2014,pprice_qm_se2014,pcv2014,pprice_qm2015,pprice_qm_se2015,pcv2015,pprice_qm2016,pprice_qm_se2016,pcv2016,pprice_qm2017,pprice_qm_se2017,pcv2017,pprice_qm2018,pprice_qm_se2018,pcv2018,pprice_qm2019,pprice_qm_se2019,pcv2019,pprice_qm2020,pprice_qm_se2020,pcv2020,pprice_qm2021,pprice_qm_se2021,pcv2021
010515175,995.00555,22.231915,.022343507,1000.3666,14.417052,.014411769,1000.3537,75.752525,.075725742,1128.8969,77.010254,.068217263,1150.9708,87.148735,.075717591,1144.8572,81.940056,.071572296,1104.0497,43.228439,.039154433,1152.5618,20.646975,.017913986,1315.5541,35.531113,.027008478,1356.6122,67.985519,.050114188,1458.9971,10.802372,.0074039712,1520.1213,87.501274,.057562031,1314.2023,475.90152,.36212197,1801.4525,43.796391,.02431171,2475.198,164.8486,.066600166
010515178,1305.1066,20.178173,.015460939,1244.54,66.3992,.053352401,1300.9164,157.60146,.12114649,1382.7009,128.39948,.092861347,1258.0526,124.43813,.09891329,1439.7806,117.45724,.081579953,1399.2046,57.877666,.041364692,1443.8004,7.8225918,.0054180562,1441.8232,41.011219,.028444,1582.5155,119.28412,.075376272,1792.2273,117.84087,.065751076,1853.7712,63.566368,.034290299,2046.2286,106.57997,.052086052,2372.0093,160.00076,.067453682,2859.7476,249.59384,.087278277
010530032,1603.2111,56.199471,.035054319,1597.0848,2.8323562,.0017734538,1575.701,.59736538,.00037911086,1498.2705,56.341026,.037604041,1541.4747,88.557274,.05744971,1541.4174,12.582456,.0081629129,1590.8455,61.315514,.038542721,1715.3422,2.3951097,.0013962868,2019.8663,135.79012,.067227282,2142.4209,137.89261,.064362988,2055.0879,17.243586,.00839068,2156.2866,111.8847,.051887676,2665.0505,144.42786,.054193288,2885.55,24.129618,.0083622243,3418.5154,41.089523,.012019699
010530083,1233.7151,40.372097,.032724004,1274.3623,19.339605,.015175908,1216.2004,23.150892,.019035425,1237.5662,90.021683,.072740905,1272.1638,94.335594,.074153654,1212.8304,32.257626,.026596978,1263.9725,18.100565,.014320378,1418.7047,4.5496955,.0032069362,1563.8738,1.724879,.0011029529,1581.9958,50.994854,.032234505,1605.1045,35.286816,.021984125,1720.3916,193.2614,.1123357,2123.0867,130.36041,.061401363,2284.7383,28.824574,.012616138,2674.5479,112.86623,.042200115
010530090,1392.9208,23.723461,.01703145,1379.5895,19.291885,.013983787,1281.3215,56.91571,.044419538,1256.3827,95.112373,.075703345,1354.2289,125.40891,.092605397,1385.1238,33.246738,.02400272,1368.8044,67.557365,.049355015,1409.9545,56.1847,.039848592,1496.5422,5.6777449,.003793909,1513.1184,41.329926,.027314402,1456.8464,163.40439,.11216308,2107.5715,49.444664,.023460491,2103.425,63.486507,.030182444,2568.2886,119.37663,.046481006,2686.7822,71.652374,.02666847
010530100,1450.8271,133.98042,.092347614,1430.1101,131.46729,.091928087,1361.6171,32.707802,.024021292,1435.27,21.184448,.014759905,1452.127,52.897259,.036427435,1564.3804,51.933632,.033197574,1507.775,24.159519,.016023291,1602.8339,113.69429,.070933297,1553.7896,36.901749,.023749515,1606.8185,25.647858,.015961889,1677.8967,115.51977,.068847962,2314.4146,149.91968,.064776503,2117.803,135.57014,.064014524,2737.6221,278.17065,.10161032,2747.9451,55.744991,.020286065
010530116,1558.8964,97.129784,.062306762,1577.2766,33.052994,.020955738,1542.7063,3.1758482,.0020586215,1442.5646,39.67765,.02750494,1543.2986,1.0503606,.00068059453,1567.2411,73.624016,.046976827,1497.6583,73.349998,.048976459,1613.9141,52.978756,.032826256,1818.041,89.907501,.049452957,1846.0811,15.044976,.0081496835,1756.4617,188.30357,.1072062,1883.0663,193.30827,.10265612,2419.5588,65.158081,.026929736,2731.3027,55.083454,.020167466,3265.6196,229.79646,.070368409
010530129,2203.2637,25.536325,.011590227,2115.1895,47.336304,.022379227,2075.5376,15.897451,.0076594381,2327.522,9.6681118,.0041538221,2542.8867,17.834389,.007013442,2417.6296,19.112074,.0079052942,2587.9353,8.5750046,.0033134541,2910.4294,48.91235,.016805887,3258.0205,88.568512,.027184762,3362.1819,71.065224,.021136638,3282.844,17.927618,.0054610022,3259.593,27.179506,.0083383126,3924.8179,65.695648,.016738521,4497.0801,105.63602,.023489915,5052.9253,17.624474,.0034879744
010535308,1426.802,48.244659,.033813141,1360.6586,51.81398,.038080074,1253.8901,32.279835,.025743751,1371.7495,74.940247,.054631144,1374.7913,33.914818,.024669068,1360.0197,15.366423,.011298677,1465.4821,69.559174,.047465045,1633.4794,140.43542,.085973188,1590.0309,11.369514,.0071504987,1463.5463,19.896564,.013594763,1624.5706,177.18051,.10906298,2376.438,46.97163,.019765561,2533.2563,272.90308,.10772818,2843.8127,108.45553,.038137365,3058.113,263.40228,.086132288
010535313,1413.8834,7.0271392,.0049700979,1417.2861,14.322302,.010105441,1392.4823,17.468481,.01254485,1378.6489,93.873604,.068091013,1448.3621,202.74634,.13998319,1480.4003,91.703964,.061945386,1463.1572,104.01974,.071092658,1470.554,52.622623,.035784218,1602.1475,73.603996,.045940839,1510.4813,41.704594,.027610136,1495.8394,227.80228,.1522906,2153.2466,202.61992,.09409973,2129.7178,223.44533,.10491781,2761.5386,75.032425,.027170515,2950.3081,146.25752,.049573645
010535318,1335.0598,71.790375,.053773154,1373.0867,9.9925718,.0072774515,1361.026,10.798846,.0079343421,1322.088,50.290512,.038038701,1367.1838,125.38933,.091713585,1374.4512,97.798477,.071154565,1292.3816,41.604404,.032192044,1363.5815,49.321449,.036170516,1605.451,73.327744,.045674231,1509.1781,201.61043,.13358955,1632.5522,36.707352,.022484642,1905.4397,45.764133,.024017623,2028.3842,41.2906,.0203564,2588.4375,15.02142,.0058032768,3122.5986,240.88863,.077143639
010535323,1825.682,13.94877,.0076403064,1844.0361,65.371025,.035449971,1736.2861,25.469152,.014668753,1439.6906,70.783493,.04916577,1463.1498,10.405488,.007111704,1644.5168,51.960114,.031595975,1661.7698,44.179394,.026585748,2013.644,344.25586,.17096162,1965.6123,57.337383,.029170241,2263.2971,110.90334,.049000785,2268.8728,357.49496,.15756501,2480.3984,211.01764,.085074089,2989.479,282.32819,.094440602,3071.9973,281.00681,.091473646,3992.4355,112.97852,.028298143
010535343,1291.0989,.28226396,.00021862304,1330.2991,14.791358,.011118822,1271.0302,55.187023,.04341913,1202.7476,53.996483,.044894278,1234.6781,24.78647,.020075249,1274.3199,10.194379,.0079998579,1225.2006,28.786716,.023495514,1357.8002,38.238338,.028161978,1500.0424,43.801991,.029200502,1562.8013,.88363624,.00056541816,1583.9987,105.83898,.066817597,1605.4468,80.684105,.05025648,2004.3459,47.154877,.023526317,2211.9719,84.356415,.038136296,2664.6965,12.407816,.0046563712
010535358,1417.1903,18.562473,.013098081,1418.8815,12.382035,.0087266173,1297.5564,87.498123,.067433,1312.7841,31.582411,.024057582,1405.7734,46.161213,.032836881,1441.1472,59.411629,.041225232,1412.7972,38.483242,.027239041,1374.9896,86.585846,.062972002,1438.9272,14.222444,.0098840604,1575.6616,205.89799,.13067399,1446.4208,105.47712,.072922848,1976.2122,56.916214,.028800659,1756.7368,123.44824,.070271336,2362.3757,62.67168,.02652909,2495.4504,191.47694,.076730415
010535373,1673.8274,137.67133,.082249418,1688.8356,77.711319,.046014734,1667.2087,27.5401,.016518688,1542.5051,43.581402,.02825365,1668.8433,89.298645,.053509306,1597.402,150.42598,.094169147,1559.0885,2.0573871,.0013196089,1645.9547,79.274292,.048163105,1842.6261,38.869099,.021094404,1860.1089,54.4925,.029295329,1787.3707,190.74338,.1067173,1989.187,83.098801,.041775256,2579.5432,157.72177,.061143294,2880.9353,87.456932,.030357132,3376.7822,256.40024,.075930342
010535391,1265.3324,69.23571,.05471741,1298.4469,.24068408,.00018536305,1230.6345,24.006618,.019507512,1286.6571,48.638153,.037801955,1328.4625,4.3070416,.003242125,1183.2753,20.491695,.017317776,1263.5272,42.396084,.033553757,1442.1617,42.474167,.029451735,1431.2109,20.593388,.014388786,1241.4912,84.988838,.06845706,1314.2413,59.063221,.044940926,1755.3265,4.5140324,.0025716198,1654.2083,51.660973,.031230029,2076.594,86.861755,.041828953,2321.4768,100.24553,.043181792
010539105,2138.6316,232.63527,.10877763,2158.4753,186.26387,.086294182,2177.502,101.355,.046546459,2089.6482,19.861237,.0095045837,2153.8425,35.790237,.016616924,2071.2788,86.773605,.041893736,2265.4326,413.58859,.18256494,2089.4299,38.155544,.018261222,2637.9465,63.099003,.023919743,3013.5347,3.8201134,.001267652,3196.302,156.7547,.049042519,2732.0171,149.9761,.05489574,3406.1079,377.61511,.11086411,4037.8232,795.75665,.19707565,4893.7871,335.26334,.068507954
010540033,1229.0302,59.727608,.048597351,1261.6807,66.696228,.052863002,1225.6147,82.537292,.067343585,1190.0609,37.982349,.031916305,1259.0177,40.658833,.032294091,1268.7611,31.239969,.02462242,1283.3925,10.790481,.008407779,1264.7244,55.316273,.04373781,1561.6509,3.2891526,.0021062023,1410.4722,87.642342,.062136881,1459.5295,112.79951,.077284843,1614.8296,58.843716,.036439583,1728.5314,185.67232,.10741623,1768.2538,49.556934,.028025918,3341.9895,279.61127,.083666109
010540056,1363.1061,41.998505,.030810885,1381.4894,45.505451,.032939415,1319.3357,21.933128,.016624372,1427.5839,65.459007,.045853004,1495.1779,16.011383,.010708681,1536.8917,5.1006918,.0033188362,1541.0166,25.430403,.016502354,1534.547,2.5389855,.0016545505,1703.0808,44.492649,.026124801,1698.1335,45.23814,.02663992,1950.8636,91.787872,.047049865,2043.7526,20.067848,.0098191183,2327.9255,185.62639,.079738975,2451.2124,101.70621,.041492205,3242.3606,125.60423,.038738512
010540108,1168.2675,32.37669,.027713424,1187.0837,18.726667,.015775355,1192.7378,34.743084,.029128853,1128.2894,115.35204,.10223621,1244.7877,34.126827,.02741578,1256.6708,45.063026,.035859056,1348.8629,52.096352,.03862242,1480.7878,118.74902,.08019314,1410.2252,2.3276055,.0016505204,1505.1816,59.16851,.039309882,1752.6017,20.686279,.011803184,1900.6395,180.1075,.094761521,1843.7773,168.18095,.091215439,2526.5339,50.983688,.020179302,3056.325,57.341793,.018761681
010540138,1014.2515,98.524483,.097140096,1017.2132,126.84105,.12469465,1076.5061,114.81974,.10665963,1019.3414,33.698547,.033059139,949.59979,128.07184,.13486928,1029.167,55.711868,.054132972,1075.6631,57.04789,.053035092,1064.5902,8.3320637,.0078265453,1149.9536,80.036987,.069600187,1205.2859,49.765793,.041289616,1357.6586,16.468723,.012130239,1359.2799,66.273705,.04875648,1416.1787,100.47062,.070944875,1638.9604,138.65814,.084601276,2676.8286,16.939365,.0063281474
010540168,3158.2207,685.51575,.21705759,3343.7561,725.42627,.21694952,3317.6147,893.22516,.26923716,3775.6223,1046.8317,.27726069,4353.7583,1088.2007,.24994513,4606.6099,1291.8392,.28043166,4849.2021,1132.6584,.23357625,4323.2935,1050.4999,.24298602,4797.0239,1010.63,.21067855,4799.1836,1175.8945,.2450197,4873.147,1213.7039,.24905956,5032.7397,1382.5046,.27470219,5528.9072,1255.739,.22712246,5612.9707,1399.8376,.24939336,6511.6753,720.77039,.11068893
010545417,1200.1869,9.9535713,.0082933512,1220.2229,20.023106,.016409384,1212.9159,3.6038909,.002971262,1248.0421,83.306351,.066749632,1214.0177,13.032077,.010734668,1291.0463,94.294907,.073037587,1423.2368,64.089859,.045031056,1440.1824,50.299595,.034925852,1438.0942,24.788424,.017236995,1542.7512,100.51508,.065153137,1668.3394,33.423019,.020033706,1832.7335,9.7662687,.0053287991,1767.6298,186.91942,.1057458,1950.1804,156.16855,.080079027,3225.9248,811.40186,.25152534
010545439,4351.6113,183.49814,.042167861,4592.314,143.09578,.031159842,4623.4658,123.91931,.026802255,5354.9375,56.500164,.010551041,6436.3945,58.636871,.0091102049,6762.8936,99.857491,.014765498,7169.2734,22.274887,.0031069936,6215.1074,40.407131,.0065014372,6865.438,100.01836,.014568388,7085.4985,14.82903,.0020928704,6970.3018,90.32666,.012958787,6948.499,29.946754,.0043098163,7413.8706,132.11526,.017820012,6970.5474,200.94716,.028828032,6916.3154,154.78311,.022379417
010545453,1055.9343,73.032463,.069163829,1104.9471,55.261528,.050012823,1088.7128,54.511108,.050069321,1112.4266,.37384161,.00033605957,1122.3047,44.405293,.039566167,1235.2795,69.010895,.055866621,1215.7114,3.772649,.0031032439,1280.0369,30.397774,.023747576,1433.1632,59.678852,.041641351,1461.5002,30.957235,.02118182,1669.0308,44.688755,.026775273,1877.8575,38.738453,.020629069,2012.7054,121.5251,.06037898,2085.6289,45.529163,.021829944,2472.4128,115.6774,.046787251
010545489,1062.9735,53.578598,.050404452,1092.7601,53.120434,.04861125,996.90411,108.12967,.10846546,1077.4222,72.107368,.066925824,1096.2098,30.111942,.027469141,1091.1663,36.30558,.03327227,1192.9424,40.431255,.033892043,1281.4152,13.39892,.010456346,1306.457,2.5893342,.0019819513,1326.9491,38.613865,.029099733,1432.5319,14.625875,.010209807,1540.9299,10.702293,.0069453474,1680.4342,13.826125,.0082277097,1701.0641,70.4282,.041402437,2297.0969,59.700882,.025989709
010545492,1336.3081,1.5233291,.0011399535,1350.3218,8.3598833,.0061910306,1283.265,29.113409,.022686981,1361.6128,120.97964,.088850252,1458.7224,126.01376,.08638639,1485.6763,77.412529,.052105919,1472.8569,115.66939,.078534029,1456.4121,103.16896,.070837751,1676.5175,101.78497,.060712148,1614.3497,168.80788,.1045671,1790.2638,137.39792,.076747306,1941.9216,123.36779,.063528717,2218.0635,179.70421,.081018515,2270.1599,179.17609,.078926638,3319.155,155.66048,.04689762
010545494,1050.4081,13.271329,.012634451,1081.3787,23.702715,.021918979,1061.7836,26.246805,.024719544,1043.1416,45.08947,.043224689,1095.9886,14.017334,.01278967,1167.6996,18.647594,.015969513,1214.8282,13.002634,.010703269,1320.8887,55.208672,.041796613,1274.0315,8.6477861,.0067877336,1336.5315,39.040131,.029210035,1563.7571,46.077679,.029466009,1486.4187,22.646852,.01523585,1635.243,48.548691,.029688975,1817.7626,69.975739,.038495533,2563.8643,259.97897,.10140122
010550001,1415.9563,17.36116,.012261085,1360.5009,104.54426,.076842479,1291.4653,60.257046,.04665789,1322.2946,74.775337,.056549683,1344.8185,50.210136,.037335996,1478.4795,22.926008,.015506477,1632.2242,119.69564,.073332839,1531.1957,56.293201,.036764212,1804.6333,167.5762,.092858866,2041.7645,349.89932,.17137104,1993.1617,179.17128,.089892998,2398.2283,120.12119,.050087471,2534.5684,341.86044,.13487916,3102.3069,67.468277,.021747777,3507.1033,6.5015559,.0018538251
010550004,1506.3558,30.44594,.020211652,1560.1448,35.79538,.022943627,1520.311,54.232899,.03567224,1514.0316,6.00139,.0039638472,1488.4641,10.909634,.007329457,1693.5607,83.11171,.04907513,1774.3337,43.348972,.024431126,1711.0728,49.818878,.029115582,1904.8344,62.934937,.033039585,2230.6458,82.520897,.036994174,2317.1377,155.83067,.067251362,2832.0869,120.34552,.042493582,2833.6255,7.5917168,.0026791531,3326.8489,391.38904,.11764557,3854.7136,213.72989,.055446371
010550007,1443.599,43.403454,.030066144,1454.8519,34.599766,.023782328,1374.6415,23.021179,.016747043,1462.3517,31.875004,.021797085,1535.0414,73.078766,.047607034,1488.4177,88.997787,.059793554,1529.8759,26.372896,.017238585,1548.4425,43.912121,.028358897,1441.3533,60.668667,.042091463,1665.5345,2.7824242,.0016705893,1758.4749,47.293415,.026894564,2033.0042,3.4687595,.0017062236,2259.0432,31.943508,.014140282,2838.8994,195.92484,.069014363,2997.2175,435.97885,.1454612
010550010,1552.9576,41.760986,.026891259,1513.0945,35.411465,.023403341,1413.8154,74.191933,.052476391,1518.5365,81.503868,.053672645,1615.9635,73.530632,.045502655,1705.8,38.715557,.022696422,1826.1886,148.8653,.081516936,1803.4546,1.9280173,.0010690689,2105.4792,181.04616,.085988097,2417.1448,67.676956,.027998719,2218.0618,202.29753,.091204643,2578.2703,31.050631,.012043202,2596.3394,8.4363832,.0032493377,3348.8779,146.28258,.04368107,3956.697,240.97337,.060902659
010550012,1493.7101,24.717035,.016547412,1468.7576,2.2572577,.0015368484,1340.9901,49.515228,.036924381,1482.1171,92.491631,.062405076,1566.0981,91.505791,.058429155,1554.3234,32.107796,.020657089,1573.5439,80.017006,.050851461,1615.4778,31.175571,.019298051,1418.3304,19.377125,.013661926,1660.4379,1.3616943,.00082008145,1947.2662,40.941673,.021025205,2174.9517,172.40935,.07927043,2397.1929,.53055191,.00022132216,2734.6729,60.536697,.022136724,3184.9622,43.245682,.013578083
010550016,1722.8068,15.049179,.0087352684,1756.5791,11.480001,.0065354309,1682.6525,15.219497,.0090449434,1679.9291,28.575592,.01701,1807.188,8.5863447,.0047512185,1907.2378,58.999157,.030934347,1916.8594,16.542885,.0086302031,2048.7957,37.466328,.018287001,2124.074,141.28238,.066514812,2343.1018,85.975121,.036692865,2368.3083,110.57748,.04669049,2648.1951,118.99892,.04493586,2671.9958,132.24539,.049493112,3189.2451,125.03629,.039205607,4113.0034,454.59729,.11052684
010550018,1418.7168,12.983722,.0091517363,1497.5178,90.272858,.060281657,1299.7714,112.15485,.086288132,1425.3042,83.807014,.058799386,1471.0995,99.84436,.067870572,1557.0735,61.3992,.039432436,1585.7321,151.74425,.095693499,1597.3683,2.9440615,.0018430699,1870.1915,137.42128,.073479787,2130.7905,21.766825,.010215376,1728.9633,153.11406,.088558309,2231.5227,3.8589454,.001729288,2200.8645,87.666862,.03983292,2856.4226,197.06242,.06898924,3477.5144,18.046381,.0051894481
010550021,1279.7842,78.426003,.061280645,1244.4242,154.5667,.1242074,1180.1876,141.621,.11999872,1257.5547,99.566055,.079174332,1258.5703,144.94635,.11516746,1280.7389,107.0993,.083623052,1439.3254,30.422939,.021136943,1411.516,51.01199,.036139861,1439.1265,105.81934,.073530257,1823.6384,111.18401,.060968228,1758.3679,202.80002,.11533424,2054.6575,117.22847,.057054993,2034.2362,13.979428,.006872077,2468.3911,25.478323,.010321834,2788.6292,210.96313,.075651199
010550025,1677.7749,174.14598,.1037958,1641.6437,163.90103,.09983959,1575.3663,172.82765,.10970633,1599.5896,170.82954,.10679585,1724.2427,119.72447,.069435976,1834.8368,131.5377,.071689047,1940.652,41.338043,.021301111,1990.6625,151.52161,.076116174,2232.8323,99.63208,.044621389,2568.3938,224.35196,.087351076,2479.1921,78.420288,.031631388,2744.251,138.03036,.050298009,2714.8,102.28027,.037675068,3388.998,88.109581,.025998712,4028.1289,257.22739,.063857786
010550028,1486.4575,122.05521,.08211147,1425.4969,75.494934,.052960433,1293.9587,36.265156,.028026516,1369.1427,29.119303,.021268275,1459.3391,17.531292,.012013172,1398.3853,.022206379,.000015880016,1404.9044,27.254026,.019399203,1395.1078,6.282136,.0045029754,1310.8213,21.37623,.016307509,1525.3854,33.102852,.021701304,1721.6245,72.939407,.042366616,1920.0111,109.96555,.057273395,2161.0481,84.537239,.039118629,2422.8582,123.66244,.051039901,2815.3948,1.4756111,.00052412227
010550032,2150.9128,193.91641,.0901554,2043.9059,70.19783,.034344941,2106.251,140.67853,.066790961,2201.3145,157.8654,.071714155,2396.8452,117.31468,.048945457,2523.4922,66.208107,.0262367,2642.3835,233.82335,.088489555,2863.1492,295.10477,.10306999,2856.8267,299.89771,.10497581,3154.2615,236.03621,.074830897,3429.5588,210.5529,.061393581,3720.916,575.16321,.15457571,3579.9844,307.7431,.085962139,3942.4885,158.00325,.040077034,5260.0991,340.78149,.064786136
010550033,1249.653,21.458933,.017171914,1250.9072,17.836309,.014258699,1157.4988,26.804928,.02315763,1190.1283,99.741554,.083807394,1210.476,85.626961,.070738256,1220.9084,90.887466,.074442491,1241.2673,24.494843,.019733736,1198.2557,46.08271,.038458161,1379.3024,6.1950274,.0044914209,1587.9973,147.42215,.092835262,1588.5244,192.83481,.12139241,1878.6475,28.023825,.014917022,1932.6183,154.57123,.079980217,2247.2751,16.859426,.0075021638,2469.7781,155.2256,.062850021
010550035,2085.2986,37.419071,.017944228,1875.2642,40.460396,.021575838,2076.5835,19.61977,.0094481008,2044.7157,139.53815,.068243302,2041.4735,49.967468,.024476178,2239.042,2.2659099,.0010119998,2577.9216,92.820183,.036005821,2547.1895,4.076417,.0016003588,2649.2756,107.09343,.040423665,2964.166,143.58295,.048439577,2845.9492,239.79266,.084257536,3103.3472,55.784554,.017975608,2928.9983,97.633499,.03333341,3480.8032,357.30453,.10265002,3715.5151,254.54449,.068508536
010550040,1453.7007,48.593632,.033427536,1549.4913,37.696636,.024328394,1474.4269,6.8008275,.0046125227,1403.6306,69.607536,.049591064,1497.5814,78.500244,.052418016,1688.1729,68.028687,.040297229,1578.2489,78.9524,.050025318,1473.5701,78.040939,.052960455,1843.0082,244.72806,.13278729,1959.8392,334.92712,.1708952,2036.0677,78.730484,.03866791,2607.5427,88.748497,.034035299,2601.6409,457.85626,.1759875,2744.8264,59.159824,.021553211,3765.5442,452.43048,.12015009
010550041,1844.3082,161.6647,.087656014,1726.8523,165.88747,.096063495,1766.9927,239.73372,.1356733,1965.756,153.61543,.078145728,2075.9739,84.38475,.04064827,2049.7346,124.63786,.060806826,2185.6675,99.156731,.045366798,2278.1279,37.761967,.016575877,2091.0493,7.4820104,.0035781129,2414.5073,81.876625,.033910282,2626.9727,46.395935,.01766137,3032.6038,98.787766,.032575231,2987.5044,49.349579,.016518664,3377.2646,179.18564,.053056441,4015.0901,431.21704,.10739909
