postcode_id,rprice_qm2007,rprice_qm_se2007,rcv2007,rprice_qm2008,rprice_qm_se2008,rcv2008,rprice_qm2009,rprice_qm_se2009,rcv2009,rprice_qm2010,rprice_qm_se2010,rcv2010,rprice_qm2011,rprice_qm_se2011,rcv2011,rprice_qm2012,rprice_qm_se2012,rcv2012,rprice_qm2013,rprice_qm_se2013,rcv2013,rprice_qm2014,rprice_qm_se2014,rcv2014,rprice_qm2015,rprice_qm_se2015,rcv2015,rprice_qm2016,rprice_qm_se2016,rcv2016,rprice_qm2017,rprice_qm_se2017,rcv2017,rprice_qm2018,rprice_qm_se2018,rcv2018,rprice_qm2019,rprice_qm_se2019,rcv2019,rprice_qm2020,rprice_qm_se2020,rcv2020,rprice_qm2021,rprice_qm_se2021,rcv2021
1159,5.5839562,.17361826,.031092338,5.6336765,.17966549,.031891339,5.7177138,.1929127,.033739481,5.9732356,.12929322,.021645425,6.1911054,.017955102,.0029001448,6.4943633,.045614179,.0070236567,6.9780307,.017308462,.0024804221,7.3445563,.18132417,.02468824,7.4646378,.23779187,.031855781,7.8394828,.28545347,.036412284,8.1694365,.0088625886,.001084847,8.2440996,.11544348,.014003164,8.5225468,.20792004,.024396468,8.7393618,.41594481,.047594417,8.7205191,.13649748,.01565245
1169,5.2572308,.2692163,.051208764,5.2630639,.3107301,.059039772,5.3769903,.37976733,.070628233,5.5916657,.33782294,.060415439,5.6882315,.32699785,.057486735,5.8672161,.364308,.06209214,6.3532548,.35715047,.056215353,6.6912317,.061081145,.0091285352,6.7537627,.064255916,.0095140915,7.0110946,.029074844,.0041469764,7.2492795,.32529971,.044873387,7.4073572,.010678224,.00144157,7.5344591,.40337136,.05353687,7.6195207,.75070459,.098523863,7.7766743,.54461694,.070032112
1187,5.5995102,.2129434,.038028933,5.6488066,.18013708,.031889405,5.7940617,.10895815,.018805142,6.0348487,.058059614,.0096207242,6.2232261,.0070818476,.0011379705,6.4875474,.093993403,.01448828,6.9905095,.22647299,.032397207,7.3588285,.17333607,.023554847,7.4490314,.058091614,.007798546,7.7278719,.19683059,.025470218,7.9731998,.10266604,.012876391,8.0679007,.091686651,.011364375,8.3549099,.10305136,.012334228,8.5442028,.34767193,.040690973,8.5758018,.24934137,.029074991
1189,5.5654092,.34936443,.062774256,5.6215448,.29077443,.051725004,5.7598104,.16545838,.028726358,5.9757814,.19612487,.032819953,6.1157255,.19290262,.031542066,6.3268962,.083276853,.013162355,6.8008518,.10637379,.015641244,7.1353836,.14238136,.019954268,7.20122,.17532918,.024347149,7.4576106,.010266443,.0013766397,7.7391105,.27774358,.035888307,7.7808881,.34055847,.043768585,8.0050097,.10770189,.013454312,8.1552219,.089013331,.010914887,8.2767706,.22276591,.026914593
1217,5.8378468,.012415408,.0021267103,5.952692,.0031966225,.0005370045,6.1782446,.064590663,.010454533,6.3477979,.12007699,.018916322,6.6281247,.011618233,.0017528689,6.8618259,.035529878,.0051779044,7.4532065,.10737741,.014406875,7.5882969,.30161545,.039747451,7.6884246,.22244976,.028933074,7.8673959,.0022356152,.00028416203,8.612711,.094449274,.010966266,8.4220705,.014658046,.0017404326,8.7620535,.169429,.019336678,8.8292551,.28152025,.031884938,8.8303623,.38520351,.043622617
1219,5.8244491,.016028479,.0027519304,5.931756,.033789795,.0056964238,6.1407452,.18524677,.030166822,6.2889314,.22771293,.036208525,6.6133862,.21031824,.031801898,6.8550367,.2326664,.033940941,7.3731513,.15536758,.021072073,7.419601,.033170387,.0044706431,7.4845572,.23484771,.031377636,7.5842519,.0065867174,.00086847291,8.560174,.0047534257,.00055529544,8.2238665,.087885387,.010686627,8.5343809,.23264553,.027259801,8.5766315,.39732122,.046326023,8.5215111,.1340638,.015732396
1237,5.680829,.2356087,.04147435,5.7717481,.21755426,.037692957,5.8541126,.23778841,.040619034,6.0392179,.1667279,.027607532,6.2999158,.16926134,.026867239,6.573328,.10427017,.015862614,6.9266953,.035639573,.005145249,6.9318466,.031162718,.0044955867,6.9749889,.037909783,.0054351031,7.0820146,.069971077,.0098801088,7.8943944,.35862705,.045428064,7.643908,.048926484,.006400716,7.7794948,.36135671,.046449892,7.7755303,.52703756,.06778156,7.8466306,.16241217,.020698333
1239,5.1584692,.12202225,.02365474,5.274899,.24180277,.045840263,5.4142542,.16816533,.03105974,5.5661602,.16020857,.028782601,5.7420993,.15752354,.027433094,5.939785,.085690081,.014426461,6.270679,.086679101,.013822922,6.2591448,.04016462,.0064169499,6.2775445,.11389866,.018143823,6.5007887,.10900754,.016768357,7.0691824,.35104707,.049658794,6.8868237,.13865556,.020133456,7.1197429,.09275426,.013027755,7.0169511,.40546992,.057784345,7.1726375,.0050821765,.00070855062
1257,5.3595924,.097734131,.018235367,5.4240098,.01167997,.0021533829,5.6197987,.11002639,.019578351,5.6884751,.076217547,.01339859,5.8778586,.11296988,.019219564,6.0336657,.21287683,.035281509,6.2927146,.27936304,.044394679,6.2620363,.026267799,.0041947695,6.3971291,.067704335,.01058355,6.3858676,.11509769,.018023813,7.1562886,.15888065,.022201544,6.733408,.1959585,.029102424,6.6920381,.074675322,.011158831,6.5610051,.024558179,.0037430513,6.7684159,.28137985,.041572481
1259,5.6198845,.015746806,.0028019804,5.5740399,.11967283,.021469677,5.6914411,.18068016,.03174594,5.7502141,.13586475,.023627773,5.8263569,.18991527,.032595888,5.9846749,.17358486,.029004894,6.2760181,.13242871,.021100752,6.3454685,.14226569,.022420045,6.6097584,.07754498,.011731893,6.695704,.044177528,.0065978914,7.2410951,.042422619,.0058585918,6.8685589,.0077483002,.0011280824,6.5141544,.20315221,.031186275,6.6126828,.35173413,.053190835,6.8502889,.018873485,.0027551372
1277,6.1118007,.15989099,.026161028,6.2339916,.106882,.017145034,6.3326826,.091769971,.014491485,6.4749508,.039745409,.0061383336,6.8432488,.020266095,.0029614728,7.13728,.05754536,.0080626458,7.5367694,.094346441,.012518154,7.5583234,.067340508,.0089094508,7.6528702,.015618201,.0020408293,7.749579,.098152876,.012665575,8.5921478,.18213925,.021198338,8.4243212,.23041116,.027350709,8.7314091,.20164132,.02309379,8.8541384,.30204657,.034113605,8.7150345,.05322326,.0061070626
1279,5.970932,.066462018,.011130929,6.0960464,.14832729,.024331719,6.2184911,.10903028,.017533237,6.3413439,.15448119,.024360955,6.5936952,.18611485,.028226184,6.7978754,.15137972,.022268681,7.1487794,.060910374,.008520388,7.0796571,.071255945,.010064887,7.1337085,.017269909,.002420888,7.0552297,.087730974,.012434886,7.9259744,.062484369,.0078834938,7.5817323,.086286485,.01138084,7.5512142,.13052869,.017285788,7.6076946,.25097281,.032989338,7.6486497,.2869713,.037519209
1307,6.0814161,.31195161,.051295884,6.2580795,.31244943,.049927365,6.3263407,.17286065,.027323956,6.5031805,.1234195,.018978329,6.9728327,.299606,.042967618,7.3713288,.26260918,.03562576,7.7751598,.031541429,.0040566921,7.9493752,.095241867,.01198105,8.0571814,.25181583,.031253587,8.2387371,.29968867,.03637556,9.0775318,.46798334,.051554028,9.0230122,.42443067,.047038689,9.594471,.17365104,.018099073,9.7444239,.34966996,.035884108,9.6064816,.35672373,.037133649
1309,6.1314344,.335076,.054648876,6.2639251,.24368687,.038903221,6.3567214,.21404698,.033672545,6.5244818,.13843361,.021217564,6.9404688,.061632771,.0088802027,7.2997599,.083957918,.011501463,7.6789851,.090682857,.011809224,7.7880263,.087215483,.011198663,7.9259634,.041419331,.0052257786,8.0548687,.0055837287,.00069321162,8.7998695,.33746114,.038348425,8.7611437,.33159092,.037847903,9.289196,.25902712,.027884774,9.4724092,.40694928,.042961538,9.303607,.21016073,.022589168
1324,6.6820564,.12849848,.019230379,6.8417811,.20810959,.030417457,6.801569,.13241129,.019467756,6.9651041,.061421055,.0088183973,7.2556849,.22146831,.030523419,7.4804893,.29794076,.039829046,7.8196235,.25937769,.0331701,7.5137653,.1349712,.017963191,7.7060676,.047965322,.006224358,7.5561323,.13075626,.017304655,8.0740814,.051433466,.0063701943,8.1753492,.12876379,.01575025,8.4701939,.19287881,.022771476,8.5263624,.44640973,.052356411,8.4555998,.35815322,.042356927
1326,5.8009562,.32370794,.055802513,5.7705474,.10246377,.017756334,5.7031255,.1172647,.020561481,5.7089934,.1766101,.030935418,5.7063637,.20280123,.035539486,5.7482986,.24727945,.043017849,6.1665092,.1756213,.028479857,6.3922925,.25102583,.039270077,6.5522594,.1107136,.016897012,6.6746264,.059975967,.0089856666,7.302505,.17749496,.024306037,6.9389191,.30076382,.043344475,6.7576809,.10293837,.015232795,7.1029544,.031125827,.0043820958,6.8166943,.31407428,.046074279
1445,6.3752832,.18170379,.028501289,6.3290939,.06327296,.0099971592,6.4234648,.094401941,.014696421,6.4892421,.11202889,.017263787,6.6077743,.093433186,.014139888,6.8944812,.12764044,.018513422,7.0732379,.093287677,.013188822,7.1412544,.11214489,.015703809,7.2173204,.019355215,.0026817729,7.2992802,.059706744,.0081798127,7.8470268,.04623282,.0058917627,7.6189408,.10114268,.013275163,7.1419048,.35996312,.050401557,7.4163885,.264846,.035710912,7.9352994,.34097782,.042969748
1454,5.1162343,.021663811,.0042343275,5.1698756,.09201435,.017798174,5.3851352,.18802911,.034916323,5.1709943,.18037242,.034881573,5.4857683,.30118066,.054902185,5.4234505,.27199093,.050150901,5.5039706,.3412281,.061996713,5.541676,.049546801,.008940761,5.6429367,.067656726,.011989631,6.1781793,.086777709,.014045838,6.020031,.034226026,.0056853574,5.9173541,.11482096,.019404104,6.1159334,.41271096,.067481272,6.3417253,.45205095,.071282014,6.813765,.52087128,.076443978
1458,5.086935,.2062242,.040539972,5.2219496,.11927409,.022840912,5.1584363,.40965581,.079414725,5.3648777,.31706741,.059100587,5.5335441,.052634414,.0095118815,5.6687903,.093000896,.016405774,6.2180767,.34862357,.056066141,6.0054116,.046628587,.0077644279,5.9811044,.47653913,.079674102,6.3782606,.0953594,.014950691,6.4240656,.098359019,.015311023,6.4606533,.056910813,.0088088326,8.0311804,1.4911475,.18566978,7.2891507,.53095835,.072842278,7.2487526,.68679738,.094746977
1462,5.8383217,.022175843,.0037983248,5.8608198,.0013465481,.00022975422,6.0918503,.077668838,.01274963,6.1576023,.036118988,.005865755,6.1628051,.0047644917,.00077310437,6.3671975,.085934788,.013496486,6.5865364,.041588478,.006314165,6.7049603,.059965339,.0089434292,6.8896904,.026197182,.0038023742,7.1584682,.020101264,.0028080398,7.4355416,.031831145,.0042809453,7.4448519,.011799533,.0015849251,6.7131748,.039613273,.0059008254,6.5785208,.033006057,.0050172461,7.0935984,.015853457,.0022348964
1465,5.893199,.038220394,.0064855088,6.0047708,.14564098,.024254212,6.1691217,.19118518,.030990664,5.9516129,.091268316,.015335056,6.195724,.1133687,.018297894,6.4662542,.040184993,.0062145707,6.4731951,.29149175,.045030583,6.6406698,.044238843,.0066618044,6.9710798,.016702972,.002396038,7.2966108,.2805182,.038445,6.7257147,.59091651,.087859288,6.9322476,.41109788,.059302252,7.6215911,.14215574,.018651715,7.4673977,.088661432,.011873136,7.7816439,.0083082644,.0010676747
1468,7.42384,1.2129645,.16338775,7.6056528,1.3012229,.1710863,7.2909551,.81654352,.11199404,7.2946944,1.0167918,.13938786,7.4259763,.7087062,.095436096,7.6196499,.63152814,.082881518,7.7929258,.86313438,.11075871,7.3236561,.76687998,.10471272,7.4799657,.27211437,.036379091,8.0192604,.5839783,.072821967,9.6269884,1.4735404,.15306349,8.8003817,.77873546,.088488825,8.4314575,.4323974,.051283825,7.6830907,.048964668,.0063730432,8.7690973,.092772447,.010579475
1471,5.8452702,.076059073,.013012071,6.0286288,.15401211,.025546789,5.8916082,.17981857,.030521136,5.8011136,.20920151,.036062304,6.3660841,.45255509,.071088456,6.9164548,.57378066,.08295878,6.9418769,.76591772,.11033294,7.2407789,.59733015,.082495287,7.8077092,.78672367,.10076242,8.2402105,.89881438,.10907663,8.5230703,.69363683,.081383444,8.7802458,.92580849,.1054422,9.8092813,1.0374109,.10575809,9.9444313,1.084873,.10909352,9.4777699,.70884949,.074790746
1474,5.9785905,.01264479,.0021150119,5.9329743,.12584655,.021211376,5.9723582,.064806812,.010851126,6.2850661,.10965078,.017446242,6.3546381,.046019897,.0072419383,6.3876452,.021665938,.0033918505,6.7903681,.17086829,.025163332,6.8081846,.066868857,.009821834,6.7425718,.087857559,.013030274,6.6531224,.001644608,.00024719341,6.7774854,.030310484,.0044722315,7.074254,.02709152,.0038295938,7.4504862,.03854356,.0051732943,8.2649508,.04623013,.0055935155,7.5845461,.036195248,.0047722366
1477,4.5348492,.39213443,.086471327,4.5605707,.18000121,.039469011,4.9314656,.075369477,.015283382,4.6241441,.33640459,.072749592,4.9157872,.10534433,.021429799,4.8236465,.28354204,.058781676,5.1069551,.30044031,.058829635,4.9504442,.19685391,.039764896,5.3415551,.21860008,.040924426,5.3475523,.27861127,.052100711,5.1924281,.49225175,.094801843,5.8270044,.22474951,.038570333,5.8188148,.22662966,.038947735,5.0893788,.65920472,.12952557,6.4319267,.70254225,.10922734
1558,5.0263577,.015258553,.0030357076,4.7748051,.035384435,.0074106553,4.9002872,.024264174,.0049515818,4.8472276,.19167781,.039543804,4.6956687,.13322523,.028371941,4.7632489,.061020069,.012810598,4.7743025,.084017195,.017597795,4.6423192,.10899396,.023478342,4.7668576,.20600283,.043215647,4.868609,.12746632,.02618126,4.7239895,.16172746,.034235355,4.8313546,.07253547,.015013485,5.4136214,.1422682,.026279673,5.4576688,.085239023,.015618211,5.488606,.14496544,.02641207
1561,6.309443,1.3702847,.21717997,6.2092028,1.4036028,.22605202,6.0372658,.93077135,.154171,5.4887896,.60059685,.10942246,5.3882194,.46887162,.087017916,5.216433,.40458879,.077560432,5.1025777,.41126782,.080600008,4.5684271,.18416773,.040313158,4.9874029,.18867511,.03783033,5.116529,.27445838,.053641517,5.0286446,.66030073,.1313079,5.3288841,.63616121,.11937982,5.8911443,.17514935,.029730955,5.7030239,.11571859,.020290742,5.9207978,.38989031,.065850973
1587,5.3494473,.0026477643,.00049496035,5.4116359,.015502322,.0028646276,5.0948563,.029570276,.0058039469,5.0158834,.06044133,.012049987,5.0154171,.093850546,.018712411,5.1261411,.052778054,.010295864,5.2532606,.045946784,.0087463362,5.3152618,.065708995,.012362326,5.5439453,.052596454,.0094871884,5.3560634,.027204901,.0050792717,5.5909638,.023726841,.0042437837,5.5373755,.13604556,.024568599,5.3802228,.086378962,.016054904,5.5077987,.030658396,.0055663609,5.6263328,.096169032,.017092668
1589,5.5499115,.071020186,.012796634,5.2805324,.083848551,.015878806,5.0014749,.25853571,.051691893,5.0598474,.15847345,.031319808,5.0448532,.24262781,.048094127,5.0627589,.23126532,.045679703,5.2322602,.098134056,.018755576,5.3825264,.14853939,.027596593,5.4268298,.025202937,.0046441364,5.4809828,.36959699,.067432612,5.4793649,.035408277,.0064621135,5.5410323,.021240424,.0038332974,5.4226084,.097210929,.017926969,5.4367967,.046815403,.0086108427,5.5554953,.0071366741,.0012846153
1591,5.1293945,.2380033,.04639988,5.4041409,.19658995,.03637765,5.1678548,.092112921,.017824208,4.8894072,.042970203,.0087884283,4.93258,.075422436,.015290666,5.0443401,.12265966,.024316294,5.1013856,.090394184,.017719535,5.0964017,.093425676,.018331693,5.5297298,.11506124,.020807751,5.3519087,.10074057,.018823298,5.7314925,.10586632,.018470986,5.471839,.026509145,.0048446502,5.2891312,.25678632,.048549812,5.4492383,.15426245,.028308993,5.7248187,.029368984,.0051301159
1594,5.9488735,.53455198,.089857683,6.3191776,.61048353,.096608065,5.9552174,.2478404,.041617356,5.3068857,.039339963,.0074130036,5.3988791,.14124049,.026161077,5.2020826,.031349041,.006026248,5.5236468,.06421487,.011625448,5.6491675,.053706769,.0095070237,5.7942891,.20306033,.035044909,6.3585963,.20368116,.032032408,5.724319,.16067621,.028069053,5.8034577,.040312421,.0069462764,5.3727646,.25107831,.046731677,5.5014162,.14427878,.026225753,5.7578907,.0012174109,.00021143348
1609,5.4484763,.12210859,.022411512,4.7298217,.17573017,.037153658,4.6906052,.080043018,.01706454,4.908402,.0090150936,.0018366657,4.7798057,.016064927,.003361,5.1141343,.089639597,.017527815,4.9540997,.057521995,.011610989,4.8962235,.0089670494,.0018314216,5.1358442,.055547614,.010815674,4.7593317,.028771417,.0060452642,4.8486819,.18275444,.037691571,5.0245318,.10099652,.020100683,5.1844654,.085864604,.016561901,5.044085,.051570334,.010223922,5.0367336,.10571506,.020988813
1612,5.3694572,.67477059,.1256683,4.494328,.30731702,.068378858,4.6180201,.11160149,.024166524,5.167707,.0046900217,.00090756343,5.115375,.046829537,.0091546634,5.4225583,.05129309,.009459205,5.3106914,.16567016,.03119559,5.2823505,.22828747,.043217026,5.1501598,.12608227,.024481235,5.0196028,.023780379,.0047375024,6.3078184,.72746933,.1153282,5.5841217,.31667179,.056709327,5.7188702,.023442926,.0040992233,5.4681649,.028616279,.005233251,5.4505944,.27943179,.051266298
1616,4.7707434,.19643733,.041175414,5.0176573,.17942199,.035758119,4.9598737,.044320285,.0089357691,4.8249059,.037186179,.0077071306,4.8129525,.091843531,.019082576,5.0613112,.14439918,.028529994,4.989212,.031457108,.006305025,4.8227582,.13926464,.028876556,5.283165,.13715623,.025960997,5.0726919,.12075128,.02380418,5.5598068,.038233578,.0068767816,5.1695628,.085559733,.016550671,5.2618294,.24570984,.046696655,5.4092298,.16441134,.030394593,5.6952686,.019774593,.0034721091
1619,3.9685459,.10810383,.027240161,3.9399147,1.1390556,.28910667,3.839659,1.2235023,.3186487,4.1686692,.42763686,.10258354,3.7588427,.51159918,.13610551,4.4197369,.43241179,.097836547,4.2435908,.34659702,.08167541,4.0470295,.26303822,.064995378,4.2808719,1.0932542,.2553812,3.4094675,1.0375874,.30432537,4.8250184,.79407847,.16457522,4.5961742,.19255367,.041894335,4.2864256,.24387845,.056895528,4.9062324,.056703314,.011557405,4.9795909,.11118323,.022327783
1623,4.4350886,.24710602,.055716138,4.4431815,.29387912,.066141598,4.2335334,.300578,.070999324,4.3478093,.26768699,.061568245,4.1155634,.29609105,.071944229,4.1179094,.26134232,.063464805,4.2861376,.2436284,.056841012,4.4669318,.11993819,.02685024,4.3828993,.23940779,.054623157,4.5517015,.3329747,.073153898,5.012764,.39559728,.078917995,4.656837,.26122364,.05609465,4.8626785,.25644588,.052737579,4.7813215,.28951108,.060550433,4.7512007,.40102929,.084405884
1640,5.2560267,.054152835,.010302998,5.312448,.0069381008,.0013060082,5.523036,.11406099,.020651864,5.6738219,.0080442932,.0014177909,5.8330579,.032354146,.0055466872,5.9515405,.16514222,.027747812,6.1449423,.25011241,.040702157,6.2363014,.045702629,.0073284828,6.3091593,.045851242,.007267409,6.5209928,.038506303,.0059049758,6.4709506,.16359934,.025282118,6.6410098,.10573191,.01592106,6.690886,.049972229,.0074687013,7.130002,.19941701,.027968718,7.349339,.093474999,.012718831
1662,5.0239735,.042855699,.0085302396,5.0816841,.032826222,.0064597134,5.107513,.0090507455,.0017720455,5.0867038,.011792013,.0023182032,4.9894156,.0018765139,.00037609893,5.0843043,.01765913,.0034732637,5.2990794,.011128373,.0021000579,5.1914592,.025568534,.004925115,5.3928757,.026992915,.0050052917,5.5729008,.028631238,.0051375828,6.2797232,.074163131,.011809937,5.8477707,.063628733,.010880853,6.0399203,.0091833416,.0015204409,6.1837306,.098847248,.015985051,6.2912259,.064313836,.010222783
1665,5.5760827,.2874077,.051542941,5.3014884,.29165387,.055013582,5.5443788,.29468325,.053149913,5.2048812,.15062648,.028939465,4.8127303,.24244644,.050376069,5.0902524,.095735237,.018807562,5.2864833,.037971199,.0071826954,4.7415104,.033183686,.0069985478,5.3399038,.11047214,.020688038,5.4350219,.29928073,.05506523,6.0908108,.31752077,.052131116,5.3468852,.18192331,.034024168,5.7169933,.02060377,.0036039522,6.2007513,.52063727,.08396358,6.4934788,.077401347,.011919858
1683,4.6968994,.17277429,.036784753,4.8566051,.19248194,.039633021,4.8571591,.12943323,.026647929,4.7515936,.25278261,.053199545,4.6314073,.33600715,.072549686,4.6585131,.24530368,.052657075,4.6255922,.25661892,.055478066,4.2667069,.30807817,.072205141,4.9077339,.1297867,.026445342,4.9802332,.32300943,.064858295,5.2592969,.18162051,.034533229,5.2423415,.0045338045,.00086484343,5.1277995,.1778945,.034692172,5.6434627,.11835519,.020972088,5.6009851,.0061616111,.0011000942
1689,5.437788,.018294707,.0033643655,5.4838452,.099293202,.018106492,5.4375987,.071030423,.013062829,5.5312819,.060217191,.010886661,5.6221871,.01352713,.0024060262,5.5834146,.24991018,.044759382,5.7323389,.07331641,.012789965,5.9493423,.006506945,.0010937251,6.1326418,.093764655,.01528944,6.2533946,.040209685,.0064300573,6.6016555,.18800052,.028477784,6.6009469,.03407409,.0051620002,7.0067811,.064782783,.0092457263,6.9772139,.056334354,.008074047,7.0196252,.014451686,.0020587547
1705,5.032393,.24020068,.047730908,4.9097986,.047905728,.0097571677,4.8114023,.04496561,.0093456348,4.9616885,.01732916,.0034925933,4.9468818,.090128779,.018219311,5.1347399,.17989396,.035034679,5.3577085,.031394269,.0058596451,5.5733948,.17613673,.031603131,5.7118754,.18453726,.032307647,5.6953301,.028766278,.0050508534,5.5539021,.15828961,.028500613,5.6290803,.0065043294,.001155487,5.396616,.18408993,.034112103,5.5127349,.22652292,.041090842,5.9552464,.11469513,.019259511
1723,5.5467677,.065765709,.011856582,5.3848314,.14696924,.027293192,5.6015787,.27252015,.048650596,5.1269393,.10524096,.020527054,5.4751415,.25450042,.046482895,5.6033111,.19939314,.035584878,5.4820046,.30265668,.055209126,6.5262685,.17621018,.027000142,6.7200084,.29693446,.044186618,6.375783,.10863528,.017038735,7.3133612,.69740236,.095360033,6.3164091,.27009782,.042761292,6.7873197,.18671355,.027509172,6.8795362,.22272737,.032375347,7.5022564,.066204883,.0088246632
