postcode_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,price_qm2024,price_qm_se2024
1159,5.5946865,.21467811,5.6373544,.22371484,5.7107148,.24787004,5.971889,.17824265,6.1905508,.057853106,6.4943242,.013665803,6.9909844,.031715907,7.3694758,.15644522,7.5586944,.22107249,7.9060397,.31121069,8.2385225,.044070292,8.3224001,.11992905,8.6486549,.19319478,8.8536377,.41107625,8.880867,.23335987,9.4293633,.57392752,10.113035,.43366936,10.301097,.22201496
1169,5.2618041,.2901274,5.2618723,.32845622,5.375134,.40026912,5.5901322,.35827911,5.6802588,.3478004,5.8544827,.3912971,6.3554244,.37793413,6.6889896,.093128435,6.8010836,.059178598,7.0452976,.024834508,7.3025365,.3630645,7.4314356,.029461283,7.6021333,.42353675,7.6775894,.77631199,7.8249893,.59487969,8.4372759,.47100011,9.171629,.26886803,9.463541,.057894241
1187,5.6033645,.24169208,5.6442118,.21345267,5.7761354,.14772926,6.0228672,.10084865,6.2121301,.046143904,6.4783025,.059729632,6.9930167,.25396141,7.373528,.17954229,7.5373802,.070458733,7.7658629,.21144257,8.0310135,.13322164,8.1237507,.091409124,8.4545717,.095934048,8.5899811,.36295554,8.6776724,.28327683,9.0445805,.41290843,10.009671,.54409409,10.11117,.35359791
1189,5.578393,.3519496,5.6247873,.29256204,5.7530107,.16969964,5.9790673,.19555365,6.1214409,.19406332,6.3321557,.085877821,6.8083668,.092869364,7.1482162,.1289383,7.3162198,.11130594,7.5246091,.027963152,7.8173842,.30305248,7.8506851,.36509278,8.1147127,.12891823,8.1857052,.073671266,8.3593941,.21823025,8.5359116,.13934685,9.6923447,.062511273,9.7193823,.15400057
1217,5.8360577,.013279159,5.9446979,.016836666,6.1587105,.089903422,6.3502159,.14994891,6.6393547,.013266562,6.8642745,.066494882,7.4661078,.11724253,7.6142578,.30497351,7.8030601,.24655262,7.9357328,.038905218,8.6662636,.11212979,8.5029964,.031357843,8.8658772,.20987628,8.8272848,.27209643,8.984375,.3793821,9.0334692,.079869218,10.288862,.18899599,10.273096,.38328651
1219,5.816937,.051324371,5.919405,.055702865,6.1202865,.20845559,6.2893896,.25166157,6.6206307,.23075412,6.8555088,.24647157,7.3834114,.16092034,7.4499121,.027388988,7.5740685,.22852896,7.6505466,.03207681,8.6154938,.03095087,8.3094931,.10851586,8.6032047,.25923446,8.6157284,.40101653,8.7306156,.092552833,8.9261999,.11332506,9.8390245,.057475507,10.040596,.20037851
1237,5.6825762,.27960843,5.774446,.24867857,5.8476419,.26755512,6.0467491,.18664721,6.3133712,.18466359,6.5833759,.11664908,6.9383631,.050633304,6.9563532,.032790892,7.0296226,.016141426,7.1326895,.042813957,7.9515905,.32416946,7.7206893,.05064708,7.8214469,.39569107,7.8322778,.56383026,8.0202379,.2314871,8.3479099,.019851184,8.9181643,.0070952112,9.3386183,.20679192
1239,5.16008,.14543512,5.276598,.25800583,5.4071889,.18730395,5.5739455,.18294953,5.7536464,.17187962,5.9449944,.10084815,6.2754502,.074111953,6.2538104,.021667168,6.3358946,.15485403,6.5336189,.095335394,7.1171145,.34431961,6.9489217,.11262149,7.1431017,.12128512,7.0476513,.43628067,7.3012943,.048838444,7.2345505,.20878531,7.962369,.20528072,8.180769,.042854767
1257,5.3785024,.091962263,5.4364767,.0038487867,5.6252103,.10504778,5.7025957,.061332472,5.8919687,.10979984,6.045073,.21199325,6.2973542,.26772672,6.2479992,.044628128,6.4095812,.015087648,6.3905592,.10957737,7.1778288,.15722708,6.7563019,.16326159,6.6638412,.062846333,6.55126,.019916311,6.8359456,.27477354,7.0815086,.39806923,7.8020439,.23766445,8.3823442,.22601843
1259,5.6705785,.0088331094,5.6059513,.14268532,5.7142167,.20503703,5.7747722,.17131491,5.8364339,.21205877,5.9885206,.1878119,6.2708144,.13392393,6.2749081,.18826626,6.5782251,.094420232,6.6763721,.054930627,7.2853274,.01711137,6.876554,.004942161,6.5066133,.19016545,6.6141415,.32584217,6.8671021,.0066339835,7.4553685,.10705417,7.9718628,.11345477,8.6877985,.2013295
1277,6.1132832,.19268042,6.2396092,.13639796,6.3306122,.11035685,6.4820147,.045660574,6.8619947,.032690044,7.1483612,.062757619,7.5561671,.10285623,7.6037564,.10479905,7.7366366,.021533523,7.8262081,.082379572,8.6569633,.18628101,8.5249767,.21350244,8.7995806,.18429027,8.9550047,.28732878,8.9658184,.13457996,9.3132477,.26062077,9.8098679,.034726314,10.270709,.15347694
1279,5.9924445,.065928794,6.1229281,.154414,6.2401433,.11499761,6.3663297,.15992431,6.6260543,.20375589,6.8251481,.16904673,7.176291,.080640808,7.1173244,.1113015,7.1898608,.043588884,7.1101189,.034340944,7.9933372,.10437786,7.6590686,.075140066,7.5704551,.11956824,7.6811905,.21911557,7.7915726,.21375994,8.3837729,.21858646,8.9349203,.30260646,9.6077557,.32614875
1307,6.0882754,.33597708,6.2704034,.34438461,6.3250303,.19740652,6.5091114,.15216175,6.9998627,.34769234,7.3976107,.32561868,7.8161774,.096280016,8.0526505,.044887241,8.175168,.15492639,8.3486795,.27921423,9.1576948,.40916762,9.1559763,.34335822,9.7274456,.15396628,9.8790855,.29732236,9.969697,.35526979,10.625716,.66862148,10.771291,.59842765,11.080225,.25976855
1309,6.1255078,.37726453,6.26231,.29380384,6.3471856,.26763335,6.5208559,.18129289,6.9524183,.10600089,7.3053288,.13291375,7.699265,.12345972,7.8504395,.10474194,8.0104971,.050113779,8.1396561,.0067164348,8.8530693,.31714454,8.8517189,.33987501,9.369051,.26701695,9.5756502,.44002208,9.5839252,.19990626,9.9635248,.61850739,10.270965,.21250504,10.716069,.039606445
1324,6.7227349,.14183758,6.9161439,.22430678,6.8741307,.15430236,7.0297351,.086507641,7.3316078,.27600834,7.5433288,.33248255,7.8787575,.27142459,7.6183667,.16320288,7.7755375,.034026626,7.6951785,.16485655,8.2169361,.077598602,8.2752762,.080132991,8.5089607,.19507615,8.752326,.57123876,8.6923676,.29712287,9.2203064,.48803189,9.5881958,.017990772,10.343064,.25701436
1326,5.8353834,.33358812,5.7872076,.090962157,5.7099323,.1071231,5.7070017,.15766327,5.7038822,.20023808,5.7418528,.23596253,6.1733251,.16649768,6.394444,.2393517,6.5774589,.16645403,6.6769342,.07941889,7.3553104,.2611962,6.9997649,.28299373,6.771318,.12041064,7.1728311,.076581672,6.8732157,.30805808,7.8224783,.39025319,8.1976442,.25301802,9.22332,.088047996
1445,6.3469934,.20099288,6.2997108,.076471224,6.4194794,.11685819,6.4835691,.10194103,6.6204815,.10732156,6.8743763,.13424727,7.0310822,.077971593,7.1719069,.10677148,7.2234573,.0094419476,7.2491393,.044964321,7.7658906,.038423695,7.5041313,.11950932,6.9664965,.44863963,7.3796792,.24510714,7.91925,.41831711,8.7741175,.082183927,8.8851185,.03999918,9.6758718,.20504883
1454,5.1261449,.014468238,5.1671638,.085976377,5.3711424,.17647415,5.0919299,.25474787,5.4933214,.31126595,5.4110017,.23828308,5.4651194,.330571,5.5272937,.0004116717,5.6421785,.078830905,6.1106553,.13651675,6.0150833,.038810439,5.9324136,.08835917,6.1276922,.42489904,6.3265314,.46778312,6.920197,.44294068,6.9222841,.39051056,7.8083072,.15023082,7.9331861,.051286738
1458,4.9100914,.062633522,5.0392413,.0095263207,4.9989696,.036293544,5.2194381,.057683297,5.3943639,.17384619,5.569685,.02187233,6.0549421,.049424026,5.8658099,.19513339,5.8437848,.57146472,6.1644063,.059204534,6.2821746,.26712805,6.1864324,.25138384,7.2254591,.25716034,7.1894135,.41579145,7.023304,.31529564,7.4067016,.46145412,7.2751489,.023469517,8.264389,.11201842
1462,5.8919454,.02742948,5.9117851,.003621931,6.1529841,.068857901,6.2124038,.046262532,6.2228251,.0038740134,6.4061165,.099288598,6.6223488,.036652446,6.6498728,.051337846,6.9216576,.014888131,7.1948209,.029201077,7.5008039,.035781726,7.4670553,.011841843,6.7713342,.036971614,6.6824255,.03705249,6.9729948,.027435923,7.4730835,.048987288,8.8403711,.0075690416,9.4447794,.0069446024
1465,5.9326162,.05568178,6.045785,.18514302,6.2270408,.21288152,5.9486947,.095330834,6.2294812,.1362537,6.5192022,.021659791,6.498507,.22967978,6.6959896,.065752767,7.0508981,.032067325,7.3018031,.26118165,6.7978711,.54310751,7.0656242,.33764997,7.6948352,.070172228,7.478435,.030185245,7.8398981,.068037212,7.7384658,.30215448,8.5060759,.18262984,9.0377035,.1989971
1468,6.6006236,.41455746,6.8296595,.4642204,6.483417,.12236521,6.4536967,.32396188,6.5605545,.028423719,6.7295141,.08971379,6.9003258,.11771371,6.7899675,.0069418666,6.8355765,.44519114,7.2628589,.10423169,8.4696808,.76531386,8.0739336,.19003206,7.6050849,.34069246,7.0526681,.54047483,8.0555058,.60714114,9.9812765,.6567685,8.8831701,.54434788,9.0188656,.95552522
1471,4.928195,.028167035,5.1083789,.016058546,4.9803448,.027676281,4.9297228,.029991725,5.4589415,.0042973813,5.9356847,.0095226029,5.9109101,.0067680669,6.2497702,.023277577,6.7944603,.023592129,7.3818288,.077279612,7.3516026,.061007943,7.7458181,.056056872,8.889884,.10344341,9.0042229,.088317037,8.6358509,.081337616,9.5671988,.091577552,8.8186789,.0024390265,9.1013937,.15894596
1474,6.0503831,.013562817,6.0077953,.11607185,6.0466828,.085032254,6.3581996,.11205786,6.4196234,.044106737,6.4383764,.030295935,6.8493123,.17688778,6.8522253,.040676218,6.8636088,.085187726,6.7963972,.0044749244,6.9363222,.022320088,7.2207131,.023403395,7.5691547,.030218519,8.6677361,.043032199,7.6991172,.022303952,8.6365662,.11421511,9.0174341,.21500061,9.3569689,.08393544
1477,4.5986333,.19880076,4.607131,.036628406,5.0080295,.32272226,4.6062031,.22384329,4.967639,.3471078,4.9296021,.059728544,5.1974607,.093565308,5.1535506,.080131643,5.3576031,.13499433,5.3613477,.15245819,5.1825309,.41432685,5.88872,.1716816,6.048728,.17903784,4.7991204,.82686949,6.5594378,.5131759,7.3261771,.03242496,6.5793591,.55887496,6.7212529,.20833588
1558,5.0997896,.03164177,4.8261456,.074672207,4.9363527,.069267675,4.8669834,.24616332,4.7273097,.10968915,4.8060646,.0045008478,4.8205147,.034549065,4.6675262,.14286147,4.7878284,.18579909,4.8851004,.11375224,4.7366276,.1961749,4.8451815,.03980013,5.4324679,.12151768,5.3744121,.1130553,5.5249925,.10626724,5.5041995,.52561975,5.8895683,.38230318,5.9634628,.075366497
1561,5.7688646,.17763346,5.670918,.3917245,5.4728189,.26968637,5.103323,.28406247,4.9242468,.12603901,4.8156047,.095606267,4.6846418,.12374503,4.2821183,.24201539,4.5120273,.37304905,4.7221756,.25993887,4.7511511,.46983778,4.9751921,.16102888,5.3583713,.16496535,5.1655068,.25511435,5.5752602,.077732056,6.1491604,.035470583,6.2407684,.246053,6.4702058,.43073344
1587,5.4063773,.053817011,5.4408302,.050116085,5.1155906,.065500796,5.0366116,.014196571,5.022048,.12885933,5.1486659,.083273396,5.2783279,.083472788,5.3310399,.02971301,5.5349035,.022415349,5.2852464,.0025735374,5.55866,.033665814,5.515202,.10921694,5.3470049,.080412686,5.436955,.067263052,5.5379992,.10022627,5.7943091,.12969309,6.1059632,.1628287,6.2414141,.24091248
1589,5.61409,.1023468,5.317606,.092613429,5.0380006,.26748273,5.1038623,.17665534,5.0828686,.24719486,5.1137557,.23367478,5.2701364,.11074414,5.423233,.13881177,5.4724078,.032105926,5.4399538,.35823897,5.5057344,.038033705,5.5514035,.013500556,5.4570537,.088454992,5.4144464,.014800587,5.5432768,.019949004,5.7541623,.059232652,5.8198047,.033187333,6.0306973,.037416924
1591,5.1789055,.26820153,5.4463835,.20351197,5.1925836,.093780927,4.9066224,.029260844,4.9537158,.071379304,5.0723457,.13181616,5.1275945,.084657975,5.1041131,.083156802,5.5028749,.14827065,5.2648849,.072385006,5.7007284,.066529244,5.4445295,.033280827,5.22614,.18732782,5.357935,.11602513,5.5725045,.0064957174,5.7145758,.10626312,6.3832283,.21362364,6.3089666,.11568196
1594,5.9064116,.62060755,6.2752128,.73501867,5.9230628,.35146114,5.289628,.12115272,5.3976903,.055823166,5.1630254,.047839329,5.4755683,.13335977,5.5726881,.012496938,5.7779479,.30480477,6.1971607,.31093553,5.6316705,.2107818,5.7397118,.037861709,5.3058496,.20212452,5.3321786,.082115635,5.5383992,.054119308,5.6333203,.11079881,5.8753657,.21713524,6.2506647,.18310872
1609,5.4084105,.24199547,4.7040811,.30997407,4.6592178,.32648557,4.866437,.038902905,4.7520976,.25132495,5.0997047,.12141302,4.9556131,.098425224,4.9004869,.068430357,5.1196752,.15266354,4.6810393,.17467311,4.7876301,.037786905,4.9653325,.0036216839,5.1491251,.068049267,5.0123372,.12313353,5.0119705,.20219108,5.4211698,.13574001,5.5558085,.079781286,5.340045,.071955517
1612,5.4148602,.7895847,4.5041184,.32840949,4.5939269,.06615714,5.1939673,.067440361,5.2062998,.032804105,5.4969354,.099438056,5.3614764,.17724937,5.3328309,.21766889,5.1628299,.060494822,5.0229244,.02751895,6.3642449,.82424778,5.631752,.41658005,5.7540565,.031707808,5.5086203,.023375474,5.5542755,.20648211,5.7834191,.38914701,5.4651489,.34621051,6.0892482,.0062722201
1616,4.7812171,.064955994,5.0369201,.046254322,4.9602456,.080545366,4.799087,.21166413,4.8206882,.18055405,5.0662832,.32745731,4.9827137,.02704175,4.8054743,.002620386,5.2118673,.10838268,4.97965,.030148776,5.521728,.3002843,5.1450024,.23788965,5.1623659,.025085213,5.2923222,.0024282474,5.4867296,.028836204,5.5215659,.19724871,6.1553302,.24321118,6.153666,.087772124
1619,3.9711008,.14037229,3.9513273,1.1458783,3.881598,1.27211,4.1851144,.44308561,3.7482736,.52290332,4.4318299,.44741979,4.2508764,.36389998,4.0586147,.27595925,4.2615175,1.0954806,3.3454614,1.0071015,4.9250374,.81931853,4.6138186,.26872662,4.2276688,.23807427,4.9043202,.082860626,4.934721,.093073428,4.4118013,.24417703,5.0806503,.2396863,5.6738853,.16532855
1623,4.5114522,.081396073,4.5259275,.00064434402,4.3124304,.0038325845,4.4095621,.032526698,4.1356959,.018068956,4.1855502,.015872264,4.3773713,.043536749,4.5435719,.084240474,4.4198785,.048891127,4.5832624,.044051096,5.0858064,.039112885,4.7303753,.010687204,4.9018798,.064526416,4.8747191,.0022723938,4.8594966,.099018387,5.4757547,.011065187,5.5820556,.02571171,5.9151688,.030314382
1640,5.2849126,.027194342,5.3316641,.039514173,5.5449948,.14724921,5.7090635,.039778322,5.8773103,.016146179,5.9845638,.19546589,6.1553898,.28533584,6.2456985,.0830511,6.3446007,.086107582,6.5787859,.079853162,6.5221443,.17117716,6.693799,.12369598,6.7673898,.011578443,7.1406374,.23201214,7.4223218,.16363357,6.8995819,.64631915,7.716836,.33880833,7.9655957,.31226817
1662,5.0199938,.02493264,5.0750704,.017926406,5.0877562,.011795583,5.0685401,.0011237487,4.9788585,.010672859,5.0774584,.027204897,5.2953496,.00029859686,5.1933894,.014678653,5.4044333,.012648678,5.5779099,.051282886,6.3163123,.1026495,5.8784928,.043969616,6.0536871,.023701342,6.2113194,.062626958,6.3477974,.051412929,6.8214564,.0038731976,6.9605765,.0074698357,7.407464,.12180484
1665,5.5964379,.36054516,5.3205471,.38325498,5.4398971,.39186066,5.2042961,.2047514,4.7663755,.16238195,5.0478811,.16233413,5.3513064,.04617453,4.9069195,.013369508,5.368011,.079020537,5.4078269,.43427172,6.2215576,.38622439,5.4771185,.076301351,5.7910848,.069405831,6.424324,.51496845,6.7914181,.2297422,7.2641921,1.1174055,7.9361238,.068376914,8.4898787,.74713898
1683,5.1637692,.069384634,5.3043747,.065958597,5.3243866,.062647045,5.1739149,.049411401,5.037394,.034273323,5.1010075,.03150174,5.0631013,.019682519,4.6926289,.10180423,5.4090104,.039544091,5.4886217,.067680344,5.7392292,.050472576,5.7885084,.077647142,5.6124053,.013046756,6.2227044,.19441956,6.1522274,.1767965,5.8500323,.16343479,6.0389113,.28380215,6.0523133,.11516933
1689,5.4309149,.036625769,5.4645066,.11116278,5.4229465,.080295928,5.5012622,.080912717,5.6027255,.011546493,5.5694017,.24800865,5.7297506,.053181302,5.9244046,.0076208347,6.1227665,.072892688,6.228673,.046738576,6.6876554,.25211453,6.5963326,.041254085,7.0861197,.085741967,6.9920835,.028295903,7.069777,.0079815676,7.1591258,.10647705,7.6141996,.13421623,7.7362823,.13525327
1705,5.0764246,.27923408,4.9340229,.077233672,4.8348308,.076521546,4.9709897,.021924017,4.9396482,.067113787,5.1222839,.14353788,5.3629947,.067287683,5.6086378,.21933842,5.6722355,.15251213,5.6848798,.041464526,5.5975366,.19084404,5.6136198,.0066847587,5.3749976,.19111219,5.4364805,.27297232,5.8787751,.18584317,6.2461457,.27341217,6.4472103,.14479803,7.2726178,.19188771
1723,5.4384613,.089506224,5.360024,.042250909,5.5244727,.13407089,5.1009622,.2316795,5.3772397,.1076322,5.5845947,.13718584,5.5033112,.19254932,6.5278854,.0069786338,6.7648969,.12137333,6.6190581,.0096688811,7.392601,.54818124,6.4828529,.15311731,6.8718734,.019456711,7.1278129,.072836891,8.1400318,.3036359,7.8964691,.31111515,7.7104125,.40168118,8.0348921,.60072577
1728,5.5761685,.0017371227,5.6192317,.016026532,5.9153085,.066376343,6.1212049,.1431296,6.1551461,.063891076,6.1315646,.0036437754,6.7206831,.15378475,6.9690824,.07584478,7.2030764,.14367329,7.215889,.088034458,7.5040398,.12766445,7.2065673,.0079994621,7.3652539,.019576617,7.3125334,.0044194697,7.737144,.034557302,7.8456063,.034382802,8.8250132,.93530452,8.3983822,.178077
1731,5.254674,.19269748,5.624846,.33962235,5.851017,.25487113,5.7974401,.02506871,5.8331861,.59401083,5.4636073,.42224956,4.994679,.46288705,5.5179124,.40121868,5.9898391,.6727885,6.2788863,.22448248,7.2926564,.86378056,7.0861964,.28948322,6.141212,.090860128,5.6662159,.3764486,6.8041162,.52930957,7.0747199,.94780648,8.613349,.40726683,6.8462276,.49483404
1734,5.0582013,.064597875,5.0212598,.028424071,4.8213496,.067400083,4.9422064,.22631676,4.9293752,.062661581,5.2651792,.1353409,4.7677131,.025597814,4.873785,.1593117,5.2329092,.025413515,5.1071048,.3157402,4.6669359,.35157025,4.6205573,.47021779,5.5040765,.37365913,6.6577673,.70788836,6.6108208,.4898043,6.8156924,.22791618,7.5772734,.36127836,7.5248218,.37631679
1737,5.08637,.25295761,5.2252665,.12266926,5.3102622,.23376796,4.9683437,.10789524,5.4521327,.35173807,5.6361666,.16749606,4.4256105,.3254641,5.3013277,.34980246,5.9008965,.30012637,4.6861253,.030067973,5.2956963,.07519123,6.026855,.073224157,7.5161681,.3461585,6.3153172,.32289937,7.4241095,.23791255,7.1184812,.5327245,6.5206933,.91794395,8.025672,.32871941
1738,4.710495,.037795909,4.6793995,.019969251,4.8201056,.044562355,5.056222,.083852455,4.8529139,.056872047,4.9019608,.030723894,5.1177812,.061370224,5.3836141,.049461938,5.66924,.070114292,5.3842044,.25199032,5.2262707,.12788987,5.3942246,.025690252,5.440711,.23383573,5.3806682,.019179823,5.7710066,.0214076,5.8689466,.013707093,6.4167943,.029992698,6.7835965,.049905509
1744,4.8286567,.002184561,4.7674851,.031249302,5.0122185,.0031714845,5.148376,.030132569,5.0380263,.010245665,4.9718895,.040666848,5.4210835,.018825406,5.7180996,.064672358,5.3689046,.013058076,5.381875,.0059252125,5.7297621,.0066540861,5.7684803,.0052232491,5.5897932,.0046621677,5.6034913,.074335098,5.945087,.079260916,6.166522,.015982483,7.5745945,.063064724,7.5352812,.024354551
1762,4.2813749,.048361506,4.5498919,.023558345,4.4212508,.056648046,4.5869088,.065531343,4.4652429,.10089768,4.5391626,.50097191,4.3676205,.034375262,4.2389483,.3568778,4.3902879,.10734206,4.0097179,.22834232,4.0923004,.32255062,4.0476799,.36264786,4.7631598,.17671235,4.6905837,.14746363,4.425981,.14844595,5.4484997,.35861209,5.7026973,.20523687,5.5793881,.28581676
1768,5.6697559,.29827771,5.4366078,.27605754,5.7326508,.22352394,5.5887895,.27532792,5.3906298,.19084169,5.0897794,.18153995,5.426703,.25872812,5.3938656,.19970287,5.4209418,.16366605,5.3715606,.10124233,5.3281713,.074517012,5.2445941,.045660879,5.0882597,.1029051,4.9973936,.21368074,5.2335849,.051804345,5.3043075,.28103006,6.351717,.033325948,6.8906226,.18894942
1773,4.7032323,.25537723,4.6751261,.0017349669,4.8680878,.22310409,4.9247456,.078437135,4.9620934,.21525571,4.54704,.67120743,4.909739,.0012216477,4.644865,.015454661,4.6230192,.086145036,4.5416455,.261015,4.9292202,.056282975,4.9548249,.44772401,4.9603224,.079478092,5.3467221,.056853466,5.4079132,.10549504,5.7189469,.18853617,5.6283965,.92060548,5.6085558,.62620926
1774,4.6213422,.0094745643,4.6053472,.05055869,4.7675357,.018098358,4.9756417,.1060649,4.7093887,.020032002,4.7099986,.031652492,4.9129252,.037363417,5.0952201,.049640469,5.1965294,.10240016,5.1168246,.23313975,5.0079908,.12836938,5.1953692,.097122818,5.1133575,.26826349,5.027976,.094846189,5.4031467,.022776948,5.5102081,.1238054,6.1267262,.066168875,6.2845211,.0020525656
1776,4.7498064,.36605838,4.8146048,.015857773,4.9621654,.20544061,4.9229784,.015319353,4.9512143,.25152317,4.6024265,.72112483,4.9778185,.13957767,4.5604529,.075268209,4.6185184,.16107138,4.477529,.26548746,4.7463355,.15981975,4.8492627,.16786297,4.9671521,.13415034,5.2516279,.052851819,5.0904288,.017780494,5.4668412,.065602534,6.3632464,.22266892,5.8515821,.0084105683
1778,4.9152775,.34820306,4.7211504,.019266702,4.8335342,.089560747,5.08389,.17155603,5.1250224,.12206675,4.7747235,.64183003,4.9311008,.094311282,5.0856581,.35878626,4.6166883,.073641896,4.6681108,.23394759,4.9557924,.11030236,5.4780273,.010852293,5.1399145,.27899808,5.6453376,.0078793047,6.1468143,.51665419,5.930562,.32154441,6.8209715,.20029929,7.015079,.29608998
1796,4.916923,.0045663747,5.0080938,.00917379,4.8337374,.093613125,4.8541479,.12010085,4.9849429,.13092284,5.1992416,.19822302,5.7240162,.11192769,5.8605418,.052734308,5.7041135,.050110806,6.1356406,.23887175,6.4498596,.2814953,6.4138532,.15445046,6.2721672,.059880018,6.3883462,.1176229,6.6594229,.35985595,7.0572557,.19803578,7.0120926,.044609714,7.8754516,.34524855
1809,5.2410779,.060658708,4.9928293,.041377019,4.9752188,.050778061,4.7826786,.045420095,4.9177566,.010181999,4.8929434,.097201593,5.1064672,.040273335,5.7241931,.072435021,6.0829153,.054768652,6.1895938,.048375249,5.9870558,.046751145,5.9750719,.019350201,5.6027365,.02049672,6.3836846,.0018005888,6.009891,.049708985,6.5895462,.15853561,5.527607,.17361806,6.9797134,.028299451
