postcode_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023
1187,1510.1628,1.2985336,1506.7843,115.71244,1371.5699,31.849363,1496.0248,17.842987,1637.1532,153.71732,2002.6604,138.96547,2189.9614,92.687065,2389.5547,8.0476732,2318.7507,9.2573042,2146.5759,91.423721,2275.9077,51.257339,2520.4775,28.462982,2868.5007,55.969048,3210.0127,47.489464,3959.7183,139.56123,4125.2534,265.02194,3495.5356,221.68118
1189,1400.5433,8.0859604,1452.4462,50.589378,1333.6908,89.441513,1436.3086,15.928104,1543.2622,7.0491457,1919.7639,162.65462,2064.7056,147.32671,2316.2415,204.31953,2228.4109,31.285414,2055.3491,8.6297913,2181.062,95.510887,2329.7476,84.459389,2751.1086,496.34344,2945.7595,298.14154,3848.7168,264.57983,3940.7041,141.61719,3205.1541,31.166578
1217,1521.2633,100.48445,1560.8004,74.797607,1506.4257,2.802639,1699.3325,41.909161,1833.743,137.14818,2284.2051,184.80009,2565.0469,101.29962,2927.5476,87.73278,2610.2043,69.950035,2323.1509,33.863358,2414.0376,43.473213,2824.2937,2.9131904,3118.1331,162.71645,3221.4146,466.27377,4151.7241,111.37413,3896.5515,152.39006,3438.2815,31.881439
1219,1541.3484,31.473045,1538.8984,34.142933,1505.2733,53.981346,1737.3979,98.67218,1901.6592,67.54348,2187.6475,226.66116,2592.0232,166.08757,2856.5627,252.26833,2632.5352,48.65876,2408.8428,60.292492,2467.3572,44.869564,2769.9539,144.33499,3085.4556,111.17386,3196.4705,423.60156,3933.2881,117.36717,3768.5706,316.14862,3500.4546,103.51596
1237,1522.1696,106.24804,1501.0922,61.463215,1593.7891,50.84005,1759.1731,224.90692,1858.8688,53.914921,2048.6274,15.610199,2355.5608,127.383,2582.6833,278.76715,2534.1201,165.62248,2443.6035,10.451948,2497.9629,19.357361,2496.1294,62.371147,2794.9563,92.805313,3016.842,92.313011,3560.3372,216.01955,3649.1086,207.52631,3369.458,39.210186
1239,1424.0522,23.926924,1467.7915,176.07248,1496.9602,39.639568,1642.9153,49.869968,1689.3444,20.109537,1914.3254,14.694395,2040.5076,90.443321,2322.1765,194.12038,2266.2708,122.9491,2297.5991,82.004333,2258.6682,14.094003,2389.3279,78.489319,2404.7456,34.960102,2781.6638,111.24053,3322.8164,32.848297,3526.3818,219.02277,3244.395,233.48431
1257,1430.056,2.8133068,1431.9667,103.44056,1531.283,83.20639,1627.8076,106.42938,1677.9836,82.11306,1814.5596,111.5487,1879.9911,32.868172,2150.2507,72.787331,2194.4136,135.76952,2251.4832,113.68042,2280.1868,93.96357,2278.176,35.86348,2252.7686,22.197189,2661.9988,35.412098,3163.3069,467.72784,3276.9214,309.87161,3114.4172,323.17429
1259,1454.8491,33.100597,1382.4104,62.948544,1444.9398,69.948471,1541.1398,82.15036,1576.5129,53.130817,1707.1417,54.985355,1848.8862,3.3654778,1921.7281,114.19277,2006.5739,231.47714,2253.0469,.095285252,2222.9194,76.65435,2283.293,121.81036,2285.356,123.68031,2706.9133,104.32949,3361.0422,190.25616,3360.991,167.88795,3158.7578,46.349171
1277,1746.9926,222.02954,1722.0908,96.839485,1808.1639,136.92633,1952.5834,122.29446,2173.4097,10.738579,2326.2087,58.387791,2658.9912,319.69571,2972.3438,9.2455378,2833.0039,121.79137,2769.2412,23.520882,2821.5996,11.110561,2792.5408,188.11569,3371.4231,128.76295,3688.1372,126.2405,4174.2041,57.167912,4141.8901,7.631887,3877.1108,49.692245
1279,1700.8918,95.939835,1640.204,62.440582,1754.5367,22.729984,1764.7465,69.457893,1923.3418,134.95198,2036.0903,36.987087,2281.208,11.94582,2524.3726,193.25795,2593.9326,113.81668,2640.7632,96.965103,2665.5479,131.4864,2573.3574,210.07178,2839.1406,39.004421,3308.1157,39.265141,3575.6094,97.152084,3666.9888,166.84291,3477.0208,22.998634
1307,1854.4601,48.679871,1780.5897,102.73337,1780.493,137.43388,1947.7697,13.359039,2351.5488,4.3960767,2478.8323,2.3073893,2971.021,222.11713,3245.7595,24.810015,3027.7834,49.129372,2946.6243,17.110634,3126.7568,116.09892,3164.1182,144.20392,3860.689,169.17029,4149.5688,338.76044,4763.8647,343.10217,4557.2622,239.31422,4276.1001,28.035835
1309,1868.3452,174.13359,1804.6007,62.305344,1849.6423,139.48946,1994.489,2.6869397,2282.3313,12.71914,2383.5945,76.402153,2805.9436,241.9472,3106.886,101.733,2975.0835,12.088843,2898.0967,100.71433,2988.1978,87.151047,2984.3801,139.69153,3632.7644,167.79861,3901.7163,60.31728,4421.4302,366.07889,4241.3198,155.90587,4046.4009,71.403145
1324,1839.0537,55.208282,1754.8691,115.31321,1823.5166,6.8909183,1767.3243,87.177979,1901.7522,89.15834,2036.3575,77.466179,2274.8342,15.505576,2638.1279,235.81639,2794.7178,134.73886,2794.0234,212.69858,2577.3279,161.02182,2270.5654,266.41605,2998.4946,271.88266,3033.0095,100.93756,3596.1831,700.67297,3602.3137,278.1572,3313.3066,481.6178
1326,1639.939,.47786614,1571.8698,63.290249,1729.4905,92.275017,1623.734,11.101079,1699.9198,230.892,1936.6548,16.424818,1957.457,48.077026,1964.7941,87.837143,2242.9282,171.06493,2554.4824,205.50169,2518.6194,9.7406788,2679.3132,2.2724304,2596.4199,165.13409,3187.8848,404.07031,3820.7913,251.07632,3994.1128,266.87946,3635.7622,39.222446
1445,1760.5643,136.15276,1646.6497,1.1202461,1725.9119,31.07526,1672.4873,187.67833,1678.0504,205.05734,2017.6011,111.49811,1956.2377,380.78223,2104.4336,229.8485,2290.8499,99.846626,2640.8491,231.42151,2865.2507,129.83002,2787.8818,50.616226,3138.2056,112.97432,3160.7639,546.38049,3472.5774,199.28528,4488.0757,321.51154,4211.9448,442.17374
1454,1197.2371,52.310673,1210.0859,9.4528894,1217.9471,65.809479,1210.1552,25.526928,1305.5493,121.65632,1442.9617,47.780891,1335.7852,6.621304,1255.8757,92.309776,1728.0566,186.14043,1716.5304,23.538469,2126.2261,101.09566,1789.9506,11.088917,2139.8125,252.36899,1639.0592,333.26834,2434.978,74.919289,2451.1018,649.88843,2083.0471,237.49925
1458,1066.8154,12.132803,1160.7997,85.802353,1091.3323,21.519562,1168.8868,25.239502,1284.4409,22.054485,1402.7057,8.8369703,1566.806,120.07618,1374.9138,42.906757,1362.993,118.6869,1189.8541,122.02174,1670.2296,344.9548,1579.3876,49.426968,1461.1343,56.614922,1672.2761,76.22879,2418.658,411.2244,3381.5588,96.488922,2855.8691,329.07141
1462,1622.8661,43.684578,1451.4186,46.398373,1365.1853,69.694046,1394.3507,17.700911,1271.3464,66.209358,1472.115,21.667761,1448.5975,7.2615223,1421.6458,38.995209,1821.5374,64.235504,2023.2356,4.3586698,2019.4852,37.226425,2023.4565,93.957863,2407.2617,180.481,2224.6563,17.842978,2991.4504,18.064495,3497.3999,118.35281,3046.4353,82.448509
1465,1531.0883,179.50227,1519.6514,91.182014,1603.6328,10.777452,1624.9934,50.398144,1616.5332,114.82182,1930.1388,25.318899,1684.0358,74.622368,1630.8557,49.765976,1726.3208,17.278109,1809.6639,29.932438,2507.0891,36.046658,1969.764,109.19797,2137.3972,382.39661,1765.5226,77.992104,2867.7109,147.01706,3797.6687,298.36853,3016.2534,330.49963
1468,1415.8058,83.979172,1753.8778,1.3508394,1694.9777,55.138336,1483.2637,20.516895,1505.2357,2.1291702,2135.8425,255.64862,2447.7632,70.048058,2566.4036,171.23122,2537.0217,109.4901,2385.7959,292.41354,3020.2214,205.59152,2964.7102,381.78189,3136.6646,275.4343,2925.2854,59.095203,3074.282,652.19647,3186.2847,354.26703,3431.3433,58.384155
1471,1191.8129,8.5890694,1174.5289,27.159433,1356.6105,5.7472324,1468.3909,13.727222,1262.9802,95.353386,1283.0179,88.909958,1051.0837,152.56218,1224.2601,217.84036,1339.6091,26.201998,1558.8846,147.67908,1269.2838,116.87135,1484.1173,82.879723,1241.9626,126.45976,1711.3906,110.64797,1862.3676,218.98566,2087.9238,58.623001,2260.5647,215.01497
1474,1433.8557,11.159507,1388.7365,13.521343,1401.2919,2.1387508,1360.6399,10.004387,1364.1278,44.428364,1476.2347,83.080666,1792.1984,15.623528,1667.8129,37.562737,1943.8774,58.894489,2123.0681,29.682993,1911.2899,50.955376,1935.6989,51.23344,2140.3962,23.17819,2133.0879,34.186867,2832.7546,22.002775,2564.3977,65.789833,2606.0969,60.556881
1477,1220.6167,273.44519,1133.5042,168.07759,1008.6783,57.170559,957.52307,35.451565,832.0307,12.116596,1193.9796,65.404869,1240.8032,335.4364,1128.8794,153.60263,1511.1284,57.283245,1504.8165,127.5565,1805.2865,102.87981,1672.2623,52.880093,2163.7134,45.762001,1713.2949,319.09399,2503.2952,34.473648,2239.7017,15.318485,2418.6587,423.26028
1558,965.22229,46.614059,957.46698,80.229935,862.22626,52.728355,780.39423,48.833328,844.57336,.4266789,1148.0667,20.394623,932.18402,57.821789,838.84839,44.408131,1049.0286,55.135712,1223.0148,34.279522,1300.151,1.0010494,1343.0472,49.387314,1567.6669,101.46149,1492.9467,15.687551,1633.7777,51.593327,2594.9573,49.188057,2770.7656,111.06857
1561,882.37006,2.5699983,963.13873,.54984814,904.27875,11.123829,853.64441,4.6661215,855.71838,5.7116866,1252.993,26.005892,1066.6689,19.965115,1018.7359,17.728537,1227.3895,33.694839,1265.728,124.57262,1448.4073,67.787163,1483.858,19.211983,1776.142,53.102219,1552.3619,.702582,1815.6663,71.911362,2589.9941,78.222748,3020.864,115.84845
1587,1137.5441,2.2735627,1179.9282,2.1414654,1014.5227,38.164951,991.02887,57.247295,918.73663,36.527775,888.83301,4.5759382,977.23999,42.456779,1009.7751,63.184975,1104.0391,78.756775,1255.3983,97.485474,1193.8413,157.75632,1057.6405,130.54497,1485.3572,15.944655,1417.8705,66.062485,1946.6495,88.324265,1626.7944,162.42908,1744.1833,15.011418
1589,1038.001,208.98718,1008.3083,89.690765,1007.0797,5.4904699,940.20398,108.83333,793.72626,11.707096,739.75482,.21819964,869.13037,86.587639,928.65985,85.089455,1047.4744,8.6936731,1034.5139,15.158318,1005.3381,22.535286,1017.4952,106.33755,1215.9858,126.02386,1138.049,16.174446,1686.2533,140.75443,1299.9766,253.78992,1439.5804,262.6123
1591,1292.6299,160.3631,1266.9271,27.605759,1092.8507,130.28722,1057.5638,189.8243,1012.9571,41.784462,952.46576,192.98502,1151.35,213.57402,1275.848,105.19781,1118.9884,122.63224,1437.9795,3.4718368,1200.4764,204.84264,1205.8452,49.548122,1702.1805,194.7764,1427.7719,61.723961,2107.5447,277.48608,2200.4631,122.61427,1904.1179,149.53386
1594,1372.2158,153.0636,1191.7192,59.842384,1226.6802,209.26152,1152.3016,129.39691,957.46417,7.4641619,793.73315,38.7822,985.66382,95.805115,1040.5597,50.333099,1220.6882,145.41429,1128.6113,59.459679,1344.7371,49.744488,915.59912,132.47835,1238.4937,241.56053,1324.4539,233.43814,2180.697,316.81509,1862.191,463.73618,1984.7389,335.59766
1609,969.28766,49.270172,934.54742,14.546189,813.6767,61.252613,766.03949,30.463921,652.94708,22.061131,913.60284,194.74719,974.34424,125.63519,899.57043,61.508148,947.82251,83.572388,998.62469,5.8579988,1141.7112,1.1342326,1312.0941,125.90707,1297.6206,49.091171,1225.111,73.894188,1442.1416,104.82085,1865.4692,272.34857,1899.0422,200.2084
1612,980.14868,136.39384,694.37561,67.956108,935.17035,149.47006,981.953,327.88492,750.88245,209.10583,862.16571,134.33278,810.9635,28.537174,921.59204,128.97148,952.76953,8.3718472,1004.6174,43.897053,1226.442,64.677063,1737.6675,309.03485,1399.63,21.920595,1394.7052,7.9353933,1785.2006,559.37915,1703.3544,290.01797,1639.9623,266.59689
1616,1387.519,189.26164,1197.6868,281.60938,999.79138,181.25587,993.9812,94.784782,910.61957,188.11581,984.39484,215.9758,1131.6632,22.421406,1169.702,214.59853,1038.433,71.243996,1495.7499,18.919121,1239.022,101.88219,1559.3141,75.699181,1545.1239,91.578522,1377.1973,183.12,2280.7756,119.81284,2745.4688,345.83112,1989.5688,565.69696
1619,649.18683,94.638077,684.85284,102.46288,435.46719,116.78938,537.15692,277.78595,565.67865,59.226295,988.68121,176.21957,667.33374,93.631493,523.31818,75.940598,894.01459,67.206985,870.15356,52.453346,577.14764,1.951037,509.95316,11.135842,815.12274,182.9366,852.19202,38.626579,1288.1013,291.08768,1547.0916,216.58731,2342.5808,1274.0145
1623,748.95825,36.380596,739.90369,42.829998,672.58234,15.768071,594.47748,49.704472,562.62903,31.190201,628.2431,16.531826,498.04355,15.084929,565.53101,77.940796,703.90027,22.093391,819.06671,7.9234872,752.87549,9.9353008,880.85852,10.34516,837.17633,47.622353,1051.9216,33.106483,1492.4004,41.451115,1704.287,304.91006,1798.5037,26.656586
1640,1284.5654,26.872688,1262.7706,10.667871,1248.4266,14.095436,1257.423,13.090548,1398.5857,47.06945,1737.7874,105.15997,1632.9547,316.9296,1678.0651,223.10896,1818.0488,119.62122,2141.6316,172.75511,1918.6772,211.81186,1775.5757,45.489693,2542.4998,107.38976,2320.4673,289.12018,2330.8237,344.76349,3350.1982,3.349134,3493.8425,130.59511
1662,1082.7101,43.866375,1042.4279,66.579971,934.33582,20.414688,965.81311,31.678022,968.72809,24.077879,1209.3879,43.275055,1023.5014,13.691831,1014.4494,14.761536,1265.4807,8.1712675,1443.7373,163.03528,1572.7721,19.498846,1347.6298,49.890858,1577.8485,29.300669,1418.8582,32.763885,2180.0427,1.3956174,2569.8108,13.180676,2318.4346,111.41924
1665,1073.7202,215.59633,969.38678,254.15588,1148.1218,316.02737,1065.2151,179.71786,1166.1726,84.46917,840.5368,13.493232,785.54633,4.3909059,801.3111,91.121277,1478.3568,70.691307,1243.3073,114.36613,1432.001,198.95638,1966.2891,150.97459,1666.1957,36.150997,2027.8652,487.23465,3099.196,93.47963,3111.0247,36.175251,2933.2791,276.85068
1683,921.57043,11.797932,908.42566,1.065191,907.987,23.742697,888.41254,47.876484,930.05664,139.4523,967.87628,8.0230045,866.63739,68.25901,881.10718,92.816643,1105.5892,22.321518,1148.9618,52.999908,938.04596,89.975845,910.41437,88.640999,1100.9371,154.38591,1341.9491,102.161,1846.1879,154.8833,2193.5369,164.54048,2191.9268,110.82536
1689,1291.6578,170.6212,1202.799,77.423904,1262.4769,67.981514,1282.7347,17.738317,1467.3501,33.47831,1609.6803,107.21915,1256.0405,189.50105,1361.5968,104.48598,1794.51,171.217,2104.6731,78.890015,1790.4825,312.39249,1560.5619,113.42265,2057.3904,144.97481,1837.8182,1.5680879,2845.1455,527.80194,3383.3855,551.28357,3547.3472,152.05649
1705,1151.7311,60.934326,1123.6251,4.8984923,1132.7825,31.502539,1067.365,5.4009533,1032.5099,83.478355,1112.9307,103.25911,979.30334,12.279393,1230.3298,33.032017,1347.8635,31.325508,1567.3987,87.185921,1612.1519,33.109108,1553.7986,25.644495,1749.748,55.653393,1657.3196,291.6235,2496.5317,157.60159,2603.2983,112.35645,2088.043,109.08089
1723,1210.3838,301.7785,981.88458,72.629883,876.0694,117.2139,1142.9237,310.34256,978.89032,146.40451,1175.903,192.62643,1511.317,72.979164,1513.3384,41.311115,1353.3276,24.131618,1220.9949,22.936552,1295.9048,47.188484,1659.2382,57.975033,1106.7523,245.52275,912.41479,209.08801,1620.8932,285.66614,2030.1357,378.1362,1868.9435,109.02548
1728,1165.0677,82.82769,1319.5012,49.318333,1192.6488,92.340652,1257.563,61.076782,1183.0448,38.879528,1555.3478,105.30894,1425.5785,121.12087,1667.8484,68.302551,1699.988,105.27142,1566.3398,192.80125,1622.9539,57.244747,1812.3955,159.82875,1725.4075,2.7667847,2069.6382,258.19476,2908.6973,239.16805,3041.2136,190.84247,2575.269,195.77197
1731,1276.5461,39.242191,1626.5792,229.66449,1444.244,13.949816,1239.9524,64.49649,1471.326,72.192459,1693.6482,73.603134,1677.7987,242.21413,1596.421,160.66409,1705.0753,62.253002,1672.2947,29.235373,1665.3748,70.018349,2043.5513,217.10289,1779.4619,163.01663,2194.7483,493.67426,2727.98,340.9679,2868.8003,478.37402,2619.615,91.525604
1734,1116.7958,117.08052,1102.6227,45.566345,1105.6426,180.83253,1069.1389,144.3817,1148.8408,6.082036,1053.1182,62.643425,1052.2689,202.72986,916.49805,88.144226,1202.6426,27.562561,1324.4823,116.16872,1320.9659,341.02802,1743.5995,47.262474,1474.5114,63.05349,1349.9099,253.63811,2405.2771,220.94287,2568.155,240.01112,2363.0586,209.26021
1737,1494.6627,8.2895041,1143.8962,45.891964,1083.0347,59.518089,1146.424,10.010066,1399.5182,41.720398,1251.3219,67.610321,1092.3861,179.24551,1120.2992,121.82872,1131.564,31.371523,1361.8452,63.882305,1360.9247,317.72839,1339.2787,516.27832,1351.5127,140.23068,1171.6458,335.6069,1291.6903,207.10655,2035.4802,1.667223,2210.0293,168.78339
1738,1006.9914,52.000244,1082.4458,33.952179,936.79352,30.411329,965.44116,10.2173,840.4397,.061144032,966.98785,12.535805,892.40021,37.688652,942.93738,16.57498,1103.1685,53.872971,1159.2439,44.982433,1157.7457,65.344521,1218.193,84.430176,1197.2554,46.902065,1132.4911,41.366161,1692.1396,58.550701,2091.2979,73.58532,2082.4236,10.670585
1744,1240.3553,14.98829,1414.1141,54.664005,1188.3588,84.137794,1212.8173,344.82602,1125.6638,67.240494,1383.9783,68.275276,1341.9364,25.818394,1332.3851,140.38194,1420.8496,217.95111,1402.7495,52.807606,1379.2369,4.4738221,1546.9534,14.062682,1473.4888,1.4718693,1172.8182,304.83975,2014.8636,21.117645,2304.6855,5.5764871,2261.1816,209.20221
1762,882.76007,41.072906,908.72046,42.156708,743.54358,57.543873,778.95129,48.398697,745.43536,70.318848,739.92145,60.43927,760.33167,23.218342,639.30493,249.06773,783.46613,144.47351,879.50513,33.326149,918.27588,91.009003,1064.0348,243.02129,1161.9431,79.824608,1291.9569,4.5851207,1625.116,15.81059,1827.0249,90.110924,1960.1509,141.85129
1768,985.23309,16.685427,1002.6,37.565022,925.58496,112.06477,885.56006,15.172364,801.07172,9.7474556,1073.8101,5.0976181,840.06458,5.5971928,903.32806,2.1214142,1040.1924,8.6716328,1138.3229,28.140005,1183.7091,19.782602,1380.3472,21.031122,1094.6559,41.222397,1387.8579,26.504992,1887.9916,106.12827,2151.0083,116.16598,1886.218,202.13582
1773,979.20197,62.232754,933.15973,142.71017,808.42932,129.09712,836.479,20.540091,833.78186,25.778372,885.70947,6.5324688,992.60284,93.341644,946.6814,41.378868,1022.1833,20.954649,1083.3146,69.174332,1036.1971,166.5363,1088.3451,46.434208,1306.7081,52.296272,1415.3239,7.5708981,1706.1486,1.1832844,2105.1543,510.59189,1928.6228,114.88605
1774,906.93933,.037282914,1024.9177,.58712715,844.75397,2.7450273,857.77222,45.928444,755.30005,26.481602,914.17334,19.965189,793.4704,5.1883535,820.51025,11.914334,931.52661,11.536665,991.77747,6.9899302,979.18536,14.233314,1181.8312,53.697018,1149.598,15.055313,1058.397,37.300182,1602.5455,122.95259,1916.0945,119.41893,1852.9452,54.723068
1776,927.36975,67.708549,893.36523,32.168884,747.58618,23.691517,838.36786,12.540141,796.30853,26.500769,793.48737,2.7783232,930.68738,78.708847,979.23151,147.75578,992.47375,52.623814,999.63654,114.33015,992.79797,28.139513,1092.6888,85.134216,1183.9801,35.564495,1389.9984,85.271881,1723.4967,76.071434,2158.7639,254.72487,2060.1506,252.77621
1778,986.92273,93.108261,905.59509,155.7178,757.86121,35.52372,744.52979,76.301163,766.9303,46.130554,909.90625,145.68069,851.59033,4.9762583,850.00848,176.80293,928.11407,77.165642,1043.8013,64.024902,927.41241,104.24682,1040.5568,45.475124,1204.7979,141.78281,1247.4498,67.822433,1466.5234,5.3081656,1738.246,185.30579,1577.4485,477.71713
1796,1168.1558,53.949036,1242.5784,48.667995,1204.0537,94.576073,1218.6987,28.368883,1012.1088,122.76178,1452.1071,130.43932,1399.8932,34.667809,1387.7148,15.035036,1575.7911,181.53699,1819.5073,156.68463,1749.1449,100.13165,1941.9454,42.507687,2369.9751,347.99234,2549.502,141.5948,3369.344,210.9785,3728.4072,676.26508,3069.2214,30.780462
1809,1086.7786,66.686035,1044.3905,84.231697,1038.5653,58.023563,945.4364,61.733349,1096.9331,41.640347,1386.6289,50.807396,1117.3495,2.2550628,1256.1644,5.956881,1457.1846,10.987151,1358.8562,49.728596,1331.5529,11.95562,1609.7568,83.076218,1142.204,73.400436,1976.6519,224.45778,2833.9841,136.1926,2607.637,95.38459,2213.1138,197.76556
1814,804.255,8.0066099,854.17383,70.955933,744.39227,1.5389011,839.3327,37.998669,825.80798,40.766838,907.94061,66.343979,903.9516,42.693035,942.63068,64.662071,856.19116,23.284016,911.4646,205.90573,1029.0826,13.4176,1094.2906,50.77969,1389.9462,53.264542,1440.1976,14.16898,2069.3306,233.4859,2706.2654,253.66486,2407.8977,325.37683
1816,926.22064,110.29045,875.01007,122.40244,773.09631,108.92062,705.12726,46.38419,777.2561,76.290337,919.50281,28.898756,845.31995,41.990364,831.78442,81.56118,943.77515,43.764137,888.05994,15.144481,927.52002,34.204826,1067.1323,109.69984,1164.1826,124.14748,1618.2717,164.54182,2151.439,262.9892,2632.7998,678.86285,1998.8993,33.546513
1819,1307.5514,31.446901,1364.7886,102.43616,986.60193,15.345424,1167.8544,268.05594,1032.7097,46.787212,1074.5198,232.91898,1082.1276,172.11324,1119.0229,28.63232,1110.6604,32.547791,1070.8932,28.06283,1153.2802,22.69965,1444.2162,275.97784,1808.9954,326.80615,1655.6978,315.4516,2173.4148,190.6162,3667.3423,1867.7278,3201.3755,1091.3488
1824,895.31531,5.0854664,862.36035,37.16827,758.20685,16.252991,813.1925,42.403763,811.48004,76.966774,922.78741,37.9002,863.71881,4.7450504,922.1153,16.836813,978.90973,16.362423,973.55969,26.045877,1012.2135,29.410015,1167.918,48.23917,1376.6569,44.103363,1589.6647,24.570213,2433.9167,3.6264975,2743.3213,147.55684,2309.2996,51.381207
