price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,postcode_id
5.5929227,.21298845,5.634625,.22239549,5.7068105,.24686866,5.9673719,.17727832,6.1855445,.056972284,6.4886336,.014737482,6.9851165,.030155165,7.3625994,.15711175,7.5509276,.21975431,7.896297,.30909705,8.2303276,.04176423,8.310791,.11509371,8.6375952,.19725674,8.8484888,.42124003,8.8772774,.23822416,9.4199438,.57678574,10.112967,.45149291,1159
5.2600307,.29220018,5.2589922,.33067524,5.3706946,.40238908,5.5849562,.36045799,5.6744175,.34958452,5.8481498,.3926695,6.3491035,.38022265,6.6812677,.095431246,6.7922125,.063315928,7.0356736,.0270922,7.2929697,.36498356,7.4189234,.028509328,7.5914564,.42177913,7.6772676,.76352572,7.8252506,.58317614,8.4272566,.46994212,9.1733561,.2749092,1169
5.6037621,.23690337,5.6436524,.20874198,5.7743926,.14335318,6.0206413,.096047923,6.2098422,.041383624,6.4755931,.064509578,6.9899597,.24901612,7.3688264,.17436114,7.5336571,.065236285,7.7610312,.20483701,8.0263376,.12604511,8.1174536,.08217831,8.4479113,.10130637,8.5927124,.35763329,8.6796045,.2914978,9.0411301,.4212783,10.015964,.55492806,1187
5.5766301,.35304612,5.6221323,.29329923,5.7486959,.17074133,5.9740257,.19628826,6.1163154,.19478564,6.3269691,.086560465,6.8027363,.094149247,7.1404552,.13045916,7.3088264,.11244363,7.5166411,.02419381,7.8090324,.30093122,7.8421965,.35749057,8.1055365,.1233498,8.1872501,.082806751,8.3576307,.21499088,8.529376,.13797416,9.7007322,.078470148,1189
5.837379,.0076185404,5.9456677,.010860829,6.1578922,.084005237,6.3487382,.1437753,6.637373,.0062323422,6.8619618,.059959389,7.4630704,.11063648,7.6107144,.2963129,7.801722,.23953313,7.932229,.032804046,8.6627846,.10423104,8.4999762,.039528836,8.8620405,.2172671,8.8322363,.27353412,8.9887447,.38843319,9.0410509,.095415466,10.292289,.18749443,1217
5.8161964,.048537824,5.9185081,.053339399,6.117867,.20628718,6.2860956,.24916157,6.6170454,.22798304,6.8514957,.24405618,7.3784618,.15922655,7.445343,.030121539,7.5700173,.22603467,7.6439242,.030216558,8.6087246,.027223783,8.3030138,.11145295,8.5969896,.2615228,8.6142654,.40409636,8.725256,.097802572,8.9302187,.12578051,9.8426075,.072775275,1219
5.6765261,.28532681,5.7677231,.25530463,5.8394194,.2736589,6.038403,.19318753,6.3040233,.1919335,6.5743537,.12449773,6.9280329,.058422439,6.946311,.024282472,7.0193715,.0074629285,7.1213341,.049857724,7.9387493,.33223775,7.7088275,.043861382,7.8097749,.38808033,7.8229408,.55379462,8.0070343,.22142676,8.3431969,.016582305,8.9087162,.01033963,1237
5.1570978,.14566074,5.2732701,.25804588,5.4027505,.18710063,5.5699396,.18235031,5.7474403,.17220329,5.9375844,.10101645,6.2676082,.073989131,6.2467165,.021357507,6.3282814,.15368852,6.5239649,.095678754,7.1111455,.34219515,6.9415007,.1105902,7.1321964,.12011363,7.0402617,.43460056,7.2875891,.046034612,7.2316546,.20439726,7.9555764,.19992404,1239
5.3776755,.094222762,5.4351516,.0071189716,5.6229043,.10743497,5.7012386,.064092278,5.8878684,.11298699,6.0406671,.21605341,6.2931361,.27220607,6.2433796,.040887263,6.4048209,.011522891,6.38412,.10383962,7.1734939,.1504032,6.7491336,.15643731,6.6563029,.068658642,6.551897,.028581973,6.8244262,.26959857,7.0754967,.39316735,7.786119,.23454103,1257
5.6694679,.012353697,5.6051202,.14636104,5.7131386,.20748092,5.7749834,.17412871,5.832829,.21561012,5.984714,.19189282,6.2666798,.13635089,6.270638,.18410471,6.5726528,.091017939,6.6710439,.050593659,7.2796903,.023414239,6.869473,.0090866573,6.4976301,.1827279,6.6122365,.32533044,6.8603764,.011571951,7.447011,.10522161,7.9459043,.097242154,1259
6.1090646,.19659628,6.2348657,.1410099,6.3247137,.11514647,6.475574,.051008143,6.8549147,.03841747,7.1407671,.068871953,7.5473032,.10842695,7.5949469,.097799681,7.7274427,.027406657,7.8144894,.088122971,8.6455755,.17923924,8.5126781,.20741154,8.7864475,.17820604,8.9437208,.27772602,8.9526663,.12353655,9.3050861,.25512767,9.8041992,.020584855,1277
5.9828897,.059079003,6.1134152,.14607938,6.2300591,.10676809,6.357058,.15199238,6.6145496,.1947217,6.8134699,.15948388,7.1634903,.071176626,7.1046777,.10132334,7.1769705,.033819705,7.0975628,.042247873,7.9816318,.096592166,7.6459131,.083953708,7.556088,.12750241,7.6735568,.22615094,7.78158,.22508451,8.3743086,.22482882,8.9181614,.3084282,1279
6.0854788,.33530661,6.2670398,.34288993,6.3210697,.19468336,6.5048013,.14917952,6.9944291,.3451564,7.3911576,.32289389,7.80902,.092086226,8.0456982,.04026499,8.1677246,.15951616,8.3389816,.2845954,9.1501417,.41663533,9.1460457,.34947562,9.7178125,.15872885,9.8713703,.29667357,9.9638329,.35562894,10.620836,.67218167,10.781507,.60878879,1307
6.1217861,.3794274,6.2580047,.29549864,6.3418584,.26843888,6.5150127,.18196751,6.9460125,.10695558,7.2983308,.13314283,7.6908531,.12337257,7.842536,.10357244,8.0021639,.050439503,8.1284447,.0073645813,8.8426991,.31648269,8.8398342,.34003493,9.3580046,.26465794,9.5658598,.43124831,9.574605,.19086798,9.9563322,.6183126,10.272797,.22776373,1309
6.7262907,.14730248,6.9186912,.23076241,6.8761415,.15967146,7.0306687,.092707828,7.3326325,.28245828,7.5441589,.33915609,7.8785162,.27675426,7.6188707,.1686912,7.7754068,.041172404,7.6954966,.15901341,8.2160482,.082595125,8.272953,.076858535,8.5114069,.18470192,8.7513485,.55831707,8.6904936,.28999516,9.2225227,.48086959,9.5777645,.049290095,1324
5.829073,.33354676,5.7832866,.09171398,5.7055883,.10758958,5.7023048,.15820585,5.6964869,.20200236,5.7336268,.23730722,6.1659899,.16816764,6.3873782,.24065407,6.5679326,.1673564,6.6674118,.077842645,7.344789,.2637769,6.9887414,.27833173,6.7495914,.12368757,7.1635189,.076490477,6.8601699,.30431682,7.8119006,.38747245,8.1817379,.21956503,1326
6.3473001,.20637156,6.2995801,.081775948,6.4187226,.12184045,6.4830036,.10788391,6.6180596,.11226486,6.8713679,.13989662,7.0297298,.08342015,7.1700487,.11178564,7.218338,.015284792,7.2457685,.040618721,7.7640758,.043471526,7.4983287,.11722016,6.9664326,.44194862,7.3895445,.25652266,7.9123812,.41074607,8.7662067,.084030047,8.8599634,.037481267,1445
5.1215534,.015827699,5.1638465,.086008653,5.3691936,.17748263,5.0894346,.25383139,5.4899836,.30933487,5.407382,.23649915,5.4609385,.32528195,5.5255971,.0024786734,5.6373682,.082542941,6.1051502,.14249668,6.0118418,.0334986,5.9263225,.091438197,6.1212158,.42749402,6.3162527,.47465396,6.8991752,.47657812,6.9220362,.38733163,7.9011283,.27232194,1454
4.9045587,.066674314,5.0329499,.017234139,4.9968019,.042320151,5.2147074,.051601183,5.3874421,.16440368,5.5675273,.014268392,6.0545459,.037718177,5.8656731,.20887338,5.8452253,.57766777,6.1714368,.062696524,6.2857885,.27367643,6.2273359,.23622812,7.2474937,.25760758,7.1928449,.41377077,7.0301175,.30953756,7.4041233,.45487952,7.5032244,.056546405,1458
5.8892632,.027543535,5.9081545,.0038962897,6.1481547,.06847433,6.2078757,.046581827,6.2172217,.0036115269,6.4005084,.099328183,6.6165285,.036907911,6.6438084,.051554896,6.9139805,.015015416,7.1859856,.029266411,7.4910498,.035719682,7.452908,.01152715,6.7601991,.037069295,6.6849613,.036167275,6.9744711,.026248084,7.4595685,.04723835,8.8003149,.0041610878,1462
5.9349937,.058027539,6.0479212,.18785693,6.2288694,.21619123,5.9499302,.098848365,6.2288122,.1394625,6.5202985,.017640982,6.4996719,.22629905,6.6968436,.069261953,7.0525818,.036681559,7.3053179,.25168103,6.7994709,.53907657,7.0458708,.3274399,7.6927137,.073322162,7.4706926,.027588755,7.9041371,.045615003,7.743854,.30462092,8.594697,.33510914,1465
6.5797105,.39630932,6.8119197,.44788572,6.4646697,.10621321,6.433054,.30917847,6.5388985,.012967396,6.7082071,.10571891,6.8828869,.10296312,6.7786765,.0093657104,6.8150539,.46439397,7.2431202,.11911897,8.4467611,.74910653,8.0517454,.21629466,7.5807786,.36336392,7.0139699,.55965769,8.0103922,.63312113,9.9685402,.64150262,8.7177706,.6599189,1468
4.8927355,.034857661,5.0713444,.022885246,4.9442511,.034590155,4.8934641,.037306488,5.4166303,.0033369937,5.8888407,.0013501713,5.8675838,.014990907,6.2071161,.015150621,6.741724,.012554357,7.3201399,.065072462,7.2950931,.049993545,7.6752534,.043423451,8.8167801,.089897446,8.9145203,.075252585,8.5610533,.068412758,9.5113516,.11665525,8.7235346,.016366472,1471
6.03965,.011686382,5.9988499,.1232027,6.0374608,.081623934,6.3492241,.10993557,6.4031157,.043936927,6.4211349,.02738346,6.834199,.17479855,6.8362975,.038430937,6.8442049,.085617051,6.7828426,.0061077643,6.9278927,.020883797,7.1987634,.02487392,7.537807,.031763591,8.6271286,.043970216,7.6175303,.022484224,8.6414089,.11728831,9.0226755,.23084213,1474
4.5923491,.19898549,4.6072969,.029928884,5.0065312,.32238132,4.6070752,.22296838,4.9620595,.3515214,4.9240942,.05625622,5.1901774,.089274861,5.1500211,.084776968,5.3514185,.13458669,5.3580484,.1538734,5.1699295,.4150638,5.8443093,.2045262,6.0365767,.18912818,4.7865558,.83011734,6.2984743,.36054873,7.3103466,.028109604,6.5888519,.5046953,1477
5.0928769,.029338442,4.8180947,.071850903,4.9267063,.064026617,4.8601446,.24378209,4.7204814,.11057314,4.793189,.0041089044,4.8078475,.034490217,4.661243,.14309092,4.7785497,.18837608,4.8758059,.11687553,4.7250233,.18975113,4.8334422,.044571728,5.4174085,.12781048,5.3649282,.11575749,5.5193233,.10899249,5.4775066,.54516387,5.9448695,.33310816,1558
5.7704773,.1877196,5.672389,.40303493,5.4755812,.28065285,5.0990705,.29516196,4.921782,.11577453,4.8085294,.079304524,4.6798019,.10478557,4.2836437,.223226,4.5127563,.36149499,4.720181,.25087422,4.7440548,.47830757,4.9696584,.16920096,5.3492236,.1606514,5.1676641,.24132694,5.5587988,.083542056,6.1616974,.045793097,6.2423878,.21064529,1561
5.3907475,.047292706,5.4315701,.048159007,5.1064367,.063256964,5.0282307,.01764424,5.0141382,.12704161,5.139884,.081485495,5.270174,.080792524,5.322825,.032354556,5.5259495,.025228625,5.2785215,.0039957189,5.5525675,.031037578,5.5084853,.11195326,5.3412809,.087861508,5.4361815,.067537501,5.5319867,.10227045,5.7800379,.15397151,6.0545573,.16058072,1587
5.601965,.10112476,5.3094726,.091678783,5.0297828,.26747483,5.0959773,.17583635,5.0753903,.24757768,5.1060133,.23270687,5.2618775,.10938394,5.4159398,.14065768,5.4647689,.031432152,5.4352055,.35376918,5.499907,.034216955,5.5436573,.012267916,5.4509158,.094798371,5.4179463,.021331646,5.5375175,.019207539,5.7307496,.057122219,5.7659698,.050851107,1589
5.1672492,.26434237,5.4341331,.19951561,5.1814246,.089869261,4.8986168,.031733755,4.9451919,.068601236,5.0633574,.13324916,5.1209579,.085212864,5.0961871,.081828527,5.4938712,.14516531,5.2575107,.074793182,5.6949658,.067755662,5.4370928,.031279664,5.2171049,.19176643,5.3511829,.1143226,5.5653915,.006201704,5.699913,.12181558,6.3801041,.23690212,1591
5.8795624,.60500401,6.257874,.73788518,5.9060659,.35790893,5.2733469,.12513265,5.379005,.049425915,5.1413002,.05132607,5.4554043,.13908327,5.5529456,.015386454,5.7532473,.30349794,6.1735716,.31946492,5.6095781,.21162352,5.7175441,.039893333,5.2965622,.20390956,5.3320713,.084046729,5.5224438,.056267083,5.6176772,.081240617,5.7074308,.22382461,1594
5.4065709,.23090185,4.6967287,.30424756,4.6488519,.32525104,4.8602796,.034745719,4.741065,.24762231,5.0850992,.11587659,4.9384494,.094120808,4.8859072,.070419148,5.1041079,.14980254,4.6698813,.17201108,4.779109,.040175747,4.9540601,.0046853181,5.1330009,.070660532,5.0046921,.12124611,5.0026164,.20547846,5.4098659,.13295332,5.4826465,.10239845,1609
5.422895,.76603317,4.5006599,.32703236,4.5913033,.067703336,5.1915879,.06173211,5.1999769,.032694843,5.4888248,.094449595,5.3529677,.17374186,5.3277588,.21702182,5.1616368,.065056242,5.0174294,.028112702,6.3465767,.81615454,5.627059,.4125278,5.7500043,.027572673,5.5071921,.01503229,5.5483966,.2047061,5.7757602,.39364541,5.4178195,.37161282,1612
4.7724476,.071218781,5.0242534,.040346496,4.9486756,.083799571,4.7910938,.21377496,4.8112936,.18255353,5.0570602,.33049351,4.9761372,.028272491,4.7975411,.0034287376,5.2027292,.10692103,4.9738665,.028581368,5.5149837,.29853579,5.1374979,.2367325,5.1481528,.018055333,5.2778573,.0017932421,5.4804201,.028342241,5.5056968,.20661768,6.1917815,.26107618,1616
3.9681253,.13386518,3.9464996,1.1484424,3.8795738,1.2801348,4.1749005,.44127473,3.7378111,.52065301,4.414783,.43819061,4.2440038,.36219984,4.0456433,.27344179,4.2503796,1.0942031,3.3480909,1.0169263,4.9176421,.82417393,4.6044121,.27104962,4.2107286,.22660506,4.8963175,.076643027,4.9491072,.10027824,4.3038492,.28322244,5.1051359,.24683934,1619
4.5080328,.072534338,4.5144544,.0055659483,4.2911835,.015497185,4.399714,.035414785,4.1271839,.019356659,4.1725092,.01372503,4.3559947,.040326428,4.518682,.07919924,4.4132481,.0473077,4.5675292,.046807639,5.0677867,.036402989,4.7168865,.0088453805,4.8940487,.066065982,4.8632417,.00092981948,4.8487716,.10277709,5.4537783,.0090356646,5.5091476,.051635988,1623
5.2780838,.034124982,5.3270607,.033474777,5.5400219,.14108598,5.7030277,.032972742,5.8689814,.01031364,5.9763603,.18936947,6.1507225,.28099713,6.2437897,.078576811,6.3370662,.080143906,6.5715442,.074617721,6.5062399,.1811658,6.6845689,.118678,6.7528286,.020390268,7.1363225,.23102643,7.3868237,.14410827,6.8909044,.65219629,7.753036,.3232514,1640
5.007915,.024975743,5.0629358,.01755809,5.0781388,.012275526,5.0587306,.00064629735,4.9698596,.010947039,5.0699143,.027788028,5.2843375,.0013125985,5.1815491,.010314973,5.3946347,.012767434,5.5681024,.050547939,6.301116,.10252061,5.8652811,.044800613,6.0417361,.023715215,6.2026334,.072775371,6.3418574,.056446459,6.8120914,.012259052,6.9589405,.0083442954,1662
5.5683174,.35068467,5.2922149,.36065748,5.4634624,.38091218,5.1686625,.2077655,4.7620049,.18210141,5.0421557,.14856698,5.2625923,.013559865,4.6554093,.17980978,5.3515415,.083476014,5.3889141,.42725095,6.1971822,.36704761,5.4434958,.074210696,5.7837529,.071862184,6.3924928,.50387967,6.805728,.24947837,7.2368317,1.1367871,7.8569918,.12094934,1665
5.1603513,.068522543,5.2975016,.065915242,5.315546,.062145974,5.1634607,.048375189,5.0278754,.034322076,5.0866342,.029704718,5.0447593,.023039883,4.6538272,.10682744,5.3888621,.041869085,5.4722323,.065564685,5.7193599,.046543233,5.7715416,.080469914,5.5905199,.017107859,6.1936946,.18507318,6.1162829,.16520569,5.8268514,.16817391,5.9979372,.29683259,1683
5.4253159,.031335287,5.4613714,.10833651,5.4177775,.07724496,5.4954658,.074373983,5.5951862,.018417023,5.5616155,.2492252,5.7205172,.056161426,5.9142523,.0065314877,6.1178069,.077061012,6.2227015,.045333348,6.6762757,.24875659,6.5924044,.042087343,7.0789165,.085601881,6.9740901,.0230249,7.0650959,.0096421475,7.1808133,.080953322,7.7186027,.14916132,1689
5.0759706,.28184456,4.9324698,.078732103,4.8327527,.078236759,4.9693346,.022680029,4.937757,.066517107,5.121377,.14315158,5.3621178,.069077782,5.6052017,.22156814,5.66888,.15540174,5.6815867,.042877629,5.5929604,.19345707,5.6131811,.0033480411,5.3746185,.18727441,5.4526958,.25840756,5.8881569,.17054737,6.2383008,.27107841,6.440731,.14301273,1705
5.4428864,.082409225,5.3572793,.050293513,5.5393672,.14766236,5.122025,.20236875,5.3700299,.10771068,5.5685081,.1361104,5.5065465,.20204607,6.5662489,.016593255,6.7520838,.13735598,6.6068249,.0029480141,7.4020805,.56595188,6.4834886,.17330129,6.8596163,.013126004,7.0771427,.086265586,8.1310625,.29523736,7.8918729,.33283114,7.7134743,.38817897,1723
5.5595131,.0038073387,5.6021037,.021579005,5.8960767,.059395637,6.101254,.1360772,6.1346822,.057188563,6.1120114,.001972246,6.6968002,.14829354,6.9420323,.070150152,7.1791267,.13715366,7.1884875,.082882524,7.476655,.11911508,7.1831241,.01095655,7.3404779,.02193615,7.2956357,.00042906596,7.7079973,.03103889,7.8122468,.027835125,8.8150091,.92665768,1728
5.247808,.1827009,5.6177659,.33058515,5.8386431,.2464643,5.7859097,.013571502,5.8216395,.60043633,5.4490318,.4307425,4.9823184,.47188678,5.5047612,.41064382,5.9729428,.68268156,6.2639756,.21395038,7.2833061,.84546661,7.0691113,.27797085,6.1190934,.10133013,5.6442952,.38648298,6.7683773,.54477608,6.9733844,.88094807,8.5404892,.4048827,1731
5.0613651,.072194271,5.0238934,.036191005,4.8241549,.073787048,4.945631,.23463273,4.931499,.071675725,5.2715297,.14285795,4.7720418,.032234367,4.8756046,.15186779,5.2355423,.033823393,5.1102695,.30749613,4.6679955,.34358218,4.6405578,.45395067,5.5147433,.37068224,6.6409669,.72368604,6.5963459,.49411649,6.8106451,.2247716,7.5237861,.37159634,1734
5.0799994,.25924185,5.2204533,.130211,5.3000307,.22896494,4.9560313,.11466748,5.452208,.33742723,5.6331296,.15849577,4.4203501,.33021331,5.2969265,.35455099,5.9022264,.29634482,4.6737905,.0069676102,5.2747145,.055553004,5.9944391,.10426826,7.4783716,.37323391,6.2968774,.33533132,7.3991022,.24605623,7.0847044,.54444122,6.4679079,.85471714,1737
4.7082248,.037986882,4.6767402,.020235628,4.8143358,.044954665,5.0497541,.083948247,4.8429675,.056911502,4.8921566,.030968839,5.110857,.061707608,5.3637452,.049446665,5.6456003,.069592178,5.3759589,.25219187,5.212842,.12693432,5.3857117,.026247162,5.430613,.2324377,5.373415,.017703649,5.7603254,.02073339,5.8458462,.01310095,6.3915401,.039382994,1738
4.8290806,.0024818962,4.7661152,.031402331,5.0082965,.0031728933,5.1459875,.029400557,5.0336761,.010074715,4.9689827,.040242814,5.4179225,.019329205,5.7159748,.065582082,5.3699884,.013612256,5.3794403,.0054709883,5.7209578,.0062161162,5.7666769,.005484642,5.5867443,.0043652682,5.6180158,.071462989,5.9469094,.080149427,6.1594615,.015784964,7.5894222,.061828814,1744
4.2922277,.059528973,4.5626488,.035499584,4.4294691,.043741114,4.5947671,.081409238,4.4559636,.10315169,4.5249314,.49892703,4.3729067,.05041106,4.2232966,.35079917,4.3861122,.11097736,4.0126648,.21588528,4.0914822,.31214011,4.0446234,.35427302,4.7603507,.18489759,4.6934457,.14864555,4.4175739,.13943355,5.4447427,.35218751,5.7303381,.18333787,1762
5.6850414,.30303699,5.4486265,.28240657,5.7430458,.22849362,5.5997529,.28089091,5.3973579,.19827597,5.0965905,.18736473,5.4342155,.26375568,5.4003983,.20482937,5.4272661,.16922124,5.3784413,.10583355,5.3322277,.078459293,5.2501917,.04144787,5.0884609,.10114123,5.008481,.21005461,5.2214217,.052445661,5.2997646,.26626316,6.3298407,.04485976,1768
4.7290831,.24930185,4.6667461,.00043541749,4.8483548,.19776417,4.9235153,.071545109,4.9476342,.18470529,4.53901,.62435949,4.9060016,.0010996027,4.6467404,.0066873296,4.6197929,.08314348,4.5171394,.2883743,4.890326,.083287418,4.9451847,.4384703,4.9432187,.078982085,5.3326492,.072680958,5.3761725,.058772899,5.6987653,.17302403,5.7387562,.89407963,1773
4.6157303,.0087506576,4.5991731,.051094484,4.7592711,.017540215,4.9665375,.10472962,4.6970205,.018687779,4.6983256,.032492716,4.9037771,.03671094,5.0763302,.04742587,5.1744857,.098990351,5.1079054,.23207432,4.9952197,.12612773,5.186471,.09643846,5.1069155,.26646715,5.0284872,.090895586,5.4010262,.020790363,5.4868903,.12724134,6.1201611,.054658547,1774
4.7424159,.36729878,4.807332,.017730087,4.9537902,.20513707,4.9158273,.016915144,4.9347286,.2284279,4.5822606,.69148421,4.9728422,.14247864,4.5437746,.053677239,4.6095557,.14463431,4.4661765,.2710599,4.7332077,.1524719,4.8332596,.16438369,4.9573207,.13103482,5.2455912,.034152735,5.0753603,.026849456,5.4518986,.10032328,6.4247088,.23519363,1776
4.9493318,.30057967,4.715457,.035895113,4.821702,.092372172,5.1011457,.17450842,5.1095672,.12812269,4.7815118,.63234842,4.930748,.073414668,5.0744057,.36599401,4.6043262,.055817828,4.6569834,.21555999,4.9240665,.085720748,5.4722304,.025178356,5.1456885,.30210558,5.6156116,.018978124,6.1646476,.50012994,5.90874,.33405977,6.9527197,.0069259605,1778
4.9130349,.017099539,5.0003715,.00044886078,4.8142738,.096945643,4.8480387,.11710989,4.9697895,.13083619,5.1800513,.19544171,5.7003016,.10551333,5.8321934,.051314693,5.6848507,.055325512,6.1063256,.2269153,6.4213629,.28747296,6.3790178,.16003908,6.2466679,.043020677,6.3508549,.12175743,6.6491952,.37032366,7.0409484,.19947247,6.9505014,.052695837,1796
5.2439351,.058756616,4.9929028,.042425957,4.9765744,.052004356,4.7906837,.046386834,4.9153929,.01118518,4.8908372,.09584526,5.1081915,.03968402,5.7245531,.072287165,6.0805955,.053352896,6.1866431,.046868552,5.9861403,.046828575,5.9690833,.014669737,5.5915527,.021198617,6.3740063,.000062897314,5.9865913,.050948285,6.5608373,.16076411,5.5425539,.16549687,1809
4.6127882,.44372812,4.6267114,.10261151,4.6804395,.43620017,4.5098262,.2946713,4.5132365,.07098864,4.383399,.022249864,4.9558353,.18394159,4.9534254,.29139701,4.6818771,.12265512,4.8235989,.28064683,5.1782937,.31819111,5.4856238,.38967994,5.2817283,.045409501,5.2585649,.23341095,6.1271839,.22440375,6.0365052,.088328719,6.1229181,.001044839,1814
5.1980777,.18458283,4.8560481,.072876729,4.6437283,.015426107,4.4523959,.044636775,4.4779906,.065522455,4.4669805,.16493088,4.7553587,.22978532,5.2421341,.0046997541,5.1992188,.095851272,5.4695659,.14334917,4.8638029,.00069818308,5.3959632,.059096191,5.0275846,.10676419,5.9737482,.040695712,5.4069476,.082335688,6.0613484,.0093549164,5.6140385,.32897353,1816
5.3098826,.26458383,5.1261716,.34336913,5.1413112,.2546013,5.7819772,.74047238,5.6531038,.65831017,5.6380978,.32162264,4.9031272,.37656578,6.0218415,.78492361,5.6518574,.31945395,5.4142919,.044024445,5.1181612,.27017939,5.8211417,.50210941,5.8581009,.25977954,6.4540567,.15406948,6.0531387,.16624407,6.6544971,.56956387,6.9296432,.20370629,1819
4.980545,.06218756,4.7079802,.073534712,4.5780282,.18364879,4.388659,.16819391,4.4018364,.12823905,4.4498625,.09144637,4.7729673,.094180956,5.0116372,.08837381,4.8748746,.016310772,5.1906438,.23383316,4.8456392,.063889422,5.407938,.10552148,5.4162021,.14617008,6.0089974,.12138018,6.0505118,.047903936,6.019402,.17322378,6.0221071,.16250755,1824
