vwg_id,rprice_qm2007,rprice_qm_se2007,rcv2007,rprice_qm2008,rprice_qm_se2008,rcv2008,rprice_qm2009,rprice_qm_se2009,rcv2009,rprice_qm2010,rprice_qm_se2010,rcv2010,rprice_qm2011,rprice_qm_se2011,rcv2011,rprice_qm2012,rprice_qm_se2012,rcv2012,rprice_qm2013,rprice_qm_se2013,rcv2013,rprice_qm2014,rprice_qm_se2014,rcv2014,rprice_qm2015,rprice_qm_se2015,rcv2015,rprice_qm2016,rprice_qm_se2016,rcv2016,rprice_qm2017,rprice_qm_se2017,rcv2017,rprice_qm2018,rprice_qm_se2018,rcv2018,rprice_qm2019,rprice_qm_se2019,rcv2019,rprice_qm2020,rprice_qm_se2020,rcv2020,rprice_qm2021,rprice_qm_se2021,rcv2021
010530129,7.9086518,.023985948,.0030328745,8.0698309,.0063296538,.00078436016,7.8787937,.0022506588,.00028566032,8.3697348,.010569203,.0012627882,8.6942425,.071871273,.0082665365,8.9624224,.12782794,.014262656,9.3096066,.11259361,.012094347,9.5322018,.085516818,.0089713605,9.7272348,.071440257,.0073443539,10.57499,.02607807,.0024660137,10.389686,.17154583,.016511166,10.49363,.077804551,.0074144551,10.915003,.10144941,.0092944922,10.857767,.064858362,.0059734532,11.741291,.065903232,.0056129461
010535308,4.9151554,.23471306,.047752928,5.2391138,.17324904,.033068385,5.4027882,.084086955,.015563622,5.514513,.03847193,.0069764871,5.5511894,.062057331,.011179105,5.6722589,.05553576,.0097907661,5.9612799,.029640689,.0049722022,6.3471684,.26497498,.041746959,6.3615217,.15031941,.023629474,6.4922786,.024993571,.0038497378,7.2084103,.34301254,.047585048,7.5153894,.35504758,.047242738,7.7503214,.11703987,.015101292,8.1721745,.20440002,.025011705,9.0446787,.073921017,.0081728734
010535313,5.5863814,.24713561,.044238944,5.4483747,.1955182,.035885599,5.4224811,.055252757,.010189571,5.5958815,.031649474,.0056558512,5.5220656,.10647246,.019281274,5.6991272,.13046135,.022891462,5.641623,.15530881,.027529102,5.7527599,.26348758,.045801941,6.111506,.18212168,.029799804,6.2869782,.11498298,.018289069,6.9174376,.43541944,.062945195,7.0342131,.18355735,.026094938,7.4227142,.40515363,.05458295,8.0898466,.42427763,.052445695,8.1303186,.5977397,.073519833
010535318,5.5136795,.098257788,.017820729,5.3106394,.038716562,.0072903768,5.3802724,.029950613,.0055667465,5.2045579,.075045519,.014419192,5.3515697,.10519158,.019656211,5.7011695,.1179747,.020693069,5.3285236,.1085005,.020362206,5.6794086,.06618505,.011653511,5.933639,.013516599,.0022779612,6.4525642,.18245588,.028276492,6.3789697,.071384013,.011190524,6.5358801,.1583472,.024227373,6.8152471,.12334873,.018098937,7.8857584,.48156053,.061067116,7.6325631,.29719287,.038937494
010535323,7.3865061,.22687383,.030714635,7.0523362,.46184483,.065488204,6.2594309,.41385901,.066117674,6.3508968,.69787025,.10988531,6.2642431,.44760099,.071453325,6.3558927,.52720958,.082948156,6.6702738,.77177346,.11570342,7.1531053,.65591788,.09169694,7.2208428,.29118091,.040325057,7.2758617,.011099296,.0015254957,7.3390818,.18747915,.025545314,8.5689793,.55459952,.064721771,8.9423752,.2459958,.027509,9.5164518,.20464583,.021504425,9.9256277,.35360199,.035625152
010535343,5.4846849,.16800959,.030632498,5.5116391,.018413085,.003340764,5.271235,.14851485,.028174583,5.0926414,.039073419,.007672525,5.1153574,.02077651,.0040615951,5.3455019,.062551588,.011701724,5.3337684,.018025747,.0033795519,5.6132722,.078694627,.014019386,5.8612938,.074851833,.012770531,6.2382317,.1770602,.028383076,6.4253488,.1125716,.017519921,6.9013019,.079014793,.011449259,7.2353892,.06293866,.0086987251,8.0118275,.22744106,.028388163,8.201273,.13327456,.016250473
010535358,5.335454,.27105087,.05080184,5.1264124,.017615739,.0034362704,5.0255241,.018902866,.0037613721,5.0287395,.081722923,.016251175,5.0130229,.012903322,.0025739605,5.0775785,.085990176,.016935272,5.2640681,.072056465,.013688361,5.3683939,.10838331,.020189149,5.669374,.13688992,.024145508,5.6962767,.16567391,.029084597,6.0362926,.21015412,.034815099,6.3654079,.19053783,.029933326,6.6383338,.029982479,.0045165671,7.1342793,.18220881,.025539903,7.3001533,.2969355,.040675242
010535373,6.562799,.36312172,.055330314,6.2589345,.2357464,.037665579,5.9804621,.022712987,.0037978648,6.0155644,.026762059,.0044488027,5.9917207,.014951054,.0024952856,6.051281,.18304972,.030249748,6.1218204,.033559356,.0054819244,6.6077266,.26112989,.03951887,6.9479313,.19375123,.027886175,7.395298,.021711452,.0029358454,7.8691735,.054180838,.0068852007,8.1093397,.0036292998,.00044754567,8.3746967,.15150894,.018091274,8.4974289,.48126191,.056636181,8.8920879,.2787132,.031343956
010535391,5.3308167,.17627884,.033067886,5.2151961,.11962468,.022937715,5.1398125,.094924122,.018468402,5.0377951,.11835626,.023493662,5.050364,.14147243,.028012322,5.1723995,.027961232,.005405853,5.3220181,.060245663,.011320079,5.2305369,.023956619,.0045801452,5.6892185,.028135153,.0049453457,6.0273943,.12864502,.021343388,6.1351013,.0043119872,.00070283882,6.3390036,.069307096,.010933437,6.8708749,.18374464,.026742538,6.8296938,.042396098,.0062076133,7.2753696,.44640988,.061359067
010539105,8.0296202,.34684828,.043196101,7.4832664,.048295207,.0064537604,7.7740273,.51586735,.066357799,8.6149502,.4823024,.055984352,8.2317667,.22547054,.027390298,8.2445965,.2734156,.033163004,8.4397497,.33597562,.039808717,7.5728679,.95483708,.12608659,8.297821,.80097651,.096528538,8.2307148,.63984317,.077738471,9.4696045,.67975801,.071783148,8.4728565,.06905733,.0081504192,8.7912798,.33463293,.038064189,9.6002674,.16181076,.016854817,10.423414,.27076524,.025976637
010540033,5.090076,.036148287,.0071017188,4.925416,.01886929,.0038310043,4.9756656,.05637569,.011330281,4.9756989,.077875517,.015651172,5.1333089,.048971035,.0095398575,5.3191118,.12577875,.023646571,5.4181018,.013347177,.0024634416,5.4063754,.011542371,.0021349555,5.6544232,.045563854,.0080580907,5.9350152,.079050772,.013319388,6.1361423,.012237095,.0019942652,6.3455906,.10122874,.015952611,6.9920034,.096897051,.013858267,6.9413462,.04681088,.0067437757,7.6870003,.14112164,.01835848
010540056,5.3825259,.24574344,.045655783,5.3182006,.15765449,.029644331,5.3948674,.084892288,.015735751,5.3919473,.09920264,.018398296,5.6961064,.014513778,.0025480173,5.9960828,.038524948,.0064250194,6.0343933,.078366332,.012986613,6.0222216,.13728991,.022797219,6.2853422,.040810034,.0064928895,6.5259714,.12694456,.019452209,6.836225,.08912985,.013037875,6.9460897,.14855756,.021387221,7.7734823,.43365294,.055786189,7.7257781,.33233434,.043016292,8.0798149,.24386728,.030182285
010540108,4.5651569,.36980334,.081005611,4.8149376,.23071179,.047915842,4.9135222,.20274831,.041263334,4.8365965,.1152544,.02382965,5.3785758,.23380163,.04346906,5.5873966,.23032676,.041222554,5.6257281,.21138671,.037574995,5.5865383,.24441081,.043749958,5.9171853,.1273042,.021514317,6.1392565,.15324658,.024961749,6.4539752,.30731255,.047616009,6.6327581,.26693982,.040245675,7.3403254,.39098644,.053265546,7.2562795,.33242023,.045811389,7.2345095,.73357236,.10139905
010540138,5.0525608,.069359958,.013727684,4.8853607,.050394002,.010315308,5.018682,.0949561,.018920526,5.0980601,.087364435,.017136799,5.4825892,.12387525,.022594297,5.6338081,.13998188,.024846761,5.6136003,.014872592,.0026493857,5.4968996,.010244269,.0018636449,5.7752676,.072746605,.012596231,5.9512415,.12698278,.021337191,6.0920258,.0013885164,.00022792359,6.2931399,.011192952,.0017785958,6.9236012,.072318874,.010445269,6.8042655,.044245161,.0065025622,7.4945216,.37655962,.050244652
010540168,10.493293,.73285007,.069839858,11.660746,.62107319,.053261876,11.779331,.30707088,.026068619,11.574731,.59073228,.051036373,12.381478,.44077629,.035599649,14.38021,.6827715,.047479939,13.891421,.24103574,.017351409,13.473504,.7509495,.055735279,14.268928,.60428369,.042349622,14.022087,1.3176239,.093967743,15.588524,.45359939,.029098291,16.002756,.41368547,.025850888,17.851114,.70521575,.039505418,17.333635,.4081817,.023548534,16.453543,.61225218,.037210964
010545417,5.476603,.060509313,.011048694,5.2109661,.026804758,.0051439134,5.3610253,.12858824,.023985757,5.5940681,.065712221,.011746768,5.6838889,.003038506,.00053458224,5.7935257,.025800189,.0044532795,6.008492,.036431227,.0060632895,5.8750062,.056519259,.0096202893,6.3954439,.022947919,.0035881666,6.5615525,.093438841,.014240355,6.7850976,.09202601,.013562961,7.0246925,.044076376,.006274492,7.6940975,.027984152,.0036370934,7.6752386,.21218899,.027645914,8.0799274,.35335717,.043732714
010545439,6.0217705,1.2111586,.20112999,6.6555119,.77677959,.11671223,6.3564291,.11563876,.018192409,6.3768873,.31163171,.048868939,7.5313878,.69885319,.092792086,9.1368418,1.9330863,.21157052,8.9206409,1.277315,.14318646,8.0509577,1.6194819,.20115395,8.5293522,1.3025818,.15271755,9.8663149,.62936753,.063789524,10.517333,1.3757703,.13080981,10.731599,1.0720767,.099899061,10.739283,.76684904,.071405984,10.31911,.59502798,.057662725,9.9689798,.60836142,.061025444
010545453,5.4116106,.60251993,.11133838,5.2625546,.51099461,.097100109,5.2812328,.4706361,.089114815,5.126111,.34623325,.067543067,5.8075581,.60005903,.10332381,6.0722728,.76124805,.1253646,6.1821556,.55838162,.090321511,5.5509009,.23292111,.041960955,6.2851272,.70651072,.11240993,6.6961417,.86460584,.12912001,7.0139103,.47408617,.067592278,7.3734365,.66689718,.090445913,8.6191158,.78011763,.090510167,7.7390194,1.4185338,.18329632,8.0221453,.52471447,.065408245
010545489,4.8497415,.031011852,.0063945372,5.0093904,.088437952,.017654434,4.9710474,.00073082768,.00014701684,4.9323654,.090341993,.018316159,5.3279576,.18722886,.035140831,5.4605341,.0023726877,.00043451568,5.4433374,.042366952,.0077832676,5.5993357,.22396506,.039998505,5.5976171,.23372281,.041753981,5.8315496,.1387427,.023791738,6.2701211,.18813668,.030005271,6.2101541,.1299679,.02092829,6.4031825,.016228858,.0025344987,6.6705766,.24558198,.036815707,7.0517769,.019290838,.0027355996
010545492,5.3876915,.31506985,.058479566,5.2560253,.2260139,.043000914,5.3555322,.141839,.026484575,5.30338,.092203014,.017385708,5.5064254,.059146583,.010741375,5.70155,.18725185,.032842271,5.8409805,.17798159,.030471183,5.852706,.090304419,.015429516,6.0859451,.016490081,.002709535,6.2839394,.13740787,.021866517,6.6343279,.061718509,.009302903,6.7222619,.077282548,.011496509,7.5692229,.37860218,.050018631,7.4509139,.30975428,.041572656,8.0612316,.50640076,.06281928
010545494,4.3443942,.42879117,.098699875,4.6500001,.1890593,.040657915,4.8672304,.037125193,.0076275808,4.7914381,.087644659,.018291932,5.2482934,.10772634,.020525975,5.4206805,.15385076,.028382186,5.4343386,.0744785,.013705163,5.3813381,.096245423,.017885035,5.658143,.1468084,.025946392,5.9945698,.020355102,.00339559,6.3614907,.050950777,.0080092512,6.4512019,.054986022,.0085233767,7.0338793,.21687531,.030832959,7.0288501,.019436035,.0027651798,7.2838726,.43014342,.059054222
010550001,5.6640134,.15636639,.027606996,5.6187711,.058976453,.010496326,5.9383593,.085776076,.014444406,6.0748754,.14271972,.023493439,5.9981351,.063343316,.010560501,6.058291,.067225181,.011096394,6.0956497,.078885168,.012941224,6.4497437,.25495207,.039529022,6.5419469,.1231798,.018829226,6.6716781,.0074220458,.0011124706,7.1221433,.10295191,.014455186,7.5559273,.0087493779,.001157949,8.5179815,.34263989,.04022548,8.5982361,.028202871,.0032800764,8.9978266,.11802636,.013117208
010550004,6.6672177,.37050951,.055571832,6.538022,.47250792,.072270773,6.7392902,.44023454,.065323576,6.9512281,.61419851,.088358268,7.0658112,.70755523,.10013787,7.1600184,.86173558,.12035382,7.4038835,.72198343,.097514153,7.7388177,.69343138,.089604303,7.6660528,.28048486,.036587909,7.65447,.11635053,.015200338,8.0531425,.41926959,.052062854,8.4649849,.14894293,.017595179,8.9392195,.02545632,.0028477118,9.418807,.36765498,.039034136,10.022121,.52613258,.052497126
010550007,5.976028,.19996087,.033460498,5.9733443,.28761435,.048149634,5.7837982,.098627299,.017052341,5.8584275,.024427725,.0041696727,6.0982189,.1768299,.028996976,6.122715,.10746876,.017552469,6.0191369,.04746234,.00788524,6.3312192,.19520898,.030832764,6.5493474,.041030686,.006264851,6.542872,.023039913,.0035213761,6.8968129,.060964648,.0088395393,7.2128215,.089037389,.012344321,7.8865767,.025234176,.0031996362,8.1593828,.22013129,.026978916,8.4602098,.47037825,.055598889
010550010,5.7936177,.87082535,.1503077,6.1802735,.66498244,.10759757,5.9955635,.38517779,.064243801,6.0929332,.36729959,.060282886,6.1985593,.2890754,.046635903,6.3662181,.31230822,.049057104,6.4861574,.29314402,.04519533,6.5315757,.23283656,.035647839,6.9379129,.71150309,.1025529,7.0943546,.59875143,.084398292,7.133276,.39097244,.05480966,7.870285,.42975864,.05460522,8.5341415,.81152767,.095091894,9.1758938,1.0146199,.11057451,9.7719994,.12106135,.012388596
010550012,5.7792296,.029346824,.0050779819,5.7555919,.1001323,.017397394,5.5823855,.031631354,.0056662792,5.7475557,.12946667,.022525517,5.8865318,.083635606,.014207959,5.9186029,.12472386,.021073192,5.9436059,.14593166,.024552714,6.2723908,.093924992,.014974353,6.4293904,.2136106,.033224083,6.6519737,.23395959,.035171453,6.9227953,.060094647,.008680691,7.3829489,.004546273,.00061578013,8.2484312,.24783619,.030046463,8.1894474,.2442694,.029827336,8.177784,.080616869,.0098580336
010550016,4.9926844,.082600132,.016544232,5.7030525,.010258922,.0017988476,5.6972051,.18904832,.033182643,5.6745586,.27739656,.048884254,6.2913523,.26794744,.042589799,6.1638479,.37075469,.060149875,6.5308933,.33232236,.050884672,6.9380684,.041523576,.0059848898,6.536736,.3427273,.052430954,6.8896279,.21089359,.030610301,7.0165129,.18087663,.025778707,7.5979438,.46244997,.060865149,7.7194805,.028046658,.0036332314,7.808764,.374201,.047920644,9.3229933,1.0301137,.11049174
010550018,5.6278739,.7093575,.1260436,5.9863529,.4357765,.072794989,5.8183746,.22615707,.038869459,5.9526081,.26742461,.044925619,6.024693,.1787481,.029669246,6.2004437,.21793421,.035148162,6.3463526,.21912391,.034527536,6.3588352,.046149146,.0072574844,6.7661862,.46316376,.068452708,6.9184771,.35117981,.050759699,7.0259295,.25343943,.036072016,7.7671595,.2892876,.037244968,8.5332594,.62396997,.073122114,9.0574484,.95632964,.10558488,9.7776232,.31105322,.031812765
010550021,4.709651,.17510001,.037178978,5.004375,.076347888,.015256228,5.0972252,.05258245,.010315897,5.2599101,.27477866,.052240182,5.2931299,.1456981,.027525887,5.4283247,.046367891,.008541842,5.5334024,.063024968,.011389912,5.7425284,.081942424,.014269399,5.7977476,.22542576,.038881611,6.0100408,.029187862,.0048565166,6.2636003,.12539881,.020020245,6.9516292,.16655405,.023958996,7.4703546,.22057158,.029526252,7.6703782,.38130093,.049710836,8.5539656,.011128929,.0013010256
010550025,6.5856781,.29403529,.044647686,7.0053568,.046142563,.0065867542,6.7795076,.013809712,.0020369785,6.9493203,.20279312,.029181721,7.0350189,.077489845,.011014874,7.2349563,.12829703,.017732939,7.3105206,.092538521,.012658266,7.4032245,.2106481,.028453562,7.8603158,.044541709,.0056666564,8.0403547,.04620577,.0057467329,8.0869932,.043837722,.0054207691,8.8514805,.035562981,.0040177437,9.6207256,.33689639,.035017774,10.499639,.21703808,.020671004,10.930497,.22435036,.020525174
010550028,5.614789,.0044211429,.0007874103,5.492166,.042410426,.0077219852,5.3361735,.12346186,.023136778,5.384975,.27390802,.050865237,5.6358709,.063773245,.011315597,5.6632156,.24102476,.042559702,5.7443151,.21653846,.037696131,6.080894,.20774254,.034163158,6.0563135,.36902454,.060932208,6.2281003,.33775979,.054231592,6.4870319,.25806716,.03978201,7.0156522,.23179133,.033039171,7.5292478,.116948,.015532495,7.7008471,.081738807,.010614262,7.8197908,.075309053,.0096305711
010550032,6.2341905,.14222223,.022813262,6.8260083,.059314169,.0086894371,6.4798026,.071408451,.011020158,6.6616678,.27733198,.041631013,7.0542202,.14566302,.020649061,6.9852619,.25694677,.036784127,7.2764988,.23763388,.032657724,7.514204,.14843653,.019754127,7.5676732,.49417704,.065301053,8.1381464,.52879375,.064977176,8.3175478,.39330846,.047286589,9.0436697,.61431086,.067927167,9.7260208,.66485161,.068358026,9.7323771,1.0145895,.1042489,10.823094,.59308904,.054798473
010550033,5.1065936,.048592702,.0095156785,5.2122345,.044739481,.0085835513,5.1472912,.12377243,.02404613,5.3222752,.2015947,.037877541,5.3641253,.086049996,.016041758,5.5309463,.051059585,.0092316186,5.5260649,.023034103,.004168265,5.6325393,.082897916,.014717681,5.9025078,.034758173,.0058887126,5.9703755,.015011488,.002514329,6.0721126,.0037872985,.00062372006,6.6529784,.19896722,.029906487,7.3499618,.34565127,.047027629,7.6623583,.31533465,.041153733,8.2060604,.39848977,.048560426
010550035,7.2848654,.29945996,.041107137,6.9696078,.23361385,.033518936,6.7550955,.57637602,.08532463,7.0053415,.68861759,.09829893,7.2893147,.98349816,.13492326,7.1401329,.59914851,.083912797,7.6317005,.41465533,.054333281,6.8595648,.18212271,.026550185,8.0054436,.068334229,.00853597,8.0517607,.20256774,.025158193,8.2550497,.61860836,.074936964,8.8790941,.66761452,.075189486,10.381027,.086411335,.0083239675,9.9042168,1.1379259,.11489307,10.287009,1.2118936,.11780816
010550040,5.980864,.68227094,.11407565,5.80019,.42856276,.073887713,6.0258446,.16423672,.027255386,6.3584027,.040870871,.006427852,6.1933722,.1187571,.019174868,6.2532325,.065367132,.010453335,6.6452742,.13683859,.020591864,6.7272177,.43408665,.064526923,6.7884336,.23099318,.034027465,7.1293192,.10607944,.014879324,7.2179179,.1120892,.015529298,7.5926037,.063492261,.0083623836,7.6385098,.35206151,.046090338,8.5527773,.026710114,.0031229754,8.9371233,.066698097,.0074630384
010550041,6.63305,.11833298,.017839905,6.7344613,.10600359,.015740471,6.4510317,.15524903,.024065768,6.6362977,.087544195,.013191722,6.7937636,.16903308,.024880623,6.8092594,.057850026,.0084957881,6.8289042,.10932865,.016009692,7.0223527,.064403988,.0091712838,7.5837526,.068393216,.0090183867,7.8503275,.043533076,.0055453833,7.8860712,.23015663,.029185208,8.3648424,.012315097,.001472245,9.5690069,.29298261,.03061787,9.6014452,.048769858,.0050794287,10.006953,.23262006,.023245843
