county_id,rprice_qm2007,rprice_qm_se2007,rcv2007,rprice_qm2008,rprice_qm_se2008,rcv2008,rprice_qm2009,rprice_qm_se2009,rcv2009,rprice_qm2010,rprice_qm_se2010,rcv2010,rprice_qm2011,rprice_qm_se2011,rcv2011,rprice_qm2012,rprice_qm_se2012,rcv2012,rprice_qm2013,rprice_qm_se2013,rcv2013,rprice_qm2014,rprice_qm_se2014,rcv2014,rprice_qm2015,rprice_qm_se2015,rcv2015,rprice_qm2016,rprice_qm_se2016,rcv2016,rprice_qm2017,rprice_qm_se2017,rcv2017,rprice_qm2018,rprice_qm_se2018,rcv2018,rprice_qm2019,rprice_qm_se2019,rcv2019,rprice_qm2020,rprice_qm_se2020,rcv2020,rprice_qm2021,rprice_qm_se2021,rcv2021
01058,6.0317669,.58841044,.09755192,6.6394677,.405812,.061121166,6.753593,.14632748,.021666612,6.7285433,.1189095,.017672399,7.0494332,.071109734,.010087298,6.9944301,.0034049482,.00048680851,7.3178396,.0090539064,.0012372376,7.7683997,.021053366,.0027101291,7.6481185,.048321031,.0063180286,8.0117493,.034243595,.0042741722,8.9013367,.14679943,.016491842,9.254632,.1249712,.013503637,9.2981758,.1162121,.012498376,9.4381876,.22111182,.02342736,9.990324,.30962291,.030992279
01059,5.83846,.2734347,.046833359,6.036922,.66489434,.11013797,5.8827028,.52885151,.089899406,6.1323757,.49261156,.080329642,6.3506207,.65493685,.10312958,6.3358216,.37567431,.059293699,6.687552,.4095431,.061239615,6.8968153,.61706221,.089470603,6.7173991,.2620745,.03901428,6.9124413,.61797768,.089400783,7.015173,.56812078,.08098457,7.3115048,.78088403,.10680209,7.9377213,.5789088,.072931357,8.3641052,.83424515,.099741109,8.7587948,.52071989,.059451088
01060,6.0428624,.009416447,.0015582759,5.8177304,.011147997,.0019162107,5.7298951,.15465394,.02699071,5.9903226,.088991061,.014855805,6.133656,.15447828,.025185352,6.3746967,.018425535,.0028904176,6.3494329,.012158865,.0019149529,6.1130757,.046274956,.0075698318,6.573926,.17039607,.025919987,6.7329402,.15113339,.022446863,7.0580549,.24614578,.03487445,7.6468678,.084289923,.011022804,8.1117334,.072167061,.0088966265,7.9469376,.070856653,.0089162216,8.3583622,.038901705,.0046542259
01061,4.9886947,.52880931,.10600154,4.9892149,.50180835,.10057862,5.3119864,.45671168,.085977569,5.235497,.27239358,.05202822,5.1267977,.26254597,.051210519,5.2903194,.34035718,.064335845,5.6797523,.52280384,.092046946,5.7958269,.67816108,.11700851,5.8624029,.35786709,.06104444,6.3025041,.39697695,.062987179,6.5039744,.37564251,.057755839,6.7382755,.46540251,.069068491,7.0235033,.37823024,.053852078,7.3697424,.51887244,.070405774,7.5506182,.19202928,.025432259
01062,7.4020109,.4731856,.06392663,7.7422266,.29562378,.038183302,7.7194781,.17142513,.02220683,7.8959394,.15789466,.019996943,8.3661833,.039231881,.0046893405,8.695158,.21705022,.024962194,9.2628412,.60271454,.065067999,8.9450788,.30444857,.034035314,9.3476648,.48304847,.051675845,9.5137997,.47180399,.049591541,9.4924498,.22810502,.024030153,9.9067707,.14485641,.01462196,10.426217,.11396689,.0109308,11.015619,.17185801,.015601302,11.080145,.13358876,.01205659
02000,9.1520119,.17832857,.019485177,9.87043,.21476947,.021758877,10.56344,.1885855,.01785266,10.963473,.16679993,.015214151,11.435715,.11312138,.0098919384,11.922341,.057041612,.0047844304,11.568154,.064751282,.0055973735,12.518021,.038081143,.0030421058,12.186227,.02063184,.0016930458,12.323092,.054867078,.0044523794,13.906076,.24824777,.017851748,14.543547,.34872702,.023978127,15.311805,.37421829,.024439855,16.107914,.42361459,.026298538,16.208879,.40444386,.024951994
03101,5.5392351,.075410254,.013613839,5.8504596,.012267901,.0020969124,5.9176316,.0096249133,.0016264806,6.0486007,.0067654601,.0011185165,6.2573671,.016029591,.002561715,6.5813937,.0013545584,.00020581634,7.0179543,.058615107,.0083521642,7.5180416,.086729333,.01153616,7.6491323,.065258145,.0085314447,7.8620081,.093389221,.011878545,8.4530678,.19879949,.02351803,8.5659885,.15259503,.017814059,8.826704,.16593237,.018798904,8.9347095,.18170153,.020336591,9.0583544,.056671266,.0062562427
03102,4.6092701,.8900187,.1930932,4.7049627,.50938743,.10826599,4.8405504,.31027114,.064098321,4.7652512,.31794128,.066720784,4.7705655,.11695136,.024515199,4.9242158,.11521094,.023396811,4.9927769,.02586074,.0051796306,5.0942149,.11969735,.023496723,5.2924461,.12657046,.023915306,5.450335,.29290953,.053741563,5.7251735,.36682945,.064073071,5.7160077,.27140427,.047481436,5.8092847,.34783658,.059875976,5.9408436,.2926316,.049257584,6.309196,.50468963,.079992704
03103,5.49577,.0031630383,.00057554053,5.179122,.031922076,.0061636078,5.7513623,.086402148,.015022901,5.9222555,.019431524,.0032811018,5.9614677,.039269388,.0065872013,6.5702128,.18383721,.027980404,7.859015,.32329744,.041137144,8.2651424,.20569582,.024887148,8.11096,.030646885,.0037784535,8.8454447,.029736944,.003361837,9.0128374,.1898427,.021063589,8.893693,.17848966,.02006924,9.3887348,.26981077,.028737713,9.6145821,.1696841,.017648619,9.134697,.019945702,.00218351
03151,5.3584189,.068265818,.012739918,4.8695121,.55098259,.11314945,5.2209148,.15065473,.028856004,5.2190633,.17662321,.033841938,5.377521,.20109336,.037395179,5.6565723,.023500247,.0041545029,6.1916299,.17195703,.027772499,7.0019145,.27839285,.039759532,7.2757578,.091126166,.012524629,7.7226191,.1699273,.022003843,7.5622334,.06963861,.009208736,7.8078351,.077944785,.0099828932,7.8326573,.17722447,.022626353,7.8461218,.50746721,.064677455,7.9956288,.54324126,.067942284
03153,4.8264203,.75502908,.15643667,4.9764042,.43889788,.088195786,5.1367207,.062648311,.012196168,5.0446043,.020858545,.0041348226,5.247272,.015420533,.0029387714,5.2824478,.064959258,.012297189,5.4326134,.031174624,.0057384213,5.4748507,.025382295,.004636162,5.6426682,.061473485,.0108944,5.8937039,.072453082,.012293302,6.2119465,.10239003,.016482761,6.3951936,.019894255,.0031108137,6.4205732,.13795015,.021485643,6.6310186,.14658304,.022105658,6.8963571,.19300467,.027986467
03154,5.3686242,.17639351,.032856371,4.630959,.0041918526,.00090518023,5.5203061,.37765062,.068411171,5.595314,.34611574,.061858144,5.5696507,.2854082,.051243465,6.0439124,.74730998,.12364673,6.8564086,1.2489992,.18216524,7.3120351,.96993899,.13264966,7.4841428,.98588961,.13173047,7.9859638,1.029524,.12891668,7.6485949,1.5740322,.20579363,8.0446444,1.5031214,.18684746,8.4939251,1.4639809,.17235623,9.0841656,2.1879828,.24085677,8.357151,1.0328008,.12358288
03155,4.5152283,.12038257,.026661457,4.4701152,.15406948,.034466557,4.2812295,.035580695,.0083108591,4.2919273,.072464429,.016883889,4.4790635,.043241702,.0096541839,4.5429773,.18845871,.041483525,4.6579499,.045083012,.0096787242,4.7831912,.090233102,.018864624,4.844584,.26548785,.054800957,4.9999771,.12783127,.025566369,5.1425853,.23505448,.045707453,5.3366585,.11575605,.021690736,5.415195,.18636587,.034415357,5.534656,.13519685,.024427326,5.6765962,.12890343,.022707874
03157,5.1210275,.13944846,.027230563,5.234725,.036272496,.0069292076,5.019804,.022958646,.0045736139,5.0330939,.019334344,.0038414432,5.0399384,.062543496,.012409575,5.01088,.15558046,.031048531,5.1089673,.23229177,.045467462,4.9408689,.23995377,.048565097,5.3933444,.060795076,.01127224,5.5456495,.029481631,.0053161727,5.553091,.076075211,.013699615,5.7538304,.12566504,.021840241,6.2127323,.0083964355,.0013514884,6.3787494,.28108981,.044066604,6.876688,.0037275287,.00054205291
03158,5.972085,.13366506,.022381639,6.4036784,.09657269,.015080815,6.3074803,.22306843,.035365697,6.300683,.18130563,.028775552,6.5579548,.13298775,.020278845,6.8549528,.22753744,.033193145,7.3988204,.2625412,.035484198,8.0124502,.2510016,.031326447,8.1095543,.22279386,.02747301,8.1646166,.35713786,.043742146,8.6469746,.59515184,.068827756,9.0878592,.49873346,.054879092,9.4980736,.67578149,.071149319,9.1701107,.47691101,.052007116,9.3727512,.5903213,.062982716
03159,4.0905333,.71067023,.17373535,4.4753013,.94377655,.21088558,5.660603,1.5016848,.26528707,5.634202,1.4223444,.25244826,5.8459473,1.6828418,.28786469,6.373601,2.516413,.3948181,6.3436937,2.1576262,.34012142,7.6346774,3.0310619,.39701244,7.8493834,2.0233507,.25777194,7.9870834,1.9789348,.24776688,8.6411839,2.704082,.31292957,9.2878914,2.8291998,.30461162,9.7676487,2.9381242,.30080158,9.3924503,2.4809434,.2641423,9.7950058,2.5331335,.25861481
03241,6.144042,.090274855,.014693073,6.3471999,.091955528,.014487574,6.6745448,.12108054,.018140644,6.7941566,.11699948,.017220605,7.0281329,.13727796,.019532636,7.3635492,.13869329,.018835114,7.6186147,.13608009,.017861526,8.0418415,.16409621,.020405302,8.398735,.15478775,.018429888,8.9292078,.18300274,.020494847,9.5278273,.20245177,.021248471,9.9351425,.21795523,.021937806,10.187838,.2483187,.024374034,10.765395,.28189474,.026185267,10.758987,.25561988,.02375873
03251,5.1972389,.11843334,.022787742,5.0637836,.21621858,.042699017,5.0335059,.1086268,.021580743,5.0648375,.22361249,.044149984,4.9632993,.23557098,.047462579,5.29739,.057099871,.010778869,4.952178,.45312262,.091499664,5.182384,.36315614,.07007511,5.3281336,.2401624,.045074396,5.0803595,.46844557,.092207171,5.8012743,.33810008,.058280312,5.6486163,.40077674,.070951313,6.3475795,.51297897,.080814898,7.0238657,.25056538,.035673428,6.7860022,.5291878,.077982262
03252,5.1169214,.080404028,.01571336,5.2026997,.083892696,.016124839,4.8319483,.031289261,.0064754956,4.8153434,.047164574,.0097946441,4.7218099,.076843888,.016274244,4.801569,.053582899,.011159456,4.9924903,.02595669,.0051991469,5.0423236,.031587142,.0062644021,5.1942172,.15556881,.029950386,5.7444649,.14880867,.025904706,5.8934693,.089798667,.015236978,5.598402,.10011644,.017883038,5.8634133,.090577386,.015447894,5.7386818,.092897289,.016187914,6.3451715,.032236457,.0050804703
03254,4.8540759,.23060994,.047508515,4.825006,.21220088,.043979403,4.8661938,.090281986,.018552896,4.8062801,.0058454447,.0012162097,4.7625322,.13509683,.028366597,4.8333235,.093620658,.019369831,4.8034844,.071309157,.014845298,4.7905393,.0055532986,.001159222,5.4633265,.015153468,.0027736705,5.1142173,.032474644,.0063498756,5.1395011,.016500365,.0032104994,5.3542047,.058266148,.010882316,5.4985051,.04157744,.0075615896,5.8535199,.088823594,.01517439,5.9109578,.039239392,.0066384152
03255,4.5223999,.16264586,.035964504,4.5566459,.12729298,.027935674,4.6129966,.25617811,.05553399,4.4635077,.25008583,.056028992,4.3474936,.15391517,.035403196,4.5028925,.094514482,.020989727,4.5090261,.042823356,.0094972514,4.5795693,.083244294,.018177319,5.34831,.010574449,.0019771571,4.952899,.16231363,.032771438,5.0595613,.30472305,.060227171,5.0270767,.096829787,.019261649,5.37253,.14355274,.026719764,5.5557938,.034697771,.0062453309,5.543118,.012085143,.0021802068
03256,4.7572865,.22086181,.046426006,4.7250776,.18012382,.038120817,4.4650273,.013832251,.0030979095,4.3938828,.095625639,.021763356,4.3377023,.063957833,.014744634,4.4009218,.14434719,.032799307,4.5930877,.12731054,.027717857,4.4867549,.25494459,.0568216,4.6711516,.21164154,.045308214,4.823482,.34340784,.071195006,5.0798044,.25556102,.050309226,5.3148255,.28620523,.053850353,5.4952545,.077355117,.014076713,5.7896609,.43560296,.075238079,6.2362075,.22239232,.03566147
03257,4.6451607,.15047863,.032394711,4.7328329,.26645672,.056299627,4.5882096,.19515975,.042535055,4.4586186,.046248589,.010372851,4.3629332,.1197082,.027437549,4.3136439,.055144735,.012783794,4.4595795,.1462256,.0327891,4.4808602,.17311421,.038634147,4.5597944,.17817385,.039074976,5.0685816,.31625149,.062394474,5.1941009,.37683612,.072550789,5.2012968,.24394512,.046900827,5.4843559,.33905518,.061822243,5.6519566,.1738781,.030764231,6.0536399,.0080077052,.0013227918
03351,4.7521429,.10822845,.022774663,4.8813643,.015486994,.0031726772,4.8917432,.11097568,.022686327,5.0045342,.13230979,.026437983,5.3767576,.025230946,.004692595,5.4934974,.2510618,.045701634,5.4793696,.56244975,.10264862,5.3549881,.41965711,.078367516,5.4311218,.095741935,.01762839,5.2313399,.082029089,.015680321,5.2640305,.19208938,.036490932,5.6392574,.060145855,.010665563,5.6493778,.22062534,.039053034,5.9004083,.01898245,.0032171416,5.986937,.20632689,.034462847
03352,5.0341182,.010958036,.0021767539,5.033752,.043573547,.0086562764,5.147965,.11624873,.022581492,5.1820531,.11492527,.022177557,5.2440538,.003459296,.00065966067,5.2172995,.061880384,.011860616,5.4986539,.11304288,.020558283,5.7412357,.24400458,.042500358,5.7686906,.082201481,.014249591,6.1784997,.014439249,.0023370155,6.3032465,.30434048,.048283134,6.8430419,.017979292,.002627383,7.1922145,.25051042,.034830779,7.1448851,.098074339,.01372651,7.2765594,.39752033,.054630261
03353,7.5117021,.20272937,.026988475,7.6277952,.027754553,.0036386074,7.5639472,.060607217,.008012644,7.6812687,.084271833,.010971082,7.976213,.1166473,.014624395,8.264987,.024738749,.0029931988,8.4235392,.016974846,.0020151678,8.55937,.23889099,.027909881,8.726923,.14297141,.016382797,8.8527336,.2293151,.025903311,8.800374,.1478361,.016798843,9.1185255,.21047917,.023082588,9.718358,.30664393,.03155306,9.9383144,.19867003,.019990314,10.373351,.11941205,.011511425
03354,4.3964567,.1738047,.039532904,4.478549,.12380036,.027642962,4.6031694,.1231068,.026743921,4.5234594,.099912606,.022087654,4.6466641,.010846467,.002334248,4.6249733,.0098613547,.0021321971,4.7613611,.068670288,.014422407,5.1035485,.0017326522,.0003394995,5.1570816,.1050511,.020370262,5.0192742,.40813044,.081312642,5.3351235,.2857585,.05356174,5.2818427,.25813949,.048873,5.4715114,.3437036,.06281694,5.6764054,.10497444,.01849312,6.1572862,.15590815,.025320921
03355,6.6476145,.066988602,.010077089,6.8251848,.051770326,.0075851902,7.0375266,.030604482,.0043487553,7.0869789,.017573224,.0024796496,7.2218084,.026982354,.0037362324,7.3887701,.096777335,.013097895,7.9301157,.095436767,.012034725,8.195714,.13781002,.016814889,8.4915285,.054258339,.0063897022,8.4994259,.07775265,.0091479886,9.4793558,.0461822,.0048718713,10.019897,.019890236,.001985074,9.5690193,.058747362,.0061393296,9.6321974,.11934104,.012389804,10.061399,.052731439,.0052409652
03356,6.4594769,.20445235,.031651534,6.5371432,.15474248,.023671269,6.7601399,.10168334,.015041603,6.9735861,.23078653,.033094384,7.2351594,.52449906,.072493091,7.7049284,.75839704,.098430119,8.0219135,1.40468,.17510535,7.9397068,1.1817685,.14884284,8.0543242,.90906948,.11286726,8.4681664,.74317688,.087761253,8.5596371,1.4199765,.16589214,9.0970068,1.1216575,.12329962,9.4603691,1.2034776,.12721254,9.4680548,1.060021,.11195764,9.8860121,.95572227,.096674196
03357,4.8237596,.21815839,.045225803,4.8653278,.30907953,.063526966,4.8441868,.25187317,.051994931,4.9470077,.31297588,.063265696,5.0790081,.3440071,.067731157,4.7322044,.12852444,.027159527,4.5423584,.24004698,.052846331,4.545701,.21090746,.046397123,4.8819098,.24779318,.050757427,5.2178903,.14623407,.028025515,5.1220651,.54646534,.10668848,5.3597202,.19215396,.03585149,6.0469418,.2038074,.03370421,6.2772312,.06666369,.01061992,6.3780808,.14573678,.022849629
03358,6.2290006,.071531288,.01148359,5.987906,.10423336,.017407315,5.6717472,.030115804,.0053097932,5.7492037,.042352729,.0073667122,5.5002522,.13784923,.025062347,5.1633124,.04685393,.0090743937,5.8237629,.29756665,.051095255,5.658268,.022641944,.0040015681,6.5920391,.22613741,.034304623,6.7763085,.056291375,.0083070854,6.5524778,.042013682,.006411877,7.1640124,.23223825,.032417342,7.0265636,.29391202,.041828699,7.1986556,.34155881,.047447585,7.5551682,.39666367,.052502293
03359,6.9926171,.34927571,.04994921,6.9065199,.64287609,.093082495,7.0736089,.56828851,.08033926,7.1768336,.76320791,.10634326,7.3893189,.7478019,.10120038,7.6898046,.81500304,.10598488,8.1584129,1.0435539,.12791139,8.1185093,.96393484,.11873298,8.3177385,.9066304,.10899962,8.8692675,.97967672,.11045746,8.7161083,.39784223,.045644481,8.9043465,.41377339,.046468697,9.0711117,.20728132,.022850707,9.6095362,.34734902,.036146283,9.7143669,.12697427,.013070771
03360,6.0226865,.83023715,.13785163,6.080061,1.1335492,.18643714,6.228714,1.0714568,.17201895,6.6288633,.87334681,.13174911,6.5418682,.95819676,.14647143,6.66467,1.143786,.1716193,7.2471175,1.3071619,.18036991,7.5494218,1.6362134,.2167336,8.1834221,1.8872285,.23061605,7.9216018,1.3831943,.17461044,9.1933556,2.1096056,.22947069,9.7483864,1.7970436,.18434267,9.5553141,1.5735278,.16467568,9.5350437,1.2910546,.13540101,10.02963,.75966829,.075742409
03361,5.9649138,.80055094,.13420998,6.1192827,.95690471,.1563753,6.0792232,.9009397,.14819981,6.1657991,1.0517991,.170586,6.4650474,1.3000621,.20109087,6.9468775,1.7020001,.24500218,7.008924,1.583361,.22590643,7.2152424,1.5030906,.20832157,7.210649,1.5081955,.20916225,7.8978386,1.8364613,.23252708,7.4779325,1.2260782,.16395952,8.3833008,1.3850759,.16521844,8.9564505,1.9541023,.2181782,8.9473791,1.3804427,.1542846,9.2556705,1.2679285,.13698937
03401,5.2685719,.20003554,.037967697,5.3319578,.27625045,.05181032,5.722033,.48103309,.084066816,5.927834,.64722884,.10918471,6.1835842,.72330213,.11697134,6.3855619,.83220047,.13032533,6.8518105,.9401387,.13721026,7.1201019,.93100476,.13075723,6.9776621,.85922432,.12313928,7.3501081,.81364137,.11069788,8.4840937,1.3312366,.1569097,8.2554426,.98041511,.11875985,8.1892471,.82664418,.10094263,8.4637413,.72467387,.085620984,8.948905,1.0114499,.11302499
03402,3.6812093,.17211631,.04675537,3.634547,.15536624,.042747073,4.2090068,.093156271,.022132602,5.2062559,.061068527,.011729836,5.1265383,.11526924,.022484811,5.2908425,.11570407,.021868743,5.2411332,.1086091,.020722445,5.3105407,.18671201,.035158757,5.5630999,.10248012,.018421406,6.2163148,.053928889,.0086753797,6.6364937,.15802124,.023810953,6.5865378,.15945078,.024208589,6.4649515,.15360421,.023759531,6.8663979,.13858758,.020183448,6.9608808,.090970591,.013068833
03403,5.5771017,.13454886,.02412523,5.7241802,.13505682,.023594091,6.092257,.16627181,.027292317,6.4924798,.26354599,.040592499,6.8056922,.32764965,.048143473,7.2688041,.15225251,.020946018,7.4230313,.1887399,.025426256,7.6817546,.18874982,.024571186,7.4956079,.073852912,.0098528247,7.764452,.068700209,.0088480432,8.3004303,.087033011,.010485361,8.5972195,.10634064,.012369189,8.7824907,.10395281,.01183637,9.2019358,.10507647,.011418953,9.4476948,.084858909,.0089819701
03404,5.5960283,.088039406,.01573248,5.7541814,.066997096,.011643202,5.8085661,.066329822,.011419311,5.8930302,.06515684,.011056594,6.0656338,.10041354,.016554501,6.4684844,.11258562,.017405255,6.5480042,.12015072,.018349212,7.0558863,.092926607,.013170083,7.2638998,.13252015,.018243665,7.5798202,.083334826,.010994301,8.1240864,.11881276,.014624754,8.5654497,.13766785,.01607246,8.7189522,.11070474,.012697023,8.791441,.092094727,.010475499,8.6618023,.14129531,.016312461
03405,4.821178,.077040084,.015979515,5.0682421,.084138058,.016601034,4.9426336,.045532614,.0092122173,4.9149709,.047975533,.0097611025,5.0560627,.0028776517,.00056914875,5.0789242,.000076046395,.000014972934,5.1422405,.012480607,.0024270758,5.2582178,.025735751,.0048943865,5.4418764,.018270897,.0033574626,5.619072,.095825955,.017053697,5.8029513,.02477158,.0042687901,5.8334422,.018792452,.0032215032,6.0738225,.033382483,.0054961243,6.4744196,.029713392,.0045893523,6.5224848,.030670974,.004702345
03451,5.5434871,.9346171,.16859733,5.2173319,.63069326,.12088425,4.9281077,.28973299,.058791935,4.9740067,.3732788,.075045899,5.1636367,.37723282,.073055647,5.1403351,.36722332,.071439572,5.1754851,.40919563,.079064205,5.2667298,.23321193,.044280216,5.6181216,.62298143,.11088785,5.8103304,.29930133,.051511928,5.9062982,.47597235,.080587253,6.1056962,.34010178,.055702373,6.3760219,.29196605,.045791257,7.2566957,.61648858,.084954448,7.1514416,.31994724,.044738848
03452,4.0204668,.12797418,.031830676,4.1785769,.1441457,.03449636,4.4795828,.12246761,.027339067,5.2233863,.064330399,.012315841,5.2922297,.060272928,.011388948,5.5434623,.12709667,.022927308,5.960743,.28642258,.048051491,6.0696731,.10659894,.01756255,6.0469685,.11942403,.019749405,6.1299047,.18303834,.029859899,6.4028811,.20895767,.032634944,6.4150758,.21494563,.033506326,6.5774598,.31086853,.047262702,6.659759,.35424572,.053191971,6.8205452,.0009872606,.00014474805
03453,4.7799726,.47485194,.099341981,4.9678111,.47946933,.096515208,4.7837548,.1329404,.027789969,4.6950698,.19138941,.040763911,4.7909269,.19057567,.039778456,4.790216,.25508851,.053251985,4.8764653,.27424097,.056237653,4.8400578,.1168708,.02414657,5.4879961,.41110092,.074909113,5.2795472,.35008246,.066309184,5.4545979,.70115024,.12854297,5.431591,.35567164,.065482035,5.7587671,.28246331,.049049269,6.5146322,.85217112,.13080879,6.3995371,.097433001,.015225007
03454,4.5838785,.03640531,.0079420321,4.6850753,.036600061,.0078120539,4.8376112,.49304461,.10191903,5.1990504,.5935182,.11415896,5.6526108,.72119808,.12758672,5.7265458,1.0467044,.18278112,6.310236,1.0977442,.17396247,6.2524438,1.4512478,.23210889,5.9435468,1.0443344,.17570896,6.1500115,1.0806123,.17570899,6.7928967,1.2768087,.18796234,6.6660085,.84194034,.12630352,7.2223086,.52061206,.072083883,7.461926,1.0946892,.14670332,7.8515234,1.027884,.13091522
