postcode_id,pprice_qm2007,pprice_qm_se2007,pcv2007,pprice_qm2008,pprice_qm_se2008,pcv2008,pprice_qm2009,pprice_qm_se2009,pcv2009,pprice_qm2010,pprice_qm_se2010,pcv2010,pprice_qm2011,pprice_qm_se2011,pcv2011,pprice_qm2012,pprice_qm_se2012,pcv2012,pprice_qm2013,pprice_qm_se2013,pcv2013,pprice_qm2014,pprice_qm_se2014,pcv2014,pprice_qm2015,pprice_qm_se2015,pcv2015,pprice_qm2016,pprice_qm_se2016,pcv2016,pprice_qm2017,pprice_qm_se2017,pcv2017,pprice_qm2018,pprice_qm_se2018,pcv2018,pprice_qm2019,pprice_qm_se2019,pcv2019,pprice_qm2020,pprice_qm_se2020,pcv2020,pprice_qm2021,pprice_qm_se2021,pcv2021
1159,1620.3729,110.86031,.068416536,1547.5337,22.445328,.014503934,1383.5432,91.58979,.066199444,1524.5581,3.0368917,.0019919816,1750.9911,158.92728,.090764187,1969.8293,56.224941,.028543051,2067.6499,69.743629,.033730868,2267.6836,172.84933,.076222859,2160.6899,21.111826,.0097708721,2048.3071,68.534637,.03345916,2208.7629,9.6370144,.0043630823,2509.3274,77.040192,.030701531,2758.5364,66.436157,.024083843,3019.0686,40.184677,.01331029,3590.8838,86.077568,.023971137
1169,1484.8014,33.924847,.02284807,1401.698,106.37428,.07588958,1322.2114,81.932816,.061966501,1408.9465,37.016094,.026272178,1550.9139,121.741,.078496292,1742.7328,144.07176,.082670026,1794.2273,116.88116,.065142892,1855.8929,142.72244,.0769023,1915.7598,41.682125,.021757491,1861.9133,135.75304,.072910503,1992.568,88.604431,.044467457,2149.6187,91.211334,.042431403,2376.6487,24.885201,.010470711,2462.7244,40.921253,.016616253,3179.1082,125.26277,.039401859
1187,1549.7448,2.9817975,.0019240571,1546.5741,115.01608,.074368291,1393.908,49.106243,.035229187,1514.7988,28.68334,.018935412,1698.7268,146.98663,.086527526,1971.645,157.32835,.07979548,2029.3846,3.9062796,.0019248591,2257.5723,50.366882,.022310197,2153.0063,10.551782,.0049009523,1989.5313,94.174347,.047334943,2108.1482,.5937053,.00028162409,2393.7505,78.366203,.032737833,2700.4983,33.634571,.01245495,2938.6223,14.226106,.0048410799,3450.2236,61.288528,.017763639
1189,1410.2024,6.5200305,.0046234713,1470.6877,68.393433,.046504386,1338.922,66.191597,.049436484,1447.686,24.79553,.017127698,1602.3041,7.6732035,.004788856,1886.4601,202.25485,.10721396,1917.8723,52.947304,.027607314,2171.875,158.73488,.07308656,2054.6011,1.1365455,.00055317092,1923.6506,18.687561,.0097146332,2008.1292,46.699585,.02325527,2226.3945,9.8014059,.0044023669,2519.2112,364.57303,.14471714,2636.4924,249.37502,.094585903,3298.2522,115.07411,.034889422
1217,1556.8258,115.60101,.074254297,1573.5032,95.449333,.060660399,1438.4663,24.088284,.016745809,1571.6353,32.666393,.02078497,1778.7311,121.17082,.068122059,2132.7976,161.6785,.075805835,2258.4966,68.801941,.030463602,2597.1421,43.570389,.016776282,2338.2429,36.839813,.01575534,2163.824,68.841637,.031814806,2220.5532,67.421288,.030362383,2612.1665,2.9212844,.0011183377,2888.4241,206.78734,.07159175,2979.8738,307.84827,.10330916,3545.3235,95.705482,.026994852
1219,1580.403,50.100494,.031701088,1544.2494,12.397925,.0080284476,1444.1769,42.775852,.029619537,1560.5055,63.539215,.040717073,1761.0386,41.972137,.023833741,2025.6975,171.06863,.084449247,2286.3809,86.417442,.037796609,2517.8042,124.55963,.049471531,2361.0076,46.653297,.01975991,2253.1912,47.182072,.02094011,2262.1836,29.270233,.012938929,2563.0562,30.377691,.011852137,2911.6196,176.7993,.060721979,3021.4385,294.23398,.097382084,3442.1343,133.85493,.038887192
1237,1548.7507,58.355064,.037678797,1511.3597,9.0345354,.0059777531,1526.5183,45.517338,.029817747,1600.2771,129.43657,.080883846,1734.7733,60.872574,.035089642,1991.8116,42.691471,.021433488,2235.2837,48.645668,.021762637,2395.5071,112.1489,.046816349,2350.9768,15.304042,.0065096524,2355.0586,14.48536,.006150743,2337.1826,15.148846,.0064816698,2384.1741,103.66724,.043481406,2738.8574,77.754837,.028389515,2959.9258,67.163673,.022690998,3429.2937,145.79166,.042513609
1239,1416.8929,18.417982,.012998852,1445.4347,169.22377,.11707465,1389.7316,4.2261219,.0030409626,1449.5187,2.0473411,.0014124282,1533.4393,78.7248,.051338714,1806.9192,60.03265,.033223759,1952.7983,78.998024,.040453754,2143.5454,125.97307,.058768556,2100.24,23.549576,.011212802,2176.7126,33.231876,.015267002,2068.3208,3.2973342,.0015942083,2212.6499,50.800144,.022958962,2370.6519,9.0727501,.003827112,2596.3728,147.61084,.056852713,3157.7039,90.16465,.028553866
1257,1403.5016,20.008701,.014256272,1411.6396,139.68892,.09895508,1457.7638,33.517216,.022992212,1468.0052,.37839589,.00025776195,1522.0372,3.346364,.0021986086,1736.9757,95.164963,.054787733,1851.0344,33.960617,.018346831,2011.4684,31.82814,.015823336,2045.3727,42.371819,.020715941,2133.9377,64.266823,.030116541,2085.1563,67.659935,.032448377,2167.8958,122.9223,.056701206,2205.8774,35.780979,.016220747,2514.4507,2.6457889,.0010522334,3072.4468,354.47308,.11537159
1259,1411.6185,17.689693,.012531498,1369.3806,37.679771,.027515924,1427.2356,49.728203,.034842324,1463.5995,33.092819,.022610571,1496.1338,39.445087,.026364679,1699.2378,5.0436478,.0029681823,1862.2909,14.293192,.0076750587,1904.1735,167.38611,.087904863,1982.7841,161.51691,.081459656,2157.6609,6.829412,.0031651924,2065.2898,76.360725,.036973372,2165.9951,93.531227,.043181643,2221.7207,34.761932,.0156464,2602.4905,115.96459,.044559084,3234.8867,84.130997,.026007401
1277,1786.3662,171.28584,.095885068,1725.2328,42.000309,.02434472,1737.6094,83.910439,.048290737,1780.574,66.376434,.037278112,2004.4586,54.742916,.027310574,2220.5095,95.354897,.0429428,2465.7673,213.23132,.086476661,2689.5122,106.98532,.039778709,2593.0583,117.64781,.045370292,2609.4895,56.649982,.02170922,2628.3037,43.647343,.016606659,2643.5828,268.08234,.10140872,3177.448,23.249296,.0073169712,3585.324,194.45088,.054235235,3843.748,121.10205,.03150624
1279,1699.6938,15.44766,.0090884957,1634.1135,111.02896,.06794446,1691.11,30.472523,.018019244,1631.2346,83.172585,.050987504,1776.2214,31.406103,.017681412,1987.4172,46.952827,.023625048,2222.051,68.719162,.030926006,2347.437,37.003265,.015763262,2404.845,64.253357,.026718294,2499.6489,81.677055,.032675412,2460.093,140.79926,.057233304,2450.772,144.29315,.058876611,2746.1338,87.237007,.031767208,3250.156,82.192505,.025288787,3467.4099,92.696327,.026733594
1307,1919.0507,52.10503,.027151462,1797.8092,91.128891,.050688855,1733.1012,100.70191,.05810504,1820.4189,36.660007,.020138226,2195.7146,118.61907,.05402299,2328.207,62.365574,.026786953,2610.6194,190.40002,.072932892,2874.1885,65.309105,.022722624,2700.1982,85.877495,.031804144,2673.2742,69.149338,.025866909,2829.3301,70.549431,.024935029,2940.0408,146.92258,.049972974,3533.8408,68.596504,.019411316,3914.3257,55.315193,.014131474,4214.0093,23.31522,.0055327881
1309,1931.308,117.35999,.060767103,1823.6512,11.768227,.0064531127,1796.7288,65.122353,.036244955,1848.7191,36.346294,.019660259,2127.2295,79.113342,.037190787,2280.1011,16.649536,.0073021045,2564.7212,182.55222,.07117819,2787.1306,26.573099,.0095342137,2696.9597,41.034016,.015214916,2700.1084,99.372162,.036803026,2780.5532,11.816348,.0042496393,2799.1628,128.06828,.04575235,3408.906,123.9152,.036350429,3819.4651,32.895329,.0086125489,4052.7266,73.122101,.018042693
1324,1796.4072,33.34679,.018563047,1712.3293,109.84551,.06414976,1743.9519,42.134174,.024160169,1648.446,130.48083,.079153843,1753.6383,31.610764,.018025817,2008.9032,91.497612,.045546055,2258.2322,47.517841,.021042053,2347.0315,137.90761,.058758311,2535.0225,108.35804,.042744409,2611.4612,207.56854,.07948368,2412.3926,132.62048,.054974668,2134.0444,239.1954,.11208548,2695.9707,218.48073,.081039727,3060.6084,29.713291,.0097082956,3358.0979,404.97003,.12059507
1326,1538.0875,32.004913,.020808252,1499.7007,83.6866,.0558022,1657.02,63.44854,.03829075,1564.2657,7.2997189,.0046665464,1615.7689,137.90291,.085348159,1914.1189,30.922535,.016154971,1975.6754,5.7133994,.0028918714,1973.8636,28.573095,.014475719,2196.7319,94.190186,.042877413,2360.7153,142.70438,.060449634,2255.467,.94880414,.0004206686,2393.7305,11.821259,.0049384255,2443.6875,70.647072,.028910028,2939.8816,268.12192,.091201603,3387.7078,116.33928,.034341592
1445,1751.349,119.1991,.068061307,1601.7506,10.607285,.0066223079,1681.8,8.6545877,.0051460266,1661.0347,145.57629,.08764194,1687.823,184.59821,.1093706,1990.603,77.890854,.039129276,1974.7711,220.42389,.11161997,2056.8218,144.37144,.070191517,2182.3396,43.455021,.019912126,2547.6982,226.15041,.08876656,2580.967,165.98447,.06431096,2425.7366,48.741581,.020093517,2724.9138,86.713272,.031822391,3019.3142,455.27939,.15078901,3307.6238,263.68729,.079721063
1454,1159.1422,12.687871,.010945914,1104.1421,35.688557,.032322433,1124.178,41.034176,.036501493,1130.2156,76.554672,.067734577,1250.8491,66.87693,.053465225,1441.3588,58.687733,.04071695,1234.5643,2.034652,.0016480729,1153.2339,40.98513,.035539303,1537.8893,130.80629,.085055724,1568.8063,52.018562,.033158053,1840.3887,77.031418,.041856058,1602.7313,32.464142,.020255512,1667.9531,61.00811,.036576632,1672.4408,197.1057,.11785511,2187.7898,35.562737,.016255097
1458,1058.0964,19.954784,.018859135,1101.5707,40.975376,.037197229,1054.4529,18.657539,.017694047,1107.3252,23.78293,.021477818,1201.4275,55.450066,.046153486,1339.8317,63.637817,.047496874,1337.4623,70.216515,.052499808,1279.6901,11.690793,.009135644,1348.7352,49.75322,.036888797,1211.7699,73.103188,.060327616,1498.3396,165.85974,.11069569,1412.0437,39.506886,.027978515,1151.4751,80.980194,.070327349,1480.5677,11.25103,.0075991321,2325.1709,301.74435,.12977298
1462,1614.4615,61.20974,.037913408,1479.5992,47.441425,.0320637,1428.9443,62.00589,.043392796,1460.3385,7.7798514,.0053274301,1359.7268,46.700775,.034345705,1472.6843,15.001822,.01018672,1584.1616,25.912174,.016357027,1444.4735,14.720742,.010191078,1782.1274,78.888817,.044266652,1938.3203,2.4064198,.0012414975,1948.2352,7.2541203,.0037234314,1931.712,71.532043,.037030388,2214.8909,141.11327,.063711159,2242.6553,5.0450644,.0022495943,2895.8582,13.266097,.0045810589
1465,1500.1436,173.47952,.11564195,1427.3671,71.022346,.049757592,1457.9901,36.45433,.025003139,1534.6577,22.191597,.014460291,1554.9069,106.47409,.068476185,1792.8557,58.059921,.032384045,1587.5894,12.553501,.0079072723,1522.1959,.20563242,.00013508933,1639.4781,44.164577,.026938193,1745.6182,62.808727,.035980795,2133.4602,7.9241052,.0037142034,1757.1747,91.737625,.052207459,1653.1532,190.73851,.1153786,1649.0387,47.971905,.029090831,2759.6284,125.48808,.045472816
1468,1326.3833,112.70641,.084972724,1586.3757,45.083233,.028419014,1526.5006,17.983196,.011780668,1432.1764,58.294033,.04070311,1378.5405,36.116131,.026198817,1941.4784,201.93324,.10401004,2278.9749,57.607769,.025277931,2343.187,152.32298,.065006755,2199.8103,128.15004,.058255043,2218.468,378.6088,.17066227,2636.7656,205.7016,.078012846,2210.8687,167.97678,.075977728,2167.3687,78.471428,.036205851,2558.5586,47.00808,.018372877,2848.1821,526.28979,.18478096
1471,1208.975,3.2690437,.0027039796,1189.334,1.1256918,.00094648922,1183.2773,49.63306,.041945416,1215.3352,51.477997,.042357035,1309.7686,1.9703333,.0015043371,1478.5192,6.0710416,.0041061635,1500.6936,56.078651,.037368488,1452.571,37.826008,.026040729,1517.9902,25.516964,.016809702,1625.5796,4.4409485,.002731917,1709.5747,30.024204,.017562382,1460.7777,.3994031,.00027341812,1507.4683,10.798499,.0071633342,1657.5969,16.793432,.010131191,2152.7944,55.727779,.025886253
1474,1349.1156,8.3129263,.0061617596,1335.729,9.6039724,.0071900603,1356.8885,.40150785,.00029590333,1346.8654,2.6332607,.0019551031,1285.9357,48.697346,.037869193,1492.8536,71.475471,.047878418,1804.6096,.289765,.00016056935,1651.4631,23.218904,.014059596,1905.3679,92.523544,.048559412,1992.1958,67.225327,.033744335,1752.0066,70.888054,.040461067,1704.2925,82.912582,.04864927,1771.2966,22.011435,.012426736,2010.558,28.13903,.013995633,2555.7585,77.652077,.030383183
1477,1077.6458,153.78201,.14270182,1000.7759,45.168728,.04513371,871.30908,10.008554,.0114868,882.70587,49.521534,.056101967,796.68903,10.750286,.013493705,1105.5944,88.704002,.080231957,1117.9656,263.87628,.23603256,1100.937,137.64375,.12502418,1239.8938,46.966644,.037879571,1314.1133,42.594322,.032412976,1518.6505,58.952049,.038818706,1372.6912,2.3701279,.0017266286,1629.7179,54.428509,.033397503,1658.7072,149.2072,.089953914,2284.5581,87.008087,.038085304
1558,947.39001,31.925346,.033698209,994.90063,54.946293,.05522792,981.39996,.56640446,.00057713926,873.00842,12.770348,.014627977,967.25006,62.279671,.064388387,1261.4747,59.438927,.047118604,1049.3569,78.409706,.074721672,962.51941,34.587914,.035934769,1084.1038,20.224072,.018655106,1295.7025,57.238972,.044176012,1285.2056,3.7942872,.0029522805,1314.6266,15.966042,.012144925,1363.8949,20.065638,.014712011,1386.6599,11.574235,.0083468445,1542.7719,76.638763,.04967602
1561,853.30115,14.346987,.016813509,966.03015,73.201187,.075775258,977.77686,104.3192,.10669019,918.4632,125.98809,.13717271,900.40521,89.976387,.099928774,1301.6414,236.48915,.18168534,1123.1631,260.29495,.2317517,1066.8502,183.08662,.17161418,1210.1755,211.63145,.17487666,1310.8517,209.07545,.15949589,1355.8804,219.30966,.16174705,1422.1075,171.46167,.12056871,1498.5181,249.54649,.16652885,1476.4454,272.7312,.18472148,1704.6918,138.63341,.081324615
1587,1005.5369,7.5976868,.0075558512,980.8302,9.3062496,.0094881356,1082.8757,40.865906,.037738316,937.19458,37.009319,.03948947,932.19971,48.945152,.052505009,1014.4586,77.038017,.075940035,914.64063,87.273117,.095417932,968.75439,87.069336,.089877613,957.07141,21.144796,.022093227,1169.1277,59.948856,.051276568,1278.615,65.678665,.051367037,1274.9031,85.150986,.066790164,1164.8524,50.955112,.043743834,1412.2183,43.697372,.030942366,1610.7104,28.963709,.017981946
1589,1062.6431,7.1465101,.0067252214,1019.7696,8.1672316,.0080088992,1071.665,62.441059,.058265463,959.16553,37.442852,.039036904,931.21906,16.20878,.017405979,1075.4174,103.50163,.096243218,961.20984,31.460596,.032730207,977.24426,56.179585,.05748776,976.88599,49.794521,.050972704,1226.1024,60.776566,.049568914,1335.3079,126.79146,.094952978,1326.3531,99.9683,.075370803,1182.5732,73.691277,.062314346,1374.3678,40.910908,.029767074,1616.0331,63.569786,.039336935
1591,972.36621,7.6049151,.0078210402,935.66046,18.288486,.019546071,1062.0664,.48892593,.00046035345,929.73608,1.2666495,.0013623753,881.98199,29.915112,.033918053,967.0556,48.409927,.050059095,885.29126,3.2560875,.0036779845,959.07434,.31115958,.00032443739,941.85352,44.326916,.047063492,1172.7706,5.2305894,.0044600274,1220.1818,24.977507,.020470316,1210.5547,11.714876,.0096772797,1082.3049,43.162434,.039880104,1302.2821,31.241837,.023990069,1606.4797,65.482559,.040761523
1594,972.25739,14.442881,.014854997,931.19897,3.4446211,.0036991246,990.05585,53.957138,.054499086,871.3418,13.261443,.015219565,827.64954,1.6688509,.0020163739,912.36273,12.451521,.013647555,805.17725,.70007861,.00086947141,878.46686,8.9439192,.010181283,853.41187,11.765,.013785841,1130.4388,36.425774,.032222684,1186.4196,13.60568,.011467849,1217.2177,25.745853,.021151397,1043.6331,12.755216,.012221935,1273.9998,25.170732,.01975725,1492.4902,31.457581,.021077244
1609,780.40967,37.330723,.047834776,798.44281,43.902569,.05498524,809.20898,24.759232,.030596832,707.85486,61.405972,.086749382,654.07678,44.08482,.067400068,823.12964,66.009438,.080193244,914.72278,70.254684,.076804347,880.25555,42.18317,.047921505,798.33582,32.155697,.040278409,870.28241,65.676567,.075465813,969.84857,25.174711,.025957363,901.63184,51.104458,.05667996,936.12506,44.463814,.047497727,951.06189,18.41901,.019366784,1194.2209,58.471741,.048962247
1612,984.7746,21.105247,.021431552,896.82281,16.577356,.018484538,997.47284,15.124656,.015162975,906.74548,10.224721,.011276285,945.32135,20.934462,.022145338,1115.0931,76.611046,.068703718,921.33429,39.240429,.042590871,920.85162,32.33971,.035119351,933.45038,27.812725,.029795611,1146.3927,26.154045,.022814211,1295.1132,50.664333,.03911962,1191.9019,24.301746,.02038905,1118.1089,16.090183,.014390534,1277.354,21.054581,.016482964,1597.7794,58.271984,.036470607
1616,1005.0775,33.130688,.032963317,930.72986,30.555702,.032829829,1050.7307,52.143635,.049626067,970.96582,21.857189,.022510771,873.71295,48.684967,.055721924,992.2962,48.919666,.04929946,855.72614,52.782692,.061681759,940.66119,10.976741,.011669176,969.49091,9.3779259,.0096730413,1157.8101,25.193275,.021759421,1191.9995,.72785753,.00061061897,1172.6758,57.653236,.049163833,1067.5848,26.777006,.025081852,1291.5172,42.080391,.032582138,1594.4344,69.869881,.043821108
1619,959.16968,49.184731,.051278446,922.75092,79.316658,.085956737,969.20343,25.782093,.026601322,894.16296,45.651897,.051055454,847.72577,39.879574,.047043011,963.96936,46.193302,.047919888,868.25323,42.253437,.048664875,920.4043,72.15699,.078397058,891.64075,59.769035,.067032643,1064.0826,34.025806,.031976659,1103.2455,1.0379004,.0009407702,1100.4352,9.4530764,.0085903071,1009.7733,20.772406,.020571357,1148.5529,10.55502,.0091898432,1388.1682,92.654869,.066746138
1623,789.70093,62.084789,.078618102,796.90558,54.006657,.067770459,840.23956,29.665331,.035305802,756.87469,28.818289,.038075376,736.60541,39.937222,.054217931,809.34076,89.090485,.11007784,622.65466,80.597298,.12944141,714.27411,35.577007,.049808618,809.42987,31.074142,.03839016,999.9425,47.73447,.047737215,848.45245,65.356049,.077029712,1055.9595,82.906982,.078513414,931.37494,81.766853,.087791555,1079.9889,77.147652,.071433745,1457.1608,37.152897,.025496773
1640,1250.7037,46.392105,.037092801,1217.7053,42.607445,.034989946,1223.2422,15.653681,.012796878,1263.7865,22.475487,.017784243,1373.2534,47.721775,.034750886,1641.5656,85.825859,.052282933,1527.5616,242.12141,.15850189,1559.4559,179.99023,.11541861,1707.905,63.9398,.037437562,2038.5309,190.31302,.093357928,1775.4601,150.66757,.084861144,1624.1854,14.160024,.0087182308,2001.5343,176.98668,.088425502,2139.2549,178.733,.083549187,2152.4319,181.73657,.084433138
1662,985.90405,10.751701,.010905423,991.22455,13.149661,.013266077,997.06384,4.5879316,.0046014423,992.66907,30.993322,.031222211,1066.0811,.043235745,.000040555777,1308.6991,.60849458,.0004649614,1136.1389,18.128395,.015956143,1106.8348,35.062927,.031678554,1255.0254,.34925979,.00027828902,1341.2509,104.88547,.078199737,1365.9684,26.773869,.01960065,1297.0382,33.397652,.025749166,1337.5133,66.912575,.050027594,1337.366,7.786911,.0058225729,2004.8308,63.37569,.031611491
1665,956.77112,164.39388,.17182153,875.703,171.83217,.19622198,1071.9596,139.08751,.1297507,880.03046,20.189608,.022941941,972.20239,1.8222677,.0018743706,799.21326,59.285069,.074179284,775.02307,86.42054,.11150706,808.04285,64.869972,.080280364,1265.0438,22.629343,.017888188,1225.9436,67.04509,.054688558,1313.1105,184.5764,.14056426,1544.0605,71.196175,.046109702,1356.3328,34.673828,.025564397,1765.6425,422.46518,.23926994,2619.3713,.054213505,.000020697144
1683,790.39429,61.528015,.077844709,835.87195,65.378899,.078216404,902.20288,65.503517,.072603978,841.07593,85.114815,.10119754,924.52112,75.932137,.082131319,950.56403,83.735901,.088090755,807.48981,55.863182,.069181286,885.211,.22517914,.00025437906,1058.818,84.342751,.079657458,1100.3352,131.88445,.11985843,895.0274,60.13805,.067191295,912.02246,.51700556,.00056687812,1061.225,52.827919,.04978013,1209.8932,32.035236,.026477739,1633.6667,15.40036,.0094268676
1689,1081.715,109.41531,.10114985,1028.3188,43.591522,.042391058,1144.415,72.080765,.062984809,1177.7141,70.774719,.06009499,1294.6809,18.01973,.013918279,1456.7772,112.42516,.077173881,1220.1309,96.397461,.079005837,1253.5422,62.07745,.049521625,1614.5413,25.18638,.015599713,1729.8,34.776981,.020104624,1451.7235,203.30197,.1400418,1361.8568,23.801653,.017477354,1650.7567,141.03647,.085437462,1642.7537,4.0988979,.0024951384,2464.9048,181.5556,.073656231
1705,1115.5931,81.97258,.073478922,1136.7726,15.209402,.013379459,1209.1479,3.301919,.0027307817,1149.6384,7.2302299,.0062891338,1109.958,60.66835,.054658238,1305.7428,161.58678,.12375084,1158.8596,49.998623,.043144677,1264.6783,24.384361,.019281078,1342.7798,31.832844,.023706675,1515.9613,44.541317,.029381566,1569.2384,19.958839,.012718806,1539.3409,38.007164,.024690542,1654.9229,54.962986,.033211812,1678.6188,256.44525,.15277159,2525.0498,214.353,.084890604
1723,1056.639,94.822723,.089739941,962.64661,56.546532,.058740698,975.07672,.70879769,.00072691479,1099.7697,141.35149,.12852827,934.76447,17.153294,.018350391,1168.0345,53.792747,.046054073,1439.0992,10.249977,.0071224947,1453.6583,125.77724,.086524621,1219.5081,111.05392,.091064528,1200.6879,87.797981,.073123068,1372.9159,76.399033,.055647276,1499.3398,197.23346,.13154687,1204.0568,105.29031,.087446295,820.26611,303.03674,.3694371,1628.1063,64.003731,.039311763
1728,1130.2717,60.312622,.05336117,1302.1233,44.47897,.0341588,1160.266,90.980637,.078413606,1214.955,75.684555,.062294126,1238.2397,19.681692,.015894895,1577.8209,104.14352,.066004656,1445.3473,84.688263,.058593713,1647.3524,58.218605,.035340711,1646.4022,51.582623,.031330511,1568.0151,159.67175,.10183049,1516.4077,26.310791,.017350737,1668.864,92.174881,.055232111,1626.0544,74.127464,.04558732,1729.4797,182.92131,.10576667,2612.7195,199.07225,.076193504
